編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPSNMLOLKHKGFBF18EA,坡道平面,2000000,19.52,地下一樓
RPXNMLOLKHKGFGF56EA,坡道平面,0,40.93,地下三樓
RPVOMLRKKHKGFAF58DA,坡道平面,2200000,23.65,地下二樓
RPROMLKLKHKGFBF67DA,坡道平面,0,31.40,地下一樓
RPUNMLOKJHKGFCF18DA,坡道平面,1000000,,地下一樓
RPXNMLOJKHKGFDF58DA,坡道機械,1300000,12.16,地下三樓
RPXNMLKLKHKGFCF28DA,坡道平面,0,,地下一樓
RPTNMLKKKHKGFHF28DA,坡道平面,2800000,22.78,地下四樓
RPROMLQKJHKGFEF38DA,坡道機械,1000000,15.23,地下五樓含以下
RPTPMLKKKHKGFEF18DA,坡道平面,1800000,31.15,地下二樓
RPROMLLLKHKGFEF08DA,坡道平面,0,32.44,地下二樓
RPXVMLRKJHKGFAF76DA,坡道平面,2500000,38.76,地下四樓
RPXVMLRKJHKGFAF76DA,坡道平面,2500000,38.76,地下四樓
RPTNMLLLKHKGFEF18DA,坡道平面,0,7.07,地下二樓
RPRNMLOLKHKGFDF18DA,坡道平面,2100000,30.31,地下二樓
RPTNMLKLKHKGFEF08DA,坡道平面,0,41.28,地下四樓
RPVOMLPJKHKGFGF88DA,坡道平面,0,31.00,地下二樓
RPWOMLKLKHKGFGF68DA,坡道機械,1600000,22.54,地下三樓
RPPNMLLLKHKGFGF97DA,坡道平面,0,,地下二樓
RPPNMLLLKHKGFGF97DA,坡道機械,0,,地下三樓
RPROMLOKKHKGFGF48DA,坡道平面,2200000,33.85,地下二樓
RPROMLOKKHKGFGF48DA,坡道平面,2200000,33.85,地下二樓
RPWNMLLLKHKGFGF68DA,坡道平面,0,30.47,地下一樓
RPOOMLMKKHKGFHF08DA,坡道平面,0,36.48,地下三樓
RPSOMLOLKHKGFEF48DA,坡道平面,2000000,20.74,地下二樓
RPSOMLOLKHKGFEF48DA,坡道平面,2100000,21.77,地下二樓
RPTNMLKLKHKGFBF87EA,坡道平面,0,35.60,地下三樓
RPPNMLLLKHKGFBF57EA,坡道平面,2000000,29.31,地下二樓
RPPNMLOLKHKGFEF18EA,坡道平面,1400000,37.67,地下二樓
RPUNMLTKKHKGFDF98EA,升降平面,1750000,32.63,地下二樓
RPSNMLQKJHKGFGF58DA,坡道平面,0,,地下一樓
RPRRMLLKKHKGFBF97DA,坡道平面,0,24.74,地下一樓
RPWOMLRJKHKGFBF68DA,坡道平面,0,30.30,地下一樓
RPSOMLRKKHKGFBF38DA,坡道平面,0,30.30,地下三樓
RPXPMLPLKHKGFBF88DA,坡道平面,0,20.99,地下四樓
RPXPMLPLKHKGFBF88DA,坡道平面,0,22.81,地下四樓
RPPNMLKLKHKGFGF87DA,坡道平面,0,46.26,地下二樓
RPWNMLTKKHKGFHF86DA,坡道平面,1700000,32.86,地下三樓
RPPNMLOLKHKGFBF87EA,坡道平面,0,,地下一樓
RPPNMLOLKHKGFBF87EA,坡道平面,0,,地下一樓
RPPNMLQLKHKGFDF28EA,坡道平面,0,15.38,地下二樓
RPTOMLSKKHKGFEF98EA,坡道平面,1500000,21.77,地下二樓
RPTOMLSKKHKGFEF98EA,坡道平面,1500000,21.77,地下二樓
RPSNMLQLKHKGFBF38EA,坡道平面,2400000,24.79,地下三樓
RPSNMLPLKHKGFCF28DA,一樓平面,0,,一樓
RPUUMLOLKHKGFAF88DA,坡道平面,0,41.80,地下一樓
RPQNMLLJJHKGFBF27DA,坡道平面,0,33.80,地下一樓
RPOOMLRKJHKGFCF97DA,一樓平面,0,,一樓
RPQOMLRKJHKGFGF58DA,坡道平面,0,,地下一樓
RPQNMLSJJHKGFEF28DA,坡道平面,0,32.78,地下三樓
RPSNMLMLJHKGFHF38DA,升降平面,2000000,,地下一樓
RPPNMLRKKHKGFGF48DA,坡道平面,2400000,40.49,地下四樓
RPRSMLOKKHKGFIF09DA,坡道平面,0,33.08,地下二樓
RPUNMLPLKHKGFIF09DA,坡道平面,1500000,40.09,地下二樓
RPUNMLPLKHKGFIF09DA,坡道平面,1500000,40.09,地下二樓
RPPNMLPLKHKGFCF08EA,坡道平面,2000000,28.96,地下一樓
RPTNMLQLKHKGFBF48EA,坡道平面,2000000,,地下二樓
RPSOMLLLKHKGFIF58DA,坡道平面,1500000,37.57,地下一樓
RPOOMLKKJHKGFAF07DA,坡道平面,0,,地下一樓
RPROMLPLKHKGFHF88EA,坡道平面,0,,地下一樓
RPOQMLPJKIJGFGF38DA,坡道平面,1800000,40.70,地下三樓
RPVVMLQJKHKGFAF09DA,坡道平面,2200000,31.41,地下五樓含以下
RPUQMLRKJHKGFAF58DA,坡道平面,2300000,12.94,地下一樓
RPUPMLPJKIJGFGF88DA,坡道平面,1800000,40.70,地下三樓
RPSPMLTJKIJGFBF58DA,坡道平面,0,,地下一樓
RPPQMLNJJHKGFBF67DA,坡道平面,2300000,21.14,地下二樓
RPPNMLNJJHKGFCF47DA,坡道平面,2000000,36.07,地下二樓
RPQNMLNLJHKGFDF87DA,坡道平面,1500000,29.79,地下二樓
RPQQMLQLKIJGFEF68DA,坡道平面,1700000,38.63,地下一樓
RPOOMLSJJHKGFDF08DA,坡道平面,0,45.51,地下二樓
RPTNMLPJKHKGFDF28DA,坡道平面,1500000,27.08,地下一樓
RPWOMLNJJHKGFBF18DA,坡道平面,2300000,21.14,地下二樓
RPPNMLPLKHKGFEF18DA,坡道平面,0,33.26,地下二樓
RPQNMLNLKHKGFGF28DA,坡道平面,1900000,33.54,地下三樓
RPXPMLQLKHKGFEF66DA,坡道機械,0,16.11,地下一樓
RPVNMLKLJHKGFGF38DA,坡道平面,2500000,52.34,地下四樓
RPUVMLTJJHKGFBF66DA,坡道平面,0,,地下一樓
RPPOMLQLKHKGFEF38DA,坡道平面,0,41.99,地下二樓
RPUOMLNJJHKGFIF68DA,坡道平面,0,35.34,地下一樓
RPUOMLNJJHKGFIF68DA,坡道平面,0,29.94,地下一樓
RPSOMLPLKHKGFIF98DA,坡道平面,0,36.74,地下三樓
RPRNMLMLJHKGFIF38DA,坡道平面,1600000,33.89,地下四樓
RPRNMLMLJHKGFIF38DA,坡道平面,1600000,33.89,地下四樓
RPSNMLRLKHKGFGF88DA,坡道平面,0,,地下三樓
RPQNMLRLKHKGFCF38EA,坡道平面,2000000,16.01,地下一樓
RPTNMLRLKHKGFDF78EA,坡道平面,0,37.91,地下四樓
RPWPMLPJKHKGFBF58DA,坡道平面,2300000,50.80,地下三樓
RPWPMLPJKHKGFBF58DA,坡道平面,2300000,50.80,地下三樓
RPVNMLOJKHKGFEF48DA,坡道平面,1500000,31.91,地下三樓
RPWNMLPJKHKGFGF88DA,坡道平面,2300000,36.80,地下五樓含以下
RPTOMLNKKHKGFGF58DA,坡道平面,2700000,39.71,地下三樓
RPWNMLPKJHKGFGF88DA,升降機械,0,13.22,地下二樓
RPTNMLRLKHKGFIF56DA,坡道機械,0,,地下一樓
RPQOMLRKKHKGFAF18EA,坡道平面,2500000,41.32,地下一樓
RPSNMLNJLHKGFBF97EA,坡道平面,1600000,,地下一樓
RPRNMLNJLHKGFBF87EA,坡道平面,2500000,31.93,地下三樓
RPTNMLTKKHKGFEF88DA,坡道平面,0,58.67,地下一樓
RPUNMLNJLHKGFDF38EA,坡道平面,1200000,36.94,地下二樓
RPQNMLOLJHKGFCF87DA,坡道機械,1500000,18.13,地下一樓
RPRRMLKKKHKGFBF87DA,坡道平面,2400000,,地下二樓
RPUOMLRLKHKGFEF98DA,坡道平面,0,37.77,地下一樓
RPOOMLMKKHKGFEF77DA,坡道平面,0,29.74,地下三樓
RPUOMLNJJHKGFHF58DA,坡道平面,2000000,,地下二樓
RPUNMLRLKHKGFGF09DA,坡道平面,0,,地下三樓
RPPNMLSLKHKGFBF18DA,坡道平面,2300000,30.22,地下四樓
RPQNMLOJKHKGFHF28DA,坡道平面,0,37.15,地下一樓
RPPOMLRKKHKGFHF68DA,坡道平面,2500000,,地下二樓
RPVOMLRLKHKGFGF66DA,坡道平面,2300000,26.55,地下一樓
RPPNMLNJLHKGFCF77EA,坡道機械,0,23.31,地下四樓
RPPNMLNJLHKGFGF18EA,坡道機械,1800000,24.36,地下一樓
RPTOMLOJLHKGFGF78EA,坡道平面,2000000,29.05,地下五樓含以下
RPQNMLNJLHKGFAF67EA,坡道機械,1200000,,一樓
RPUUMLLLJHKGFAF48DA,坡道平面,2250000,36.03,地下四樓
RPUUMLLLJHKGFAF48DA,坡道平面,2250000,36.03,地下四樓
RPSPMLRLKIJGFBF58DA,坡道平面,2500000,17.61,地下一樓
RPORNLOJKHKGFAF87DA,坡道平面,2800000,36.45,地下二樓
RPXNMLPJKHKGFBF48DA,坡道平面,0,28.64,地下一樓
RPSOMLQJKHKGFBF18DA,坡道機械,1800000,22.69,地下二樓
RPVNMLNKJHKGFEF38DA,坡道平面,0,32.26,地下三樓
RPQOMLQKJHKGFEF28DA,坡道平面,0,45.53,地下一樓
RPURMLOJLHKGFBF58DA,坡道平面,0,34.75,地下一樓
RPSOMLRLKHKGFEF78DA,坡道平面,0,,地下一樓
RPQOMLTKKHKGFBF38DA,坡道平面,2500000,40.68,地下四樓
RPSRMLTKKHKGFBF88DA,坡道平面,2400000,24.79,地下三樓
RPSNMLRLKHKGFAF28DA,坡道機械,0,19.86,地下三樓
RPRNMLOJLHKGFIF68EA,坡道平面,1500000,30.05,地下三樓
RPVPMLOLJHKGFAF38DA,坡道平面,2500000,29.46,地下二樓
RPSPMLNKJHKGFBF97DA,坡道平面,2000000,32.99,地下二樓
RPOTMLOJLHKGFBF18DA,坡道平面,0,13.29,地下三樓
RPOTMLOJLHKGFBF18DA,坡道平面,0,13.29,地下三樓
RPTPMLPJKHKGFBF28DA,坡道平面,2000000,34.71,地下三樓
RPXOMLQKJHKGFBF68DA,坡道平面,2200000,27.79,地下四樓
RPWOMLMLJHKGFBF28DA,坡道平面,2300000,29.71,地下三樓
RPSONLRKJHKGFCF48DA,其他,0,,一樓
RPSONLRKJHKGFCF48DA,其他,0,,一樓
RPSOMLLLJHKGFCF87DA,坡道平面,2500000,25.97,地下三樓
RPRNMLNLJHKGFDF97DA,坡道平面,1500000,26.48,地下二樓
RPUPMLQJKHKGFEF78DA,坡道平面,1700000,26.82,地下三樓
RPUPMLQJKHKGFEF78DA,坡道平面,1700000,26.82,地下三樓
RPXOMLQLKHKGFEF56DA,坡道平面,1900000,40.68,地下二樓
RPPOMLOJLHKGFEF08DA,坡道平面,0,37.88,地下三樓
RPTNMLRLKHKGFGF98DA,坡道平面,1950000,36.37,地下三樓
RPPNMLNLKHKGFBF67DA,坡道平面,0,22.15,地下一樓
RPRNMLPJLHKGFAF97EA,坡道平面,0,,地下三樓
RPSOMLSJJHKGFBF28DA,坡道平面,2350000,36.30,地下二樓
RPTOMLQLKHKGFEF78DA,坡道平面,2050000,40.68,地下一樓
RPVOMLQLKHKGFEF98DA,坡道平面,1900000,40.68,地下一樓
RPQNMLOLJHKGFDF97DA,坡道平面,0,36.95,地下二樓
RPRNMLTJKIJGFDF48DA,坡道平面,2350000,42.98,地下三樓
RPQOMLKKKIJGFEF77DA,坡道平面,0,41.26,地下一樓
RPROMLKKKIJGFEF87DA,其他,0,,地下一樓
RPTNMLTLJIJGFBF58DA,坡道平面,0,29.75,地下二樓
RPOOMLPJKIJGFGF18DA,坡道平面,0,,地下三樓
RPVOMLRJLHKGFEF09EA,坡道機械,1000000,27.42,地下三樓
RPTOMLTKJIJGFCF68DA,坡道平面,0,,地下一樓
RPRNMLTJKIJGFCF48EA,坡道平面,1900000,57.85,地下三樓
RPQNMLKKKIJGFCF57EA,坡道平面,0,,地下一樓
RPUOMLLLJIJGFBF97DA,坡道平面,2500000,28.19,地下二樓
RPUOMLLLJIJGFBF97DA,坡道機械,2000000,14.21,地下三樓
RPTNMLPJKIJGFEF48EA,坡道平面,0,23.31,地下一樓
RPPNMLQJKIJGFAF67DA,坡道平面,2200000,40.11,地下二樓
RPWNMLQJKIJGFAF38DA,坡道平面,0,,地下三樓
RPWNMLQJKIJGFAF38DA,坡道平面,0,,地下三樓
RPRNMLTJKIJGFEF68EA,坡道平面,1400000,36.52,地下三樓
RPQPMLOKJIJGFBF87DA,坡道平面,2400000,27.08,地下一樓
RPROMLPJKIJGFIF68DA,坡道平面,1800000,35.10,地下三樓
RPPTNLMJKIJGFAF97DA,坡道機械,2200000,11.99,地下四樓
RPWNMLRLJIJGFGF56DA,坡道平面,1400000,37.74,地下一樓
RPSNMLRLJIJGFBF28DA,坡道平面,0,15.59,地下四樓
RPSNMLRLJIJGFBF28DA,坡道平面,0,15.59,地下四樓
RPOOMLMJKIJGFBF37DA,坡道平面,2300000,24.18,地下四樓
RPPNMLKKKIJGFDF47DA,坡道平面,0,47.70,地下二樓
RPTOMLKKKIJGFEF08DA,坡道機械,0,16.93,地下四樓
RPRNMLQJKIJGFDF28EA,坡道機械,700000,24.63,地下二樓
RPPNMLTJKIJGFDF38EA,坡道平面,1200000,36.94,地下二樓
RPOOMLKKKIJGFHF87DA,坡道平面,2500000,36.98,地下二樓
RPROMLRLJIJGFHF88DA,坡道平面,2800000,15.13,地下四樓
RPQNMLTJKIJGFAF18EA,坡道機械,1000000,,地下五樓含以下
RPQNMLTJKIJGFBF28EA,坡道平面,0,,地下三樓
RPQNMLKKKIJGFEF77EA,坡道平面,0,,地下一樓
RPQOMLLKJIJGFHF08DA,坡道平面,2050000,36.13,地下二樓
RPPOMLLKJIJGFHF97DA,坡道平面,2100000,36.13,地下二樓
RPOOMLTJKIJGFGF68EA,坡道平面,2550000,37.52,地下二樓
RPPOMLKKKIJGFGF97EA,坡道平面,1200000,32.96,地下二樓
RPPOMLKKKIJGFGF97EA,坡道平面,1200000,32.96,地下二樓
RPPOMLKKKIJGFGF97EA,坡道平面,1200000,32.96,地下三樓
RPPOMLKKKIJGFGF97EA,坡道平面,1200000,32.96,地下三樓
RPPOMLKKKIJGFGF97EA,坡道平面,1200000,32.96,地下三樓
RPPOMLTJKIJGFGF78EA,坡道平面,2550000,37.52,地下二樓
RPWNMLKKKIJGFHF68EA,坡道平面,1900000,24.67,地下一樓
RPQNMLKKKIJGFHF08EA,坡道平面,0,33.75,地下三樓
RPQNMLKKKIJGFHF08EA,坡道平面,0,33.75,地下三樓
RPTRMLNJKIJGFAF18DA,坡道平面,2600000,22.87,地下二樓
RPXNMLQJKIJGFAF48DA,坡道平面,2030000,35.16,地下一樓
RPROMLLKJIJGFHF18DA,坡道平面,1900000,36.13,地下三樓
RPXNMLLKKIJGFAF08DA,坡道機械,1000000,26.30,地下二樓
RPUOMLNJKIJGFBF08DA,坡道平面,1200000,39.43,地下二樓
RPUOMLNJKIJGFBF08DA,坡道平面,1200000,39.43,地下二樓
RPUQNLLLJIJGFAF18DA,坡道平面,2000000,31.28,地下二樓
RPSPMLQJKIJGFBF28DA,坡道平面,0,24.09,地下一樓
RPSPMLQJKIJGFBF28DA,坡道平面,0,24.09,地下一樓
RPWOMLNJKIJGFBF28DA,坡道平面,1200000,39.43,地下二樓
RPWOMLNJKIJGFBF28DA,坡道平面,800000,20.01,地下二樓
RPWOMLNJKIJGFBF28DA,坡道平面,800000,20.01,地下二樓
RPWOMLNJKIJGFBF28DA,坡道平面,800000,20.01,地下二樓
RPWOMLNJKIJGFBF28DA,坡道平面,800000,20.01,地下二樓
RPOOMLQJKIJGFAF77EA,坡道平面,0,30.05,地下四樓
RPRNMLQLJIJGFEF38DA,坡道平面,1800000,34.46,地下一樓
RPVQMLQLJIJGFAF68DA,坡道機械,1900000,13.22,地下四樓
RPSPMLMJKIJGFGF38DA,坡道平面,0,50.60,地下三樓
RPTNMLTJKIJGFGF98DA,坡道平面,0,36.97,地下三樓
RPTNMLTJKIJGFGF98DA,坡道平面,0,36.97,地下三樓
RPROMLKKKIJGFHF18DA,坡道平面,0,,地下二樓
RPXNMLQLJIJGFIF76DA,坡道平面,0,36.32,地下二樓
RPQNMLKKKIJGFIF18EA,坡道平面,0,40.36,地下二樓
RPTOMLNJKIJGFBF97DA,坡道平面,1500000,39.43,地下一樓
RPXNMLSLJIJGFDF09DA,坡道平面,1425930,30.85,地下二樓
RPXOMLNJKIJGFBF38DA,坡道平面,1200000,39.43,地下二樓
RPXOMLNJKIJGFBF38DA,坡道平面,1200000,39.43,地下二樓
RPXNMLNKKIJGFAF28DA,坡道平面,0,23.58,地下二樓
RPXOMLNJKIJGFBF38DA,坡道平面,1000000,39.43,地下三樓
RPOPMLNJKIJGFBF57DA,坡道平面,1200000,39.43,地下二樓
RPROMLSLJIJGFDF58DA,坡道平面,0,31.20,地下二樓
RPPOMLSLJIJGFDF38DA,坡道平面,764397,30.85,地下一樓
RPQPMLNJKIJGFBF77DA,坡道平面,1000000,39.43,地下三樓
RPSPMLNJKIJGFBF97DA,坡道平面,1000000,39.43,地下三樓
RPSPMLNJKIJGFBF97DA,坡道平面,1000000,39.43,地下三樓
RPUPMLLKKIJGFBF08DA,坡道平面,2000000,37.86,地下一樓
RPXPMLLJJIJGFBF18DA,坡道平面,0,32.10,地下二樓
RPPOMLLKKIJGFDF67DA,坡道平面,2000000,42.25,地下一樓
RPXNMLMKKIJGFDF48DA,坡道平面,0,,一樓
RPXNMLKKKIJGFGF58DA,坡道平面,2500000,32.43,地下四樓
RPOQMLMKJIJGFAF47DA,升降機械,0,11.39,地下一樓
RPQNMLMKKIJGFIF28DA,坡道平面,1700000,24.94,地下二樓
RPSNMLMKKIJGFIF48DA,坡道平面,1700000,24.94,地下二樓
RPPNMLMKKIJGFGF08EA,坡道平面,2900000,34.45,地下二樓
RPRNMLMKKIJGFHF38EA,坡道機械,685000,19.15,地下一樓
RPRPMLMJKIJGFBF77DA,坡道平面,0,32.96,地下二樓
RPVOMLMKKIJGFEF48DA,坡道平面,0,34.55,地下三樓
RPVPMLMJKIJGFHF78DA,坡道機械,1500000,11.80,地下三樓
RPVOMLTJKIJGFHF76DA,坡道平面,2300000,36.43,地下一樓
RPSNMLNKKIJGFBF97EA,坡道平面,2300000,32.09,地下三樓
RPUNMLMKKIJGFBF08EA,坡道平面,2300000,26.86,地下三樓
RPQOMLQJJIJGFEF18DA,坡道平面,1500000,26.54,地下一樓
RPPNMLNKKIJGFCF77EA,坡道平面,2100000,18.37,地下一樓
RPUNMLNKKIJGFGF68EA,坡道平面,0,23.39,地下二樓
RPVNMLNKKIJGFEF58EA,坡道機械,0,15.23,地下五樓含以下
RPPNMLMKKIJGFIF28EA,坡道機械,800000,,地下二樓
RPQOMLNKJIJGFIF38DA,一樓平面,0,,一樓
RPOOMLNKKIJGFAF47DA,坡道平面,0,23.22,地下二樓
RPPOMLMKKIJGFBF57DA,坡道平面,0,,地下一樓
RPUNMLRKKIJGFDF68DA,坡道平面,1200000,31.83,地下三樓
RPUNMLRKKIJGFDF68DA,坡道平面,1200000,31.83,地下三樓
RPUNMLRKKIJGFDF68DA,坡道平面,1200000,31.83,地下三樓
RPUNMLRKKIJGFDF68DA,坡道平面,1200000,31.83,地下三樓
RPUOMLOKJIJGFBF18DA,坡道平面,2000000,17.81,地下一樓
RPROMLRKKIJGFBF28DA,坡道平面,0,32.14,地下三樓
RPROMLRKKIJGFBF28DA,坡道平面,0,32.14,地下三樓
RPROMLRKKIJGFBF28DA,坡道平面,0,32.14,地下三樓
RPXRMLPLJIJGFBF98DA,坡道機械,0,18.40,地下一樓
RPPNMLSLJIJGFHF68DA,坡道平面,2200000,46.53,地下一樓
RPSNMLLJKIJGFEF87DA,坡道平面,1400000,46.31,地下一樓
RPPSMLMJKIJGFAF77DA,坡道機械,2100000,13.22,地下四樓
RPPNMLNKKIJGFIF28DA,坡道平面,0,,地下一樓
RPSNMLQKKIJGFHF78DA,坡道平面,2500000,33.23,地下二樓
RPXNMLKLJIJGFDF28DA,坡道平面,0,35.58,地下一樓
RPQNMLQKKIJGFAF97EA,坡道平面,1800000,35.16,地下一樓
RPQNMLQKKIJGFAF97EA,坡道平面,1800000,35.16,地下一樓
RPQNMLQKKIJGFAF97EA,坡道平面,2000000,35.16,地下一樓
RPQNMLQKKIJGFAF97EA,坡道平面,1800000,35.16,地下一樓
RPQNMLQKKIJGFAF97EA,坡道平面,1750000,35.16,地下一樓
RPQNMLQKKIJGFAF97EA,坡道平面,1800000,35.16,地下一樓
RPQNMLQKKIJGFAF97EA,坡道平面,1800000,35.16,地下一樓
RPQNMLQKKIJGFAF97EA,坡道平面,1800000,35.16,地下一樓
RPQNMLQKKIJGFAF97EA,坡道平面,1750000,35.16,地下一樓
RPVNMLQKKIJGFEF88EA,坡道平面,0,14.08,地下三樓
RPQNMLQKKIJGFAF97EA,坡道平面,2000000,35.16,地下一樓
RPQNMLQKKIJGFAF97EA,坡道平面,1800000,35.16,地下一樓
RPQNMLQKKIJGFAF97EA,坡道平面,1800000,35.16,地下一樓
RPQNMLQKKIJGFAF97EA,坡道平面,2000000,35.16,地下一樓
RPQNMLQKKIJGFAF97EA,坡道平面,1700000,35.16,地下二樓
RPQNMLQKKIJGFAF97EA,坡道平面,1800000,35.16,地下二樓
RPQNMLQKKIJGFAF97EA,坡道平面,1700000,35.16,地下二樓
RPQNMLQKKIJGFAF97EA,坡道平面,1700000,35.16,地下二樓
RPQNMLQKKIJGFAF97EA,坡道平面,1800000,35.16,地下二樓
RPQNMLQKKIJGFAF97EA,坡道平面,1700000,35.16,地下二樓
RPQNMLQKKIJGFAF97EA,坡道平面,1700000,35.16,地下二樓
RPXOMLTJKIJGFAF88DA,坡道平面,2050000,24.03,地下二樓
RPSOMLKKKIJGFAF57DA,坡道平面,0,,地下二樓
RPXOMLSKKIJGFCF09DA,坡道機械,1000000,,地下一樓
RPXSMLSLJIJGFBF76DA,坡道平面,2500000,47.71,地下一樓
RPSOMLRKKIJGFDF58DA,坡道平面,2300000,40.92,地下一樓
RPVOMLMKJIJGFGF58DA,坡道機械,1800000,,地下一樓
RPSNMLNKKIJGFEF18DA,坡道平面,0,30.10,地下三樓
RPXNMLQKKIJGFEF98DA,坡道平面,1400000,25.97,地下二樓
RPTNMLMKJIJGFEF08DA,其他,0,,無固定樓層
RPXNMLRKKIJGFGF66DA,坡道機械,1500000,11.27,地下三樓
RPSNMLMKKIJGFHF38DA,坡道平面,2500000,22.78,地下四樓
RPUNMLMJKIJGFIF58DA,坡道平面,0,33.88,地下一樓
RPQOMLMJKIJGFCF67DA,坡道平面,2100000,29.09,地下四樓
RPQOMLMJKIJGFCF67DA,坡道平面,2100000,29.09,地下四樓
RPQOMLMJKIJGFCF67DA,坡道平面,2100000,29.09,地下四樓
RPWNMLQKKIJGFIF66DA,坡道平面,0,,地下一樓
RPUOMLNJKIJGFHF68DA,坡道平面,0,48.31,地下二樓
RPTNMLQKKIJGFAF28EA,坡道平面,2500000,38.44,地下四樓
RPQNMLSKKIJGFBF28EA,坡道平面,2200000,28.62,地下四樓
RPQNMLPJKIJGFIF48DA,坡道平面,1600000,24.80,地下一樓
RPQNMLPJKIJGFIF48DA,坡道平面,1600000,26.46,地下一樓
RPQNMLPJKIJGFIF48DA,坡道平面,1600000,26.46,地下二樓
RPQNMLNKKIJGFIF38DA,坡道平面,0,42.33,地下五樓含以下
RPUNMLRKKIJGFDF78EA,坡道平面,0,,地下二樓
RPRNMLRKKIJGFEF58EA,坡道平面,1350000,34.84,地下一樓
RPSNMLRKKIJGFDF58EA,坡道平面,1200000,36.94,地下一樓
RPUOMLOJKIJGFBF18DA,坡道平面,1400000,39.43,地下一樓
RPUOMLOJKIJGFBF18DA,坡道平面,1400000,39.43,地下一樓
RPUOMLOJKIJGFBF18DA,坡道平面,1400000,39.43,地下二樓
RPUOMLOJKIJGFBF18DA,坡道平面,1400000,39.43,一樓
RPOOMLQKKIJGFBF87DA,坡道機械,850000,17.19,地下二樓
RPPNMLRLJIJGFBF97DA,坡道平面,0,41.77,地下四樓
RPWOMLQKKIJGFBF68DA,坡道平面,0,22.73,地下一樓
RPWNMLSKKIJGFBF78DA,坡道平面,1800000,27.12,地下二樓
RPPPNLTKJIJGFAF28DA,坡道平面,0,32.48,地下四樓
RPUPMLQKKIJGFDF78DA,升降機械,1350000,20.50,地下一樓
RPSNMLLJJIJGFCF57DA,坡道平面,2950000,33.21,地下一樓
RPWNMLKKKIJGFGF48DA,坡道機械,2000000,18.46,地下四樓
RPVOMLQKKIJGFHF56DA,坡道平面,2500000,19.18,地下二樓
RPXPMLRKKIJGFEF66DA,坡道平面,0,29.92,地下三樓
RPSNMLSKKIJGFAF38EA,坡道平面,2420000,45.84,地下二樓
RPSNMLQJKIJGFIF78DA,坡道平面,1800000,33.20,地下一樓
RPVOMLQJKIJGFAF48EA,升降機械,1500000,21.62,地下一樓
RPRNMLQKKIJGFCF28EA,坡道平面,2800000,33.21,地下三樓
RPRNMLSKKIJGFCF48EA,坡道平面,0,,地下一樓
RPPNMLSKKIJGFHF78EA,坡道平面,0,,一樓
RPPNMLSKKIJGFHF78EA,坡道平面,0,,一樓
RPPNMLRKKIJGFIF78EA,坡道機械,0,,地下一樓
RPSOMLSKKIJGFHF56EA,坡道平面,0,51.73,地下三樓
RPPOMLKKKIJGFAF27DA,坡道平面,0,,地下二樓
RPQNMLQJKIJGFAF77DA,坡道平面,0,30.05,地下四樓
RPPQMLQLJIJGFEF48DA,坡道平面,0,33.05,地下二樓
RPQOMLOJKIJGFBF77DA,坡道平面,0,36.99,地下五樓含以下
RPPOMLQKKIJGFBF97DA,坡道平面,0,28.24,地下三樓
RPTPMLSKKIJGFCF78DA,坡道平面,1500000,12.92,地下一樓
RPSOMLTKKIJGFBF58DA,坡道平面,0,,無固定樓層
RPSPMLTLJIJGFBF68DA,坡道平面,2250000,26.75,地下二樓
RPTQMLTJKIJGFDF98DA,坡道平面,0,39.45,地下三樓
RPPNMLMKKIJGFIF18DA,升降機械,0,11.58,地下一樓
RPOOMLQJKIJGFHF38DA,坡道平面,2600000,39.90,地下一樓
RPOPMLQJKIJGFAF87EA,坡道機械,1620000,11.60,地下三樓
RPQNMLSKKIJGFAF18EA,坡道機械,1800000,13.06,地下二樓
RPQOMLNJKIJGFHF28DA,坡道平面,0,32.72,地下一樓
RPTNMLTKKIJGFDF88EA,坡道平面,0,,地下二樓
RPROMLTKKIJGFHF56EA,其他,0,,地下二樓
RPROMLQKKIJGFHF88EA,坡道平面,0,,地下一樓
RPTOMLRLJIJGFAF38DA,坡道平面,2500000,29.57,地下四樓
RPUOMLSKJIJGFCF68DA,坡道平面,2400000,33.21,地下三樓
RPXNMLRJJIJGFBF58DA,坡道平面,0,36.30,地下二樓
RPXNMLRJJIJGFBF58DA,坡道平面,0,36.30,地下二樓
RPPOMLNLKIJGFAF67DA,坡道機械,0,11.30,地下四樓
RPPOMLNLKIJGFAF67DA,坡道機械,0,11.30,地下四樓
RPSNMLKLKIJGFDF87DA,坡道平面,1500000,33.82,地下一樓
RPWNMLNKKIJGFGF78DA,坡道平面,0,25.23,地下一樓
RPTOMLKKKIJGFHF38DA,坡道平面,2200000,13.10,地下三樓
RPSNMLKLKIJGFGF18DA,坡道平面,0,35.45,地下一樓
RPSNMLKLKIJGFGF18DA,坡道平面,0,35.45,地下一樓
RPRNMLOKJIJGFGF28DA,坡道平面,0,34.80,地下二樓
RPVNMLNKKIJGFGF68DA,坡道平面,0,25.00,地下三樓
RPVNMLNKKIJGFGF68DA,坡道平面,0,25.00,地下三樓
RPUNMLQJKIJGFDF48DA,坡道平面,0,37.80,地下一樓
RPWNMLSKKIJGFHF76DA,塔式車位,1250000,1.46,
RPUQMLMJKIJGFEF48DA,坡道平面,0,41.28,地下一樓
RPUQMLMJKIJGFEF48DA,坡道平面,0,41.28,地下一樓
