抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,原始價格,目前價格,是否含車位價格,
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/8516YC?breadcrumb=list,復國慶都高樓美３房慶都大第,台南市永康區國華街,大樓,30.0年,建坪 33.17,主 + 陽24.84,13樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/8516YC?breadcrumb=list,有景觀有陽台房間皆有窗有 470 人也在關注這間👀,有 470 人也在關注這間👀,968萬,738,
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/2261LH?breadcrumb=list,✨北區｜有裝潢三房平車南寶儷園,台南市北區中華北路一段,華廈,31.0年,建坪 40.93,主 + 陽27.24,3樓/8樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/2261LH?breadcrumb=list,有裝潢前後陽台有陽台有 412 人也在關注這間👀,有 412 人也在關注這間👀,"1,288萬","1,028",坡道平面車位
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/35285Y?breadcrumb=list,㊝崇明居★高層景三房平車崇明居,台南市東區崇明路,大樓,25.8年,建坪 50.96,主 + 陽30.97,10樓/13樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/35285Y?breadcrumb=list,有景觀前後陽台有陽台有 88 人也在關注這間👀,有 88 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/8283NP?breadcrumb=list,南應大溫馨三房平車,台南市永康區新民街,華廈,31.8年,建坪 43.98,主 + 陽24.14,4樓/9樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/8283NP?breadcrumb=list,有裝潢有陽台警衛管理有 34 人也在關注這間👀,有 34 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/2107GM?breadcrumb=list,文元會館｜質感美宅平車文元會館,台南市北區北成路,大樓,15.5年,建坪 31.06,主 + 陽15.49,7樓/14樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/2107GM?breadcrumb=list,有裝潢有景觀有陽台有 46 人也在關注這間👀,有 46 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/5891VD?breadcrumb=list,東區宏總高樓景觀三房車位宏總新中國,台南市東區中華東路三段,大樓,29.7年,建坪 38.97,主 + 陽26.53,8樓/18樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/5891VD?breadcrumb=list,有裝潢有景觀前後陽台有 783 人也在關注這間👀,有 783 人也在關注這間👀,"1,188萬",938,坡道機械車位
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/7219NX?breadcrumb=list,上天下地中海四房平車地中海,台南市安平區育平路,大樓,30.2年,建坪 57.29,主 + 陽36.26,8樓/17樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/7219NX?breadcrumb=list,有裝潢前後陽台有陽台有 715 人也在關注這間👀,有 715 人也在關注這間👀,"1,198萬","1,158",坡道平面車位
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/7456LX?breadcrumb=list,近東區三房有車位,台南市仁德區中清一街,大樓,32.4年,建坪 36.98,主 + 陽25.54,4樓/13樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7456LX?breadcrumb=list,有裝潢前後陽台有陽台有 322 人也在關注這間👀,有 322 人也在關注這間👀,938萬,858,坡道機械車位
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/4376TG?breadcrumb=list,近東區｜優質裝潢四房美宅,台南市仁德區中正路二段,華廈,31.7年,建坪 57.39,主 + 陽44.11,2樓/7樓,4房2廳3衛,https://www.sinyi.com.tw/buy/house/4376TG?breadcrumb=list,有裝潢前後陽台有陽台有 537 人也在關注這間👀,有 537 人也在關注這間👀,"1,428萬","1,098",
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/0938ML?breadcrumb=list,近市府通風大三房車位,台南市安平區建平六街,華廈,31.6年,建坪 40.01,主 + 陽28.82,4樓/7樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/0938ML?breadcrumb=list,前後陽台有陽台廁所開窗有 511 人也在關注這間👀,有 511 人也在關注這間👀,"1,250萬",958,坡道機械車位
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/4059VP?breadcrumb=list,簡單日子好幸福兩房平車,台南市南區萬年二街,大樓,8.1年,建坪 32.89,主 + 陽16.96,3樓/15樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/4059VP?breadcrumb=list,有裝潢有陽台廁所開窗有 800 人也在關注這間👀,有 800 人也在關注這間👀,928萬,868,坡道平面車位
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/9303UV?breadcrumb=list,潤隆面中庭溫馨兩房車位潤隆真愛No2,台南市安平區國平北路,大樓,4.5年,建坪 28.66,主 + 陽15.68,5樓/18樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/9303UV?breadcrumb=list,有裝潢有陽台房間皆有窗有 406 人也在關注這間👀,有 406 人也在關注這間👀,(含車位價),加入最愛,坡道機械車位
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/1581LR?breadcrumb=list,世紀之門｜煥新２房平車世紀之門,台南市北區北園街,大樓,17.8年,建坪 33.32,主 + 陽16.8,12樓/19樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/1581LR?breadcrumb=list,有裝潢有陽台房間皆有窗有 616 人也在關注這間👀,有 616 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/1467NV?breadcrumb=list,文元國小｜首選兩房景觀宅文元會館,台南市北區北成路,大樓,15.5年,建坪 21.38,主 + 陽15.49,4樓/14樓,2房1廳1衛,https://www.sinyi.com.tw/buy/house/1467NV?breadcrumb=list,有裝潢有景觀有陽台有 1299 人也在關注這間👀,有 1299 人也在關注這間👀,888萬,868,
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/5853TS?breadcrumb=list,市政裝潢大房有車位,台南市安平區建平七街,大樓,1.9年,建坪 27.79,主 + 陽13.78,18樓/22樓,1房2廳2衛,https://www.sinyi.com.tw/buy/house/5853TS?breadcrumb=list,有裝潢有景觀有陽台有 59 人也在關注這間👀,有 59 人也在關注這間👀,"1,068萬",968,坡道機械車位
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/2744UN?breadcrumb=list,長榮中學芳鄰雅族套房,台南市東區長榮路二段,公寓,35.8年,建坪 7.15,主建物3.64,1樓/5樓,1房1衛,https://www.sinyi.com.tw/buy/house/2744UN?breadcrumb=list,有裝潢有陽台廁所開窗有 82 人也在關注這間👀,有 82 人也在關注這間👀,加入最愛,188,
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/7852QJ?breadcrumb=list,好富新境｜四房平車好富新境,台南市東區自由路二段,大樓,27.9年,建坪 54.93,主 + 陽35.16,7樓/14樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/7852QJ?breadcrumb=list,有景觀前後陽台有陽台有 518 人也在關注這間👀,有 518 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/6994YS?breadcrumb=list,大同路二段近體育公園公寓,台南市南區大同路二段,公寓,50.3年,建坪 36.21,主建物36.21,3樓/4樓,3房2廳2衛1室,https://www.sinyi.com.tw/buy/house/6994YS?breadcrumb=list,有裝潢有景觀前後陽台有 793 人也在關注這間👀,有 793 人也在關注這間👀,998萬,668,
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/6492ZS?breadcrumb=list,宗大雙橡園三房平車雙橡園,台南市東區東門路二段,華廈,26.6年,建坪 41.79,主 + 陽26.74,8樓/9樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/6492ZS?breadcrumb=list,有裝潢警衛管理具垃圾處理有 225 人也在關注這間👀,有 225 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/3026YV?breadcrumb=list,比佛利．簡約２房２衛浴南台比佛利,台南市北區開元路,大樓,26.6年,建坪 24.58,主 + 陽19.97,5樓/14樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/3026YV?breadcrumb=list,有裝潢有陽台廁所開窗有 868 人也在關注這間👀,有 868 人也在關注這間👀,加入最愛,699,
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/3737AS?breadcrumb=list,松丹達麗兩房車位,台南市東區崇賢二路,大樓,1.2年,建坪 25.45,主 + 陽13.7,14樓/15樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/3737AS?breadcrumb=list,有景觀有陽台房間皆有窗有 826 人也在關注這間👀,有 826 人也在關注這間👀,"1,088萬",988,坡道機械車位
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/5731SJ?breadcrumb=list,善化市中心大三房附平車,台南市善化區永福路,華廈,26.0年,建坪 49.65,主 + 陽30.88,5樓/8樓,3房2廳2衛1室,https://www.sinyi.com.tw/buy/house/5731SJ?breadcrumb=list,有裝潢前後陽台有陽台有 431 人也在關注這間👀,有 431 人也在關注這間👀,"1,298萬",898,坡道平面車位
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/2327PH?breadcrumb=list,㊝中華商圈三房平車,台南市永康區大橋一街,華廈,31.8年,建坪 42.19,主 + 陽25.18,6樓/9樓,3房1廳2衛,https://www.sinyi.com.tw/buy/house/2327PH?breadcrumb=list,前後陽台有陽台廁所開窗有 409 人也在關注這間👀,有 409 人也在關注這間👀,998萬,898,坡道平面車位
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/7977VY?breadcrumb=list,頂！善化尊爵兩房平車尊爵會館,台南市善化區公園路,大樓,16.5年,建坪 36.96,主 + 陽18.4,6樓/13樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/7977VY?breadcrumb=list,有裝潢有陽台廁所開窗有 16 人也在關注這間👀,有 16 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/1639PC?breadcrumb=list,城心面中庭綠景兩房平車佳鋐城心,台南市南區興昌路,大樓,6.2年,建坪 39.57,主 + 陽19.67,3樓/13樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/1639PC?breadcrumb=list,有裝潢有景觀有陽台有 629 人也在關注這間👀,有 629 人也在關注這間👀,"1,288萬","1,198",坡道平面車位
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/2042UJ?breadcrumb=list,上東城｜景觀兩房平車上東城II-東方...,台南市仁德區文心路,大樓,4.6年,建坪 31.86,主 + 陽16.47,14樓/24樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/2042UJ?breadcrumb=list,有景觀有陽台房間皆有窗有 41 人也在關注這間👀,有 41 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/2465UV?breadcrumb=list,永康·低總價小資兩房美宅長億城,台南市永康區中華路,大樓,26.2年,建坪 25.24,主 + 陽19.87,10樓/14樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/2465UV?breadcrumb=list,有裝潢有景觀前後陽台有 2259 人也在關注這間👀,有 2259 人也在關注這間👀,698萬,558,
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/0678WK?breadcrumb=list,誠品公園景近碳佐三房新建路陽光國宅A,台南市南區新建路,大樓,29.6年,建坪 56.29,主 + 陽36.29,4樓/16樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/0678WK?breadcrumb=list,有裝潢有景觀前後陽台有 125 人也在關注這間👀,有 125 人也在關注這間👀,"1,098萬","1,068",
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/8225MX?breadcrumb=list,狀元吉第三房平車狀元吉第,台南市東區東寧路西段,大樓,28.1年,建坪 54.29,主 + 陽32.43,12樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/8225MX?breadcrumb=list,有裝潢有景觀前後陽台有 476 人也在關注這間👀,有 476 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/3479FK?breadcrumb=list,文平路三房平車,台南市安平區文平路,華廈,32.3年,建坪 35.53,主 + 陽22.73,7樓/7樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/3479FK?breadcrumb=list,有裝潢有陽台廁所開窗有 335 人也在關注這間👀,有 335 人也在關注這間👀,888萬,798,坡道平面車位
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/8493LW?breadcrumb=list,綠海都心高樓兩房平車綠海都心,台南市永康區東橋五路,大樓,2.2年,建坪 37.3,主 + 陽18.92,12樓/15樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/8493LW?breadcrumb=list,有景觀有陽台廁所開窗有 393 人也在關注這間👀,有 393 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/5798FY?breadcrumb=list,東區高樓景觀四房平車崇明天廈,台南市東區崇明路,大樓,31.2年,建坪 51.6,主 + 陽37.71,15樓/15樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/5798FY?breadcrumb=list,有裝潢有景觀前後陽台有 692 人也在關注這間👀,有 692 人也在關注這間👀,"1,450萬","1,398",坡道平面車位
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/8401LW?breadcrumb=list,次頂樓北區優質四房雙車位世紀之門,台南市北區北園街,大樓,17.8年,建坪 59.12,主 + 陽36.2,18樓/19樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/8401LW?breadcrumb=list,有裝潢有景觀有陽台有 1522 人也在關注這間👀,有 1522 人也在關注這間👀,"1,828萬","1,788",兩個以上車位
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/9071MZ?breadcrumb=list,春福年年朝南景觀三房平車,台南市安南區安富二街,大樓,0.5年,建坪 43.1,主 + 陽23.04,14樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/9071MZ?breadcrumb=list,有景觀前後陽台有陽台有 69 人也在關注這間👀,有 69 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_51,5,https://www.sinyi.com.tw//buy/house/7696JR?breadcrumb=list,桂花鄉３房有車位桂花鄉,台南市北區開元路,大樓,24.9年,建坪 34.61,主 + 陽24.35,8樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7696JR?breadcrumb=list,有裝潢警衛管理具垃圾處理有 500 人也在關注這間👀,有 500 人也在關注這間👀,"1,058萬",988,坡道機械車位
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/3527HB?breadcrumb=list,安南星巴克車庫別墅,台南市安南區安中路二段,別墅/透天,17.0年,建坪 80.68,主 + 陽74.06,1-4樓/4樓,6房3廳5衛,https://www.sinyi.com.tw/buy/house/3527HB?breadcrumb=list,有裝潢前後陽台有陽台有 814 人也在關注這間👀,有 814 人也在關注這間👀,"3,680萬","2,380",其他
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/4435SC?breadcrumb=list,安南區景觀三房平車,台南市安南區義吉街,大樓,2.1年,建坪 47.52,主 + 陽25.23,10樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/4435SC?breadcrumb=list,有裝潢廁所開窗警衛管理有 220 人也在關注這間👀,有 220 人也在關注這間👀,"2,088萬","1,888",坡道平面車位
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/9338VT?breadcrumb=list,文化傳家四房Ｂ１大平車文化傳家文化區,台南市東區中華東路三段,華廈,26.3年,建坪 59.62,主 + 陽37.76,5樓/9樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/9338VT?breadcrumb=list,有裝潢有景觀前後陽台有 60 人也在關注這間👀,有 60 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/5657NT?breadcrumb=list,觀星雲彩家樂福四房觀雲丙區,台南市永康區中華二路,大樓,33.0年,建坪 46.22,主 + 陽38.3,6樓/17樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/5657NT?breadcrumb=list,有裝潢前後陽台有陽台有 415 人也在關注這間👀,有 415 人也在關注這間👀,925萬,888,
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/7536KT?breadcrumb=list,✨研森｜美居,台南市東區崇賢一路,大樓,0.7年,建坪 46.32,主 + 陽25.81,3樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7536KT?breadcrumb=list,有景觀廁所開窗警衛管理有 119 人也在關注這間👀,有 119 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/9418BB?breadcrumb=list,太子美妝兩房平車,台南市善化區興安街,大樓,11.1年,建坪 39.05,主 + 陽19.99,6樓/15樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/9418BB?breadcrumb=list,有裝潢前後陽台有陽台有 57 人也在關注這間👀,有 57 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/6211NH?breadcrumb=list,北府苑｜高樓景觀美宅平車,台南市北區文成一路,大樓,2.5年,建坪 44.98,主 + 陽25.95,12樓/14樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/6211NH?breadcrumb=list,毛胚屋有景觀前後陽台有 169 人也在關注這間👀,有 169 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/0367NY?breadcrumb=list,品陽大苑｜豪邸三房平車,台南市東區富農街一段,大樓,6.9年,建坪 90.87,主 + 陽55.75,4樓/19樓,3房2廳3衛,https://www.sinyi.com.tw/buy/house/0367NY?breadcrumb=list,有裝潢前後陽台有陽台有 739 人也在關注這間👀,有 739 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/0515KM?breadcrumb=list,近新光三越國華街一樓寓,台南市中西區國華街二段,公寓/店面,40.2年,建坪 31.23,主建物23.95,1樓/5樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/0515KM?breadcrumb=list,有裝潢前後陽台有陽台有 786 人也在關注這間👀,有 786 人也在關注這間👀,"1,170萬","1,070",
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/8866GW?breadcrumb=list,永華路三房含車位府城新象,台南市安平區建平八街,大樓,27.8年,建坪 44.82,主 + 陽29.81,17樓/26樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/8866GW?breadcrumb=list,有裝潢有景觀前後陽台有 796 人也在關注這間👀,有 796 人也在關注這間👀,993萬,850,坡道機械車位
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/7256PT?breadcrumb=list,我的最愛大套房最愛,台南市安平區慶平路,大樓,30.0年,建坪 11.18,主 + 陽8.7,10樓/13樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/7256PT?breadcrumb=list,有裝潢有陽台警衛管理有 733 人也在關注這間👀,有 733 人也在關注這間👀,288萬,269,
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/0387DW?breadcrumb=list,北區精華電梯大三房車位新好國宅,台南市北區北園街,大樓,27.5年,建坪 38.85,主 + 陽28.07,13樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/0387DW?breadcrumb=list,有裝潢有景觀有陽台有 751 人也在關注這間👀,有 751 人也在關注這間👀,968萬,888,坡道機械車位
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/7026WG?breadcrumb=list,南區｜小資好規劃成家美宅,台南市南區德興路,公寓,32.9年,建坪 16.3,主 + 陽12.09,4樓/5樓,1房2廳1衛1室,https://www.sinyi.com.tw/buy/house/7026WG?breadcrumb=list,有裝潢有陽台房間皆有窗有 206 人也在關注這間👀,有 206 人也在關注這間👀,加入最愛,298,
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/4489AD?breadcrumb=list,近東區朝南裝潢車墅,台南市南區國民路,透天,55.1年,建坪 26.17,主建物26.17,1-2樓/2樓,3房2廳3衛1室(含加蓋2衛),https://www.sinyi.com.tw/buy/house/4489AD?breadcrumb=list,近公園新上架有2D/3D看屋有 62 人也在關注這間👀,有 62 人也在關注這間👀,"1,098萬","1,028",其他
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/42497W?breadcrumb=list,餘光．賞海景二房平車My鑫光,台南市安平區永華路二段,大樓,5.8年,建坪 35,主 + 陽14.22,22樓/23樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/42497W?breadcrumb=list,有裝潢有陽台廁所開窗有 669 人也在關注這間👀,有 669 人也在關注這間👀,"1,250萬","1,080",坡道平面車位
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/6306GN?breadcrumb=list,一品樓｜溫馨高樓兩房平車,台南市北區育德二路,大樓,1.0年,建坪 31.37,主 + 陽15.4,10樓/13樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/6306GN?breadcrumb=list,有景觀有陽台警衛管理有 34 人也在關注這間👀,有 34 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/9671MK?breadcrumb=list,優美眺望河景三房平車宅,台南市安南區安通路五段,大樓,2.1年,建坪 47.39,主 + 陽25.13,6樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/9671MK?breadcrumb=list,有景觀前後陽台有陽台有 269 人也在關注這間👀,有 269 人也在關注這間👀,"1,690萬","1,598",坡道平面車位
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/5876TU?breadcrumb=list,新悅城有海景的三房平車新悅城-凱旋區,台南市安平區健康路三段,大樓,8.7年,建坪 47.43,主 + 陽23.89,17樓/23樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/5876TU?breadcrumb=list,有裝潢有陽台廁所開窗有 104 人也在關注這間👀,有 104 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/1154NG?breadcrumb=list,日進斗金三房車位都會假期,台南市安平區健康三街,大樓,28.0年,建坪 39.57,主 + 陽26.78,5樓/24樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/1154NG?breadcrumb=list,有裝潢前後陽台有陽台有 138 人也在關注這間👀,有 138 人也在關注這間👀,(含車位價),加入最愛,坡道機械車位
2025_10_15 23_06_58,6,https://www.sinyi.com.tw//buy/house/3285GL?breadcrumb=list,文海硯。高樓美景設計宅文海硯,台南市北區海安路三段,大樓,8.4年,建坪 88.31,主 + 陽55.27,17樓/24樓,3房2廳3衛,https://www.sinyi.com.tw/buy/house/3285GL?breadcrumb=list,有裝潢有景觀前後陽台有 414 人也在關注這間👀,有 414 人也在關注這間👀,"4,888萬","4,188",坡道平面車位
2025_10_15 23_07_04,7,https://www.sinyi.com.tw//buy/house/74624J?breadcrumb=list,崇學裝潢健身美寓,台南市東區崇學路,公寓,43.8年,建坪 26.69,主 + 陽24.44,5樓/5樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/74624J?breadcrumb=list,有裝潢前後陽台有陽台有 128 人也在關注這間👀,有 128 人也在關注這間👀,加入最愛,650,
2025_10_15 23_07_04,7,https://www.sinyi.com.tw//buy/house/37557D?breadcrumb=list,潤隆真愛看海兩房車位潤隆真愛No2,台南市安平區國平北路,大樓,4.5年,建坪 28.07,主 + 陽15.53,15樓/18樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/37557D?breadcrumb=list,有景觀有陽台房間皆有窗有 244 人也在關注這間👀,有 244 人也在關注這間👀,"1,088萬",968,坡道機械車位
2025_10_15 23_07_04,7,https://www.sinyi.com.tw//buy/house/8199HH?breadcrumb=list,建興學區無印風美宅,台南市中西區民生路一段,公寓,35.8年,建坪 14.7,主 + 陽10.22,2樓/5樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/8199HH?breadcrumb=list,有裝潢房間皆有窗近市場有 580 人也在關注這間👀,有 580 人也在關注這間👀,498萬,450,
2025_10_15 23_07_04,7,https://www.sinyi.com.tw//buy/house/7333QX?breadcrumb=list,長榮景觀華廈美妝兩房,台南市東區長榮路二段,華廈,43.2年,建坪 25.98,主 + 陽23.18,10樓/10樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/7333QX?breadcrumb=list,有裝潢有景觀有陽台有 754 人也在關注這間👀,有 754 人也在關注這間👀,878萬,688,
2025_10_15 23_07_04,7,https://www.sinyi.com.tw//buy/house/6428WS?breadcrumb=list,前進成大．寶仁三房平車,台南市北區開南街,大樓,2.5年,建坪 50.5,主 + 陽28.61,5樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/6428WS?breadcrumb=list,前後陽台有陽台廁所開窗有 2483 人也在關注這間👀,有 2483 人也在關注這間👀,"2,588萬","2,498",坡道平面車位
2025_10_15 23_07_04,7,https://www.sinyi.com.tw//buy/house/2308SW?breadcrumb=list,東都綠學｜景觀四房雙平車東都綠學,台南市仁德區崇聖路一段,大樓,1.0年,建坪 64.72,主 + 陽31.23,9樓/14樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/2308SW?breadcrumb=list,廁所開窗警衛管理具垃圾處理有 55 人也在關注這間👀,有 55 人也在關注這間👀,(含車位價),加入最愛,兩個以上車位
2025_10_15 23_07_04,7,https://www.sinyi.com.tw//buy/house/6463GF?breadcrumb=list,近新光三越四房平車實踐三村,台南市北區西門路四段,華廈,29.0年,建坪 46.37,主 + 陽30.73,1樓/9樓,4房1廳2衛,https://www.sinyi.com.tw/buy/house/6463GF?breadcrumb=list,有裝潢前後陽台有陽台有 70 人也在關注這間👀,有 70 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_07_04,7,https://www.sinyi.com.tw//buy/house/0322BT?breadcrumb=list,忠孝國宅一樓住宅,台南市永康區忠孝路,公寓,42.7年,建坪 23.75,主建物18.9,1樓/5樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/0322BT?breadcrumb=list,有裝潢近公園近學校有 225 人也在關注這間👀,有 225 人也在關注這間👀,850萬,750,
2025_10_15 23_07_04,7,https://www.sinyi.com.tw//buy/house/0049HT?breadcrumb=list,近成大質感兩房平車帝標,台南市東區崇仁街,大樓,18.1年,建坪 39.09,主 + 陽22.5,2樓/14樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/0049HT?breadcrumb=list,有裝潢有陽台廁所開窗有 884 人也在關注這間👀,有 884 人也在關注這間👀,"1,288萬","1,158",坡道平面車位
2025_10_15 23_07_04,7,https://www.sinyi.com.tw//buy/house/5170CX?breadcrumb=list,近東區墨飛白兩房車位,台南市南區大同路二段,華廈,3.9年,建坪 25.95,主 + 陽17.56,2樓/5樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/5170CX?breadcrumb=list,有裝潢有景觀有陽台有 520 人也在關注這間👀,有 520 人也在關注這間👀,"1,200萬",960,其他
2025_10_15 23_07_04,7,https://www.sinyi.com.tw//buy/house/5368PK?breadcrumb=list,近五妃街新天地兩房華廈,台南市中西區西門路一段,華廈,44.4年,建坪 15.62,主建物12.44,3樓/7樓,2房1廳1衛,https://www.sinyi.com.tw/buy/house/5368PK?breadcrumb=list,有裝潢有陽台房間皆有窗有 6124 人也在關注這間👀,有 6124 人也在關注這間👀,430萬,380,
