鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,格局-房,格局-廳,格局-衛,格局-隔間,管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３９號十樓,10.99,1130810,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,97.11,2,1,2,有,有,11750000,126783,坡道機械,15.08,1350000,預售屋、或土地及建物分件登記案件；,RPQPMLOJMHKGFDE18DA,48.83,0,4.05,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２３號五樓,10.99,1130815,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,97.11,2,1,2,有,有,11750000,126783,坡道機械,15.08,1350000,預售屋、或土地及建物分件登記案件；,RPTTMLQJMHKGFDE09DA,48.83,0,4.05,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２７號五樓,13.58,1130801,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,121.71,3,2,2,有,有,14650000,123335,坡道平面,20.36,2150000,預售屋、或土地及建物分件登記案件；,RPUVMLQJMHKGFDE76DA,62.17,0,3.25,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路６３號五樓,11.32,1130831,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,99.54,2,1,2,有,有,12950000,135567,坡道機械,15.08,1500000,預售屋、或土地及建物分件登記案件；,RPSPMLSKMHKGFDE88DA,50.18,0,4.38,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５１號十三樓,21.66,1130809,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,182.42,4,2,2,有,有,24650000,137603,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPQQMLSKMHKGFDE78DA,94.16,0,10.36,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２７號七樓,13.58,1130809,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,124.48,3,2,2,有,有,14750000,123816,坡道平面,23.12,2200000,有讓渡情形預售屋、或土地及建物分件登記案件；,RPSRMLSKMHKGFDE09DA,62.17,0,3.25,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２３號四樓,10.99,1130804,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,97.11,2,1,2,有,有,11750000,126783,坡道機械,15.08,1350000,預售屋、或土地及建物分件登記案件；,RPTOMLNLMHKGFDE48DA,48.83,0,4.05,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１３號十四樓,16.36,1130825,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,142.89,3,2,2,有,有,19250000,139150,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPWNMLSJNHKGFDE09DA,74.27,0,4.79,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５７號六樓,20.4,1130803,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,172.82,4,2,2,有,有,22900000,135773,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPVSMLMJMHKGFDE78DA,89.13,0,9.3,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５７號七樓,20.4,1130803,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,172.82,4,2,2,有,有,22950000,136101,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPXTMLMJMHKGFDE09DA,89.13,0,9.3,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５７號九樓,20.4,1130803,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,172.82,4,2,2,有,有,23250000,138069,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPPUMLMJMHKGFDE38DA,89.13,0,9.3,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路６３號十二樓,11.32,1130801,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,99.54,2,1,2,有,有,13300000,139711,坡道機械,15.08,1500000,預售屋、或土地及建物分件登記案件；,RPSSNLMJMHKGFDE58DA,50.18,0,4.38,有
三民區,房地(土地+建物),高雄市三民區水源東路４３號八樓,9.6,1130817,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,72.11,2,1,1,有,有,10000000,138677,,0,0,預售屋、或土地及建物分件登記案件；,RPOVOLSJMHKGFDE56DA,42,0,4.48,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路４３號十二樓,9.6,1130802,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,87.19,2,1,1,有,有,10950000,134517,坡道機械,15.08,1250000,預售屋、或土地及建物分件登記案件；,RPRQMLSKMHKGFDE88DA,42,0,4.48,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５７號十五樓,20.4,1130802,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,172.82,4,2,2,有,有,23750000,141349,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPTUMLMJMHKGFDE78DA,89.13,0,9.3,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１７號十一樓,19.67,1130812,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,167.61,4,2,2,有,有,23400000,142954,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPOSNLSJMHKGFDE78DA,85.29,0,9.69,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路４３號十一樓,9.6,1130804,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,87.19,2,1,1,有,有,11350000,140064,坡道機械,15.08,1250000,預售屋、或土地及建物分件登記案件；,RPOOMLOJMHKGFDE87DA,42,0,4.48,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路７號十二樓,11.13,1130708,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,103.39,3,1,2,有,有,13700000,137300,坡道平面,20.36,2300000,預售屋、或土地及建物分件登記案件；,RPQOMLMJMHKGFDE87DA,49.01,0,4.62,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１１號十一樓,15.43,1130731,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,135.86,3,2,2,有,有,17350000,129870,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPXRMLMJMHKGFDE88DA,69.73,0,4.81,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３９號十二樓,10.99,1130722,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,97.11,2,1,2,有,有,11850000,128002,坡道機械,15.08,1350000,預售屋、或土地及建物分件登記案件；,RPRPMLOJMHKGFDE28DA,48.83,0,4.05,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３５號十三樓,11.99,1130720,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,104.55,3,1,2,有,有,12700000,125182,坡道機械,15.08,1500000,預售屋、或土地及建物分件登記案件；,RPVQMLQJMHKGFDE98DA,54.41,0,3.4,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３３號十四樓,15.56,1130717,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,136.53,3,2,2,有,有,18600000,142894,坡道平面,20.36,2000000,預售屋、或土地及建物分件登記案件；,RPRTMLQJMHKGFDE88DA,70.32,0,4.64,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２３號十三樓,10.99,1130713,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,97.11,2,1,2,有,有,12500000,134097,坡道機械,15.08,1500000,預售屋、或土地及建物分件登記案件；,RPRUMLQJMHKGFDE98DA,48.83,0,4.05,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３３號九樓,15.56,1130722,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,136.53,3,2,2,有,有,18350000,137729,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPONNLTJMHKGFDE38DA,70.32,0,4.64,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３９號二樓,10.99,1130723,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,97.11,2,1,2,有,有,11150000,120688,坡道機械,15.08,1250000,有讓渡情形預售屋、或土地及建物分件登記案件；,RPQOMLQJNHKGFDE38DA,48.83,0,4.05,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２９號十樓,16.09,1130710,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,140.56,3,2,2,有,有,18600000,136439,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPVQMLSKMHKGFDE66DA,71.9,0,5.58,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１５號四樓,18.48,1130723,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,158.59,3,2,2,有,有,20800000,134558,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPPPMLLMLHKGFDE97DA,83.48,0,5.75,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路７號四樓,11.13,1130710,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,103.39,3,1,2,有,有,12950000,132482,坡道平面,20.36,1950000,預售屋、或土地及建物分件登記案件；,RPWNMLMJMHKGFDE38DA,49.01,0,4.62,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５號七樓,18.41,1130712,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,157.81,3,2,2,有,有,21050000,137141,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPXOMLMJMHKGFDE58DA,78.74,0,9.96,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路９號九樓,14.04,1130713,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,125.31,3,2,2,有,有,15200000,125774,坡道平面,20.36,2000000,預售屋、或土地及建物分件登記案件；,RPVPMLMJMHKGFDE48DA,63.64,0,4.12,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路４５號七樓,16.09,1130718,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,140.56,3,2,2,有,有,18200000,134775,坡道平面,20.36,2000000,預售屋、或土地及建物分件登記案件；,RPTNMLOJMHKGFDE28DA,71.9,0,5.58,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３９號九樓,10.99,1130716,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,97.11,2,1,2,有,有,11600000,126173,坡道機械,15.08,1250000,預售屋、或土地及建物分件登記案件；,RPPPMLOJMHKGFDE08DA,48.83,0,4.05,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３５號六樓,11.99,1130719,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,104.55,3,1,2,有,有,12200000,121270,坡道機械,15.08,1350000,預售屋、或土地及建物分件登記案件；,RPQPMLPJMHKGFDE28DA,54.41,0,3.4,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３５號九樓,11.99,1130717,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,104.55,3,1,2,有,有,12350000,122946,坡道機械,15.08,1350000,預售屋、或土地及建物分件登記案件；,RPSPMLPJMHKGFDE48DA,54.41,0,3.4,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３１號十二樓,9.6,1130722,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,87.19,2,1,1,有,有,10950000,134517,坡道機械,15.08,1250000,預售屋、或土地及建物分件登記案件；,RPVSMLQJMHKGFDE56DA,42,0,4.48,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３１號十四樓,9.6,1130715,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,87.19,2,1,1,有,有,11000000,135210,坡道機械,15.08,1250000,預售屋、或土地及建物分件登記案件；,RPWSMLQJMHKGFDE66DA,42,0,4.48,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２３號八樓,10.99,1130715,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,97.11,2,1,2,有,有,11850000,128002,坡道機械,15.08,1350000,預售屋、或土地及建物分件登記案件；,RPWTMLQJMHKGFDE76DA,48.83,0,4.05,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２５號十樓,9.8,1130723,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,88.63,2,1,1,有,有,10800000,129844,坡道機械,15.08,1250000,預售屋、或土地及建物分件登記案件；,RPXTMLQJMHKGFDE86DA,43.05,0,4.37,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５７號八樓,20.4,1130720,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,172.82,4,2,2,有,有,23000000,136429,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPRPMLSKMHKGFDE78DA,89.13,0,9.3,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２５號五樓,9.8,1130713,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,88.63,2,1,1,有,有,10400000,124405,坡道機械,15.08,1250000,預售屋、或土地及建物分件登記案件；,RPQNMLSKOHKGFDE68DA,43.05,0,4.37,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１３號十一樓,16.36,1130708,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,142.89,3,2,2,有,有,19500000,141190,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPSNMLMJMHKGFDE97DA,74.27,0,4.79,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路６５號十二樓,22.12,1130720,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,185.46,4,2,2,有,有,25350000,139310,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPVWMLMJMHKGFDE56DA,96.13,0,10.42,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５９號六樓,14.77,1130727,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,128.36,3,2,2,有,有,15750000,123055,坡道平面,17.84,2150000,預售屋、或土地及建物分件登記案件；,RPXSNLMJMHKGFDE09DA,66.99,0,4.32,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路４５號九樓,16.09,1130720,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,138.04,3,2,2,有,有,19150000,141431,坡道平面,17.84,2150000,預售屋、或土地及建物分件登記案件；,RPVNMLOJMHKGFDE48DA,71.9,0,5.58,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３７號十四樓,9.8,1130716,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,88.63,2,1,1,有,有,10650000,127804,坡道機械,15.08,1250000,預售屋、或土地及建物分件登記案件；,RPVOMLPJMHKGFDE68DA,43.05,0,4.37,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３５號十一樓,11.99,1130720,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,104.55,3,1,2,有,有,12600000,124064,坡道機械,15.08,1500000,預售屋、或土地及建物分件登記案件；,RPVPMLPJMHKGFDE78DA,54.41,0,3.4,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２７號九樓,13.58,1130713,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,121.71,3,2,2,有,有,14950000,126295,坡道平面,20.36,2150000,預售屋、或土地及建物分件登記案件；,RPVVMLQJMHKGFDE86DA,62.17,0,3.25,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２７號十三樓,13.58,1130706,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,121.71,3,2,2,有,有,15350000,128762,坡道平面,20.36,2300000,預售屋、或土地及建物分件登記案件；,RPOWMLQJMHKGFDE88DA,62.17,0,3.25,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路９號四樓,14.04,1130709,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,125.31,3,2,2,有,有,14950000,123392,坡道平面,20.36,2000000,預售屋、或土地及建物分件登記案件；,RPVROLSJMHKGFDE86DA,63.64,0,4.12,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１５號六樓,18.48,1130720,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,158.59,3,2,2,有,有,21000000,136005,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPRPMLLMLHKGFDE18DA,83.48,0,5.75,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２１號六樓,10.99,1130720,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,97.21,2,1,1,有,有,11500000,123585,坡道機械,15.08,1350000,預售屋、或土地及建物分件登記案件；,RPWNMLLJMHKGFDE28DA,49.13,0,3.85,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１３號十樓,16.36,1130727,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,140.38,3,2,2,有,有,19350000,140362,坡道平面,17.84,2150000,預售屋、或土地及建物分件登記案件；,RPRNMLMJMHKGFDE87DA,74.27,0,4.79,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路９號十樓,14.04,1130717,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,125.31,3,2,2,有,有,15300000,126727,坡道平面,20.36,2000000,預售屋、或土地及建物分件登記案件；,RPWPMLMJMHKGFDE58DA,63.64,0,4.12,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１１號七樓,15.43,1130708,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,135.86,3,2,2,有,有,16750000,124675,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPWQMLMJMHKGFDE68DA,69.73,0,4.81,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５７號十樓,20.4,1130710,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,172.82,4,2,2,有,有,23300000,138397,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPQUMLMJMHKGFDE48DA,89.13,0,9.3,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路６５號七樓,22.12,1130719,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,185.46,4,2,2,有,有,24650000,135070,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPWUMLMJMHKGFDE09DA,96.13,0,10.42,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路６３號十一樓,11.32,1130716,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,99.54,2,1,2,有,有,13250000,139119,坡道機械,15.08,1500000,預售屋、或土地及建物分件登記案件；,RPQSNLMJMHKGFDE38DA,50.18,0,4.38,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３７號二樓,9.8,1130729,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,88.63,2,1,1,有,有,9950000,118287,坡道機械,15.08,1250000,預售屋、或土地及建物分件登記案件；,RPTPMLOJMHKGFDE48DA,43.05,0,4.37,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３５號三樓,11.99,1130731,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,104.55,3,1,2,有,有,12050000,119593,坡道機械,15.08,1350000,有讓渡情形預售屋、或土地及建物分件登記案件；,RPOPMLPJMHKGFDE08DA,54.41,0,3.4,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２９號十一樓,16.09,1130715,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,140.56,3,2,2,有,有,18650000,136855,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPWRMLQJMHKGFDE56DA,71.9,0,5.58,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３１號十一樓,9.6,1130717,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,87.19,2,1,1,有,有,10950000,134517,坡道機械,15.08,1250000,預售屋、或土地及建物分件登記案件；,RPUSMLQJMHKGFDE09DA,42,0,4.48,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２７號十四樓,13.58,1130710,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,121.71,3,2,2,有,有,15400000,129255,坡道平面,20.36,2300000,預售屋、或土地及建物分件登記案件；,RPPWMLQJMHKGFDE98DA,62.17,0,3.25,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２１號十三樓,10.99,1130729,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,97.21,2,1,1,有,有,12250000,132716,坡道機械,15.08,1350000,預售屋、或土地及建物分件登記案件；,RPSTNLSJMHKGFDE66DA,49.13,0,3.85,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１３號七樓,16.36,1130706,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,145.65,3,2,2,有,有,18950000,136293,坡道平面,23.12,2250000,預售屋、或土地及建物分件登記案件；,RPWUNLSJMHKGFDE17DA,74.27,0,4.79,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１７號七樓,19.67,1130722,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,167.61,4,2,2,有,有,22550000,137182,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPUNMLSKMHKGFDE88DA,85.29,0,9.69,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１３號五樓,16.36,1130717,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,142.89,3,2,2,有,有,18550000,135069,坡道平面,20.36,2000000,有讓渡情形預售屋、或土地及建物分件登記案件；,RPROMLSKMHKGFDE68DA,74.27,0,4.79,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路７號十三樓,11.13,1130713,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,103.39,3,1,2,有,有,13700000,137300,坡道平面,20.36,2300000,有讓渡情形預售屋、或土地及建物分件登記案件；,RPXOMLSKMHKGFDE66DA,49.01,0,4.62,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５３號九樓,4343.25,1130727,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,99.54,2,1,1,有,有,12950000,137343,坡道機械,15.08,1350000,預售屋、或土地及建物分件登記案件；,RPXPMLSKMHKGFDE76DA,50.18,0,4.38,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２１號十一樓,10.99,1130719,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,97.21,2,1,1,有,有,12200000,132108,坡道機械,15.08,1350000,預售屋、或土地及建物分件登記案件；,RPPNMLLJPHKGFDE87DA,49.13,0,3.85,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１５號十二樓,18.48,1130717,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,158.59,3,2,2,有,有,22300000,145410,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPRNMLLJMHKGFDE77DA,83.48,0,5.75,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路９號十五樓,14.04,1130727,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,125.31,3,2,2,有,有,15700000,128633,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPRQMLMJMHKGFDE18DA,63.64,0,4.12,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５９號九樓,14.77,1130715,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,130.87,3,2,2,有,有,16000000,124876,坡道平面,20.36,2200000,有讓渡情形預售屋、或土地及建物分件登記案件；,RPRTNLMJMHKGFDE58DA,66.99,0,4.32,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３７號八樓,9.8,1130709,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,88.63,2,1,1,有,有,10200000,121686,坡道機械,15.08,1250000,預售屋、或土地及建物分件登記案件；,RPQOMLPJMHKGFDE18DA,43.05,0,4.37,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２９號十二樓,16.09,1130718,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,140.56,3,2,2,有,有,19050000,140183,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPPSMLQJMHKGFDE58DA,71.9,0,5.58,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２９號十五樓,16.09,1130723,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,143.32,3,2,2,有,有,19600000,144343,坡道平面,23.12,2250000,預售屋、或土地及建物分件登記案件；,RPSSMLQJMHKGFDE88DA,71.9,0,5.58,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路７號十樓,11.13,1130711,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,103.39,3,1,2,有,有,13450000,136095,坡道平面,20.36,2150000,預售屋、或土地及建物分件登記案件；,RPTVNLSJMHKGFDE96DA,49.01,0,4.62,有
