抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格
2025_11_23 22_32_37,14,https://www.sinyi.com.tw//buy/house/1689PW?breadcrumb=list,竹風青庭質感美宅竹風高鐵特區-青...,桃園市中壢區領航北路一段,大樓,8.4年,建坪 50.3,主 + 陽24.84,6樓/21樓,2房2廳2衛1室,有裝潢前後陽台有陽台有 280 人也在關注這間👀,"2,768萬","2,388","2,768萬2,388萬",坡道平面車位
2025_11_23 22_32_37,14,https://www.sinyi.com.tw//buy/house/0288MX?breadcrumb=list,近文化國小首購美三房車位甲天廈,桃園市平鎮區文化街,大樓,32.0年,建坪 46.27,主 + 陽27.33,2樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 497 人也在關注這間👀,"1,198萬","1,038","1,198萬1,038萬",坡道平面車位
2025_11_23 22_32_37,14,https://www.sinyi.com.tw//buy/house/65548Z?breadcrumb=list,Ａ７溫馨裝潢景觀兩房車位鴻築金捷市,桃園市龜山區樂善二路,大樓,4.9年,建坪 34.42,主 + 陽18.14,7樓/28樓,2房2廳1衛,有裝潢有景觀前後陽台有 121 人也在關注這間👀,"1,598萬","1,598","1,598萬",坡道平面車位
2025_11_23 22_32_37,14,https://www.sinyi.com.tw//buy/house/32779T?breadcrumb=list,專任＊名軒夢享家三房車位名軒夢享家,桃園市桃園區大德三街,大樓,5.5年,建坪 52.94,主 + 陽25.81,7樓/13樓,3房2廳2衛,有景觀前後陽台有陽台有 181 人也在關注這間👀,"1,630萬","1,630","1,630萬",坡道平面車位
2025_11_23 22_32_37,14,https://www.sinyi.com.tw//buy/house/9183QP?breadcrumb=list,過嶺稀有雙面採光兩房車位,桃園市中壢區松勇路,大樓,0.6年,建坪 36.69,主 + 陽18.37,9樓/18樓,2房2廳1衛,有裝潢有陽台廁所開窗有 210 人也在關注這間👀,"1,398萬","1,198","1,398萬1,198萬",坡道機械車位
2025_11_23 22_32_37,14,https://www.sinyi.com.tw//buy/house/5525WL?breadcrumb=list,⭐誠意出售竹城３房車位竹城采都,桃園市蘆竹區吉林路,大樓,22.4年,建坪 42.54,主 + 陽27.9,4樓/13樓,3房2廳2衛,前後陽台有陽台廁所開窗有 1310 人也在關注這間👀,"1,588萬","1,498","1,588萬1,498萬",坡道平面車位
2025_11_23 22_32_37,14,https://www.sinyi.com.tw//buy/house/25778V?breadcrumb=list,鴻灃越裝潢三房車位美邸鴻灃越,桃園市楊梅區新農街,大樓,1.2年,建坪 47.36,主 + 陽25.54,10樓/14樓,3房2廳2衛,有裝潢前後陽台有陽台有 143 人也在關注這間👀,"1,638萬","1,638","1,638萬",坡道平面車位
2025_11_23 22_32_37,14,https://www.sinyi.com.tw//buy/house/35120M?breadcrumb=list,捷運湛可看屋兩房車位,桃園市八德區大福街,大樓,0.4年,建坪 36.82,主 + 陽17.49,7樓/13樓,2房2廳2衛,毛胚屋有景觀有陽台有 970 人也在關注這間👀,"1,428萬","1,428","1,428萬",坡道平面車位
2025_11_23 22_32_37,14,https://www.sinyi.com.tw//buy/house/7346DF?breadcrumb=list,明日苑７＊國都苑精美三房明日苑NO.7-...,桃園市中壢區永裕路,大樓,9.4年,建坪 63.65,主 + 陽28.13,3樓/22樓,3房2廳2衛,有裝潢有景觀有陽台有 321 人也在關注這間👀,"2,668萬","2,468","2,668萬2,468萬",兩個以上車位
2025_11_23 22_32_37,14,https://www.sinyi.com.tw//buy/house/36235N?breadcrumb=list,極品中華路美四房極品,桃園市八德區中華北街,大樓,26.9年,建坪 40.64,主 + 陽30.04,4樓/12樓,4房2廳2衛,有裝潢前後陽台有陽台有 42 人也在關注這間👀,加入最愛,"1,220","1,220萬",
2025_11_23 22_32_37,14,https://www.sinyi.com.tw//buy/house/17662S?breadcrumb=list,稀有中山都匯四房車位中山都匯,桃園市桃園區中山路,大樓,10.6年,建坪 58,主 + 陽34.43,7樓/15樓,4房2廳2衛,前後陽台有陽台廁所開窗有 119 人也在關注這間👀,"2,758萬","2,758","2,758萬",坡道平面車位
2025_11_23 22_32_37,14,https://www.sinyi.com.tw//buy/house/27654W?breadcrumb=list,中路御品｜視野佳三房車位中路御品,桃園市桃園區國豐三街,大樓,10.4年,建坪 38.15,主 + 陽23.02,13樓/15樓,3房2廳2衛,有裝潢有景觀有陽台有 101 人也在關注這間👀,"1,568萬","1,568","1,568萬",坡道機械車位
2025_11_23 22_32_37,14,https://www.sinyi.com.tw//buy/house/8761GJ?breadcrumb=list,中路高樓２房車位美宅合新讀樂樂,桃園市桃園區文中二路,大樓,6.5年,建坪 45.81,主 + 陽21.33,12樓/12樓,2房2廳1衛,有裝潢有景觀前後陽台有 74 人也在關注這間👀,"1,858萬","1,858","1,858萬",坡道平面車位
2025_11_23 22_32_37,14,https://www.sinyi.com.tw//buy/house/9452TH?breadcrumb=list,昭揚首選◆天御河岸美宅昭揚天御,桃園市桃園區中央街,大樓,1.4年,建坪 80.87,主 + 陽44.77,12樓/15樓,4房2廳3衛,毛胚屋有景觀前後陽台有 636 人也在關注這間👀,"4,560萬","3,980","4,560萬3,980萬",兩個以上車位
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/5987TL?breadcrumb=list,典雅裝潢＊景觀邊間,桃園市龜山區樂善三路,大樓,1.9年,建坪 45.04,主 + 陽23.22,18樓/30樓,3房2廳2衛,有裝潢有景觀有陽台有 564 人也在關注這間👀,"1,950萬","1,728","1,950萬1,728萬",坡道平面車位
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/9384MX?breadcrumb=list,Ａ８享家稀有釋出美三房,桃園市龜山區文二三街,華廈,21.7年,建坪 33.6,主 + 陽24.64,5樓/10樓,3房2廳2衛,有裝潢前後陽台有陽台有 379 人也在關注這間👀,"1,598萬","1,488","1,598萬1,488萬",
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/9350UD?breadcrumb=list,冠德青璞匯球場景觀宅３１冠德青璞匯,桃園市中壢區高鐵南路二段,套房,6.7年,建坪 19.96,主 + 陽12.96,9樓/25樓,1房1廳1衛,有裝潢有景觀有陽台有 550 人也在關注這間👀,"1,480萬","1,300","1,480萬1,300萬",
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/8872VD?breadcrumb=list,專任羅丹優質三房羅丹藝術家一期,桃園市桃園區大有路,大樓,32.3年,建坪 35.84,主 + 陽27.78,11樓/16樓,3房2廳2衛,有裝潢有景觀有陽台有 531 人也在關注這間👀,"1,048萬",968,"1,048萬968萬",
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/3721MN?breadcrumb=list,南勢築巢Ｚ世代首選美二房巢世代,桃園市平鎮區開封街,大樓,14.1年,建坪 25.42,主 + 陽17.67,3樓/13樓,2房1廳1衛,有裝潢有景觀有陽台有 638 人也在關注這間👀,898萬,788,898萬788萬,
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/9405SG?breadcrumb=list,平鎮復旦三房平面車位１３,桃園市平鎮區延平路二段,華廈,28.4年,建坪 39.45,主 + 陽22.96,6樓/8樓,3房2廳2衛,有景觀前後陽台有陽台有 2012 人也在關注這間👀,"1,100萬",899,"1,100萬899萬",坡道平面車位
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/68771Z?breadcrumb=list,向日葵首購１＋１有車位向日葵,桃園市桃園區壽昌街,大樓,32.0年,建坪 43.34,主 + 陽21.39,15樓/16樓,1房2廳1衛1室,有景觀前後陽台有陽台有 70 人也在關注這間👀,"1,198萬","1,198","1,198萬",坡道平面車位
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/3081FS?breadcrumb=list,站前新銳面青心路３房車位站前新銳,桃園市中壢區青心路,大樓,1.4年,建坪 45.61,主 + 陽19.99,7樓/20樓,3房2廳2衛,有景觀警衛管理具垃圾處理有 46 人也在關注這間👀,"2,480萬","2,480","2,480萬",兩個以上車位
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/2903LT?breadcrumb=list,龍安小資必看優選兩房車位桃園新城,桃園市桃園區江南十街,大樓,32.1年,建坪 30.41,主 + 陽20.17,8樓/13樓,2房2廳1衛,有裝潢廁所開窗警衛管理有 141 人也在關注這間👀,888萬,888,888萬,坡道平面車位
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/6717RW?breadcrumb=list,自由之丘次頂景觀三房車位,桃園市中壢區高鐵站前西路二段,大樓,0.9年,建坪 51.13,主 + 陽26.61,14樓/15樓,3房2廳2衛,有裝潢警衛管理具垃圾處理有 233 人也在關注這間👀,"2,788萬","2,598","2,788萬2,598萬",坡道平面車位
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/4616BP?breadcrumb=list,平鎮澐鋒新穎２房１室車位,桃園市平鎮區廣南路,大樓,0.5年,建坪 35.12,主 + 陽17.89,7樓/15樓,2房2廳2衛1室,有景觀有陽台警衛管理有 166 人也在關注這間👀,"1,488萬","1,388","1,488萬1,388萬",坡道平面車位
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/4636FP?breadcrumb=list,豐達百邑３房車位豐達百邑,桃園市桃園區國豐三街,大樓,14.6年,建坪 48.86,主 + 陽26.05,2樓/14樓,3房2廳2衛,有裝潢前後陽台有陽台有 385 人也在關注這間👀,"2,488萬","2,088","2,488萬2,088萬",坡道平面車位
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/9415AC?breadcrumb=list,林立寬和露台美妝兩房車位林立寬和,桃園市中壢區領航南路四段,大樓,2.5年,建坪 39.31,主 + 陽21.09,3樓/12樓,2房2廳2衛,有裝潢前後陽台有陽台有 138 人也在關注這間👀,"2,720萬","2,550","2,720萬2,550萬",坡道平面車位
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/65822R?breadcrumb=list,南崁中心景觀兩房車位,桃園市蘆竹區中正路,套房/大樓,23.5年,建坪 30.58,主 + 陽14.73,17樓/17樓,2房2廳1衛,有裝潢有景觀房間皆有窗有 470 人也在關注這間👀,"1,108萬","1,008","1,108萬1,008萬",坡道平面車位
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/94986R?breadcrumb=list,近未來捷運Ｇ０９日系美宅着東騰,桃園市桃園區朝陽街,大樓,2.0年,建坪 33.83,主 + 陽15.95,11樓/14樓,1房2廳1衛,毛胚屋有景觀有陽台有 618 人也在關注這間👀,"1,698萬","1,498","1,698萬1,498萬",坡道平面車位
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/2572ZH?breadcrumb=list,青埔米蘭達優美裝潢大空間順儷米蘭達,桃園市中壢區洽溪路,大樓,8.2年,建坪 37.85,主 + 陽16.32,2樓/14樓,1房2廳1衛,有裝潢有景觀前後陽台有 403 人也在關注這間👀,"1,949萬","1,728","1,949萬1,728萬",坡道平面車位
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/8734YM?breadcrumb=list,御璽質感兩房衛浴開窗御璽,桃園市蘆竹區忠孝西路,大樓,13.6年,建坪 36.25,主 + 陽17.97,7樓/15樓,2房2廳1衛,有裝潢前後陽台有陽台有 378 人也在關注這間👀,"1,598萬","1,598","1,598萬",坡道平面車位
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/0813CF?breadcrumb=list,經典源美亞典✰大三房車位源美亞典,桃園市平鎮區德育路二段,大樓,17.2年,建坪 49.25,主 + 陽24.84,13樓/13樓,3房2廳2衛,有裝潢有景觀有陽台有 268 人也在關注這間👀,"1,798萬","1,566","1,798萬1,566萬",坡道平面車位
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/3699BK?breadcrumb=list,竹風稀有大空間三房車位竹風鳳凰Ｉ,桃園市八德區建德路,大樓,11.5年,建坪 51.05,主 + 陽28.81,2樓/14樓,3房2廳2衛,有裝潢前後陽台有陽台有 370 人也在關注這間👀,"1,988萬","1,988","1,988萬",坡道平面車位
2025_11_23 22_32_48,15,https://www.sinyi.com.tw//buy/house/9479WG?breadcrumb=list,首購看過來。大清旭日,桃園市桃園區慈文路,大樓,10.6年,建坪 47.49,主 + 陽23.84,4樓/15樓,3房2廳2衛,有陽台房間皆有窗警衛管理有 610 人也在關注這間👀,"1,888萬","1,798","1,888萬1,798萬",坡道平面車位
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/2143BB?breadcrumb=list,專任、龍華美麗陽台套房,桃園市龜山區龍華街,華廈,31.1年,建坪 8.88,主 + 陽6.13,4樓/7樓,1房1廳1衛,有裝潢有景觀房間皆有窗有 60 人也在關注這間👀,加入最愛,488,488萬,
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/6046ZV?breadcrumb=list,巴黎街頭店面,桃園市桃園區民有五街,店面,25.9年,建坪 25.16,主建物18.83,1樓/8樓,1廳1衛,有裝潢警衛管理近公園有 158 人也在關注這間👀,加入最愛,"1,588","1,588萬",
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/6422YF?breadcrumb=list,先看這間房價２字頭,桃園市龜山區中興路,華廈,25.1年,建坪 49,主 + 陽34.47,7樓/10樓,3房2廳2衛1室,有裝潢廁所開窗警衛管理有 2186 人也在關注這間👀,"1,288萬","1,268","1,288萬1,268萬",
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/3013SY?breadcrumb=list,楊梅火車站大空間店面透天,桃園市楊梅區民富路一段,店面/透天,29.4年,建坪 75.45,主 + 陽73.16,1-5樓/5樓,5房2廳4衛(含加蓋1房),有裝潢廁所開窗近公園有 972 人也在關注這間👀,"2,088萬","1,268","2,088萬1,268萬",一樓平面車位
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/7061VC?breadcrumb=list,中原商圈。溫馨成家美寓,桃園市中壢區實踐路,公寓,43.1年,建坪 23.79,主建物22.32,4樓/5樓,3房2廳1衛,有裝潢有陽台廁所開窗有 650 人也在關注這間👀,730萬,598,730萬598萬,
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/49868J?breadcrumb=list,麗寶豐洲２房車位麗寶豐洲,桃園市八德區建德路,大樓,6.4年,建坪 39.68,主 + 陽18.65,8樓/13樓,2房2廳1衛1室,有裝潢有陽台警衛管理有 81 人也在關注這間👀,"1,288萬","1,288","1,288萬",坡道平面車位
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/4542YX?breadcrumb=list,城市勳章８樓Ｂ１車位城市勳章,桃園市大園區高鐵北路二段,華廈,13.1年,建坪 78.84,主 + 陽47.54,8樓/10樓,4房2廳3衛,有裝潢前後陽台有陽台有 13 人也在關注這間👀,"3,288萬","3,288","3,288萬",坡道平面車位
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/7218XL?breadcrumb=list,中壢成家首選兩房鼎藏晶華1期,桃園市中壢區興仁路二段,大樓,14.4年,建坪 25.9,主 + 陽19.15,5樓/12樓,2房2廳1衛,有裝潢有景觀前後陽台有 787 人也在關注這間👀,"1,088萬",958,"1,088萬958萬",
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/4859PY?breadcrumb=list,三面採光市區三樓美寓,桃園市桃園區育樂街,公寓/辦公,46.9年,建坪 34.19,主建物25.13,3樓/4樓,3房2廳2衛,有裝潢有景觀前後陽台有 357 人也在關注這間👀,加入最愛,680,680萬,
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/2774UF?breadcrumb=list,稀有☆英雄鎮大兩房車位英雄鎮,桃園市平鎮區中豐路,大樓,28.6年,建坪 41.5,主 + 陽26.27,14樓/14樓,2房2廳1衛1室,有裝潢有景觀有陽台有 268 人也在關注這間👀,"1,380萬","1,128","1,380萬1,128萬",坡道平面車位
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/6225MT?breadcrumb=list,威均晶璽｜高鐵２房２衛,桃園市中壢區民權路四段,大樓,1.0年,建坪 41.81,主 + 陽19.41,5樓/11樓,2房2廳2衛,有景觀有陽台廁所開窗有 54 人也在關注這間👀,"1,898萬","1,898","1,898萬",坡道平面車位
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/3853XP?breadcrumb=list,龍岡匠心裝潢優質兩房,桃園市平鎮區龍德路,華廈,32.0年,建坪 20.03,主 + 陽15.02,3樓/7樓,2房2廳1衛,有裝潢前後陽台有陽台有 23 人也在關注這間👀,加入最愛,598,598萬,
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/5942JL?breadcrumb=list,低總價！好彩頭套房,桃園市中壢區仁慈路,大樓,30.3年,建坪 9.06,主 + 陽6.28,8樓/12樓,1房1衛,有裝潢有景觀有陽台有 84 人也在關注這間👀,加入最愛,358,358萬,
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/6886UJ?breadcrumb=list,新潤翡麗２＋１溫馨美宅新潤翡麗,桃園市龜山區華亞三路,大樓,4.3年,建坪 41.52,主 + 陽20.35,7樓/24樓,2房2廳2衛1室,有裝潢有景觀有陽台有 195 人也在關注這間👀,"1,888萬","1,768","1,888萬1,768萬",坡道平面車位
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/2913AA?breadcrumb=list,高陞裝潢四房美屋高陞II,桃園市八德區中正路,大樓,10.8年,建坪 55.64,主 + 陽31.69,3樓/15樓,4房2廳2衛,有裝潢有景觀前後陽台有 453 人也在關注這間👀,"1,788萬","1,688","1,788萬1,688萬",坡道平面車位
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/1788PN?breadcrumb=list,東勇街美裝三房台北富達-A區,桃園市八德區東勇街,大樓,30.9年,建坪 31.2,主 + 陽23.9,4樓/13樓,3房2廳2衛,有裝潢有景觀有陽台有 721 人也在關注這間👀,998萬,898,998萬898萬,
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/1376AN?breadcrumb=list,龍華邊間低樓層３房,桃園市龜山區萬壽路一段,公寓,37.0年,建坪 30.38,主 + 陽30.38,2樓/5樓,3房2廳2衛,有裝潢前後陽台有陽台有 780 人也在關注這間👀,"1,080萬",898,"1,080萬898萬",
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/8883VP?breadcrumb=list,悅峰華次頂樓三房車位悅峰華,桃園市桃園區大興西路三段,大樓,2.6年,建坪 53.96,主 + 陽28.13,21樓/22樓,3房2廳2衛,有裝潢有景觀前後陽台有 385 人也在關注這間👀,"2,580萬","2,288","2,580萬2,288萬",坡道平面車位
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/0650SP?breadcrumb=list,臻愛加州３房車位臻愛加州,桃園市桃園區民光東路,華廈,22.2年,建坪 41.31,主 + 陽23.05,3樓/9樓,3房2廳2衛,有裝潢有陽台房間皆有窗有 236 人也在關注這間👀,"1,680萬","1,488","1,680萬1,488萬",坡道平面車位
2025_11_23 22_33_01,16,https://www.sinyi.com.tw//buy/house/4864NG?breadcrumb=list,龍安商圈精美兩房,桃園市桃園區國豐六街,華廈,32.6年,建坪 32.55,主 + 陽26.41,7樓/8樓,2房2廳1衛,有裝潢有景觀前後陽台有 977 人也在關注這間👀,960萬,898,960萬898萬,
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/4633ZL?breadcrumb=list,★南華街辦公室坡平車位,桃園市桃園區南華街,辦公,33.2年,建坪 91.85,主建物50.14,6樓/10樓,1廳2衛1室,有裝潢警衛管理近公園有 79 人也在關注這間👀,"2,998萬","2,395","2,998萬2,395萬",兩個以上車位
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/1896JK?breadcrumb=list,近長榮特力．採光３房車位新台北華城,桃園市蘆竹區榮興路,大樓,23.6年,建坪 46.09,主 + 陽28.73,8樓/12樓,3房2廳2衛,有裝潢有景觀前後陽台有 491 人也在關注這間👀,"1,888萬","1,688","1,888萬1,688萬",坡道平面車位
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/0096HL?breadcrumb=list,涵悅美裝溫馨兩房平面車位涵悅,桃園市八德區豐田三路,大樓,10.0年,建坪 39.06,主 + 陽20.15,3樓/14樓,2房2廳1衛,有裝潢前後陽台有陽台有 160 人也在關注這間👀,"1,388萬","1,298","1,388萬1,298萬",坡道平面車位
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/4573HN?breadcrumb=list,專任竹城富士邊間三房車位竹城富士,桃園市桃園區中埔二街,大樓,20.6年,建坪 41.98,主 + 陽26.13,3樓/15樓,3房2廳2衛,有裝潢警衛管理具垃圾處理有 120 人也在關注這間👀,"1,850萬","1,850","1,850萬",坡道平面車位
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/6114NJ?breadcrumb=list,專任青埔盈＋兩房可看屋佳瑞盈+,桃園市中壢區青埔五街,大樓,10.3年,建坪 44.12,主 + 陽22.66,8樓/12樓,2房2廳2衛1室,有裝潢前後陽台有陽台有 544 人也在關注這間👀,"2,088萬","1,870","2,088萬1,870萬",坡道平面車位
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/9595ZK?breadcrumb=list,面保護區景觀稀有次頂樓名軒快樂家,桃園市龜山區文學路,大樓,10.0年,建坪 57.15,主 + 陽35.27,23樓/24樓,4房2廳2衛,有裝潢有景觀前後陽台有 345 人也在關注這間👀,"2,598萬","2,333","2,598萬2,333萬",坡道平面車位
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/0489GC?breadcrumb=list,松柏林面寬店面,桃園市八德區介壽路二段,公寓,44.4年,建坪 25.41,主建物18.82,1樓/4樓,1房2廳1衛,有裝潢近公園近捷運有 17 人也在關注這間👀,加入最愛,728,728萬,
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/0760WH?breadcrumb=list,尚林御園大四房車位尚林御園,桃園市桃園區天祥一街,大樓,29.0年,建坪 61.56,主 + 陽41.36,4樓/17樓,4房2廳2衛,有裝潢廁所開窗房間皆有窗有 275 人也在關注這間👀,"2,288萬","1,998","2,288萬1,998萬",坡道機械車位
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/1707YL?breadcrumb=list,桃園站前新成屋未來三鐵宅,桃園市桃園區鎮江街,大樓,2.0年,建坪 36.24,主 + 陽19.99,8樓/14樓,3房2廳2衛,房間皆有窗警衛管理具垃圾處理有 1427 人也在關注這間👀,"1,780萬","1,698","1,780萬1,698萬",坡道平面車位
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/68751W?breadcrumb=list,藝文御賞雙主臥大四房車位竹城御賞,桃園市桃園區中埔二街,大樓,22.0年,建坪 69.49,主 + 陽46.33,9樓/14樓,4房2廳3衛,有裝潢有陽台廁所開窗有 890 人也在關注這間👀,"2,398萬","2,398","2,398萬",坡道平面車位
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/57977K?breadcrumb=list,智慧家居高檔裝潢三房車位高誠首耀,桃園市八德區豐田一路,大樓,12.1年,建坪 58.24,主 + 陽33.64,9樓/13樓,3房2廳2衛,有裝潢有景觀前後陽台有 392 人也在關注這間👀,"2,088萬","1,888","2,088萬1,888萬",坡道平面車位
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/4808GT?breadcrumb=list,★亞昕一見質感兩房車位亞昕一見,桃園市桃園區青溪一路,大樓,1.0年,建坪 33.24,主 + 陽17.56,9樓/21樓,2房2廳2衛,有景觀有陽台房間皆有窗有 150 人也在關注這間👀,"1,558萬","1,558","1,558萬",坡道平面車位
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/2119SY?breadcrumb=list,愛國街公寓,桃園市桃園區愛國街,公寓,43.3年,建坪 23.32,主 + 陽21.69,4樓/5樓,3房2廳1衛,有裝潢有陽台房間皆有窗有 23 人也在關注這間👀,加入最愛,688,688萬,
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/6584KV?breadcrumb=list,公園都市４房車位公園都市,桃園市桃園區大有路,大樓,32.3年,建坪 55.52,主 + 陽36.65,8樓/22樓,4房2廳2衛,前後陽台有陽台房間皆有窗有 46 人也在關注這間👀,"1,498萬","1,458","1,498萬1,458萬",坡道平面車位
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/6076MJ?breadcrumb=list,藝文近慈文國中３房車位品藏,桃園市桃園區慈光街,大樓,15.7年,建坪 60.85,主 + 陽33.65,5樓/13樓,3房2廳2衛,有裝潢有陽台廁所開窗有 319 人也在關注這間👀,"2,098萬","2,098","2,098萬",坡道平面車位
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/3105MW?breadcrumb=list,市府商圈３房高樓美宅縣府敦品,桃園市桃園區孝一街,大樓/辦公,17.4年,建坪 49.45,主 + 陽28.13,10樓/12樓,3房2廳2衛,有裝潢有景觀有陽台有 212 人也在關注這間👀,"1,988萬","1,988","1,988萬",坡道平面車位
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/9492YT?breadcrumb=list,【涵萃】景觀兩房車位合遠涵萃,桃園市蘆竹區中山北街,大樓,6.1年,建坪 38.02,主 + 陽18.43,10樓/13樓,2房1廳1衛,有裝潢有景觀有陽台有 290 人也在關注這間👀,"1,580萬","1,580","1,580萬",坡道平面車位
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/8432JM?breadcrumb=list,全新青景喆美景三房１０Ｆ,桃園市觀音區新富路,大樓,2.3年,建坪 47.57,主 + 陽26.92,10樓/11樓,3房2廳2衛,有景觀前後陽台有陽台有 14 人也在關注這間👀,"1,245萬","1,245","1,245萬",坡道平面車位
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/4484CP?breadcrumb=list,３Ｄ國王之森美裝有車位名軒國王之森,桃園市桃園區春日路,大樓,2.1年,建坪 34.8,主 + 陽14.82,5樓/12樓,1房1廳1衛,有裝潢房間皆有窗警衛管理有 255 人也在關注這間👀,"1,598萬","1,550","1,598萬1,550萬",坡道平面車位
2025_11_23 22_33_15,17,https://www.sinyi.com.tw//buy/house/3164CZ?breadcrumb=list,富旺大兩房車位雙衛浴開窗富旺新世界,桃園市中壢區龍東路,大樓,11.3年,建坪 38.33,主 + 陽23.15,10樓/11樓,2房2廳2衛,有景觀前後陽台有陽台有 962 人也在關注這間👀,"1,198萬","1,128","1,198萬1,128萬",坡道機械車位
2025_11_23 22_33_25,18,https://www.sinyi.com.tw//buy/house/2636HB?breadcrumb=list,Ａ９三房兩衛開窗平面車位台北雙星,桃園市龜山區文化三路,大樓,27.6年,建坪 40.88,主 + 陽24.33,8樓/19樓,3房2廳2衛,有裝潢有景觀前後陽台有 394 人也在關注這間👀,"1,760萬","1,588","1,760萬1,588萬",坡道平面車位
2025_11_23 22_33_25,18,https://www.sinyi.com.tw//buy/house/9383KN?breadcrumb=list,龍安藝術名廈整新邊間三房,桃園市桃園區國豐六街,華廈,31.6年,建坪 34.01,主 + 陽27.41,8樓/8樓,3房2廳2衛,有裝潢有景觀前後陽台有 1420 人也在關注這間👀,"1,128萬",968,"1,128萬968萬",
2025_11_23 22_33_25,18,https://www.sinyi.com.tw//buy/house/0284VP?breadcrumb=list,『美麗宮庭』雅緻大空間美麗宮庭,桃園市中壢區六和路,大樓,26.2年,建坪 87.07,主 + 陽55.76,6樓/15樓,4房2廳3衛2室,有裝潢前後陽台有陽台有 170 人也在關注這間👀,"3,088萬","2,800","3,088萬2,800萬",兩個以上車位
2025_11_23 22_33_25,18,https://www.sinyi.com.tw//buy/house/5837MY?breadcrumb=list,大地庭園４房１室另購車位大地庭園,桃園市八德區重慶街,公寓/辦公,36.0年,建坪 44.27,主 + 陽40.89,5樓/5樓,4房2廳2衛1室,有裝潢前後陽台有陽台有 191 人也在關注這間👀,加入最愛,799,799萬,
