抓取時間,搜尋結果第幾頁,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,目前價格,原始價格,是否含車位價格
2025_10_16 23_38_36,5,附中挑高庭院兩房,台北市文山區政大二街,華廈,15.2年,建坪35.71,主+陽17.04,1/5樓,2房(室)2廳1衛, 屋況佳，管理好，庭院寬敞  ,永慶房屋,"2,218","2,218",含車位價250萬元
2025_10_16 23_38_36,5,萬芳低樓層美寓,台北市文山區興隆路三段,公寓,41.2年,建坪27.95,主+陽25.00,2/5樓,3房(室)2廳2衛(含加蓋--房(室)--廳1衛), 格局方正、前後陽皆有外推使用 ,永慶房屋新上有天然瓦斯房間都有窗近捷運萬芳醫院站近捷運Y3站(施工中),"1,298","1,298",無
2025_10_16 23_38_36,5,附中學區明亮尊邸,台北市文山區政大二街,華廈,16.0年,建坪75.94,主+陽42.84,3/4樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛), 一層一戶  稀少釋出的優質物件 ,永慶房屋廁所有窗有天然瓦斯房間都有窗,"3,980","4,250萬",含車位價250萬元
2025_10_16 23_38_41,6,薇閣雲天高樓遠望,台北市北投區溫泉路,住宅大樓,19.9年,建坪11.98,主+陽6.97,11/13樓,1房(室)1廳1衛, 高樓層遠往山景 ,永慶房屋新上有天然瓦斯近捷運新北投站近捷運北投站,818,818,無
2025_10_16 23_38_41,6,薇閣雲天高樓遠望,台北市北投區溫泉路,住宅大樓,19.9年,建坪11.98,主+陽6.97,11/13樓,1房(室)1廳1衛, 高樓層遠往山景 ,永慶房屋新上有天然瓦斯近捷運新北投站近捷運北投站,818,818,無
2025_10_16 23_38_41,6,星雲機能兩房美宅,台北市內湖區星雲街,住宅大樓,29.9年,建坪26.33,主+陽22.03,2/13樓,1房(室)1廳1.5衛, 拎包入住捷運7分鐘全聯就在對面 ,永慶房屋有天然瓦斯房間都有窗近捷運內湖站近捷運大湖公園站,"2,688","2,688",無
2025_10_16 23_38_41,6,文山101景觀宅,台北市文山區興隆路三段,住宅大樓,27.0年,建坪25.59,主+陽12.43,13/13樓,1房(室)2廳1衛, 看101-看樹海-挑高 ,永慶房屋有天然瓦斯房間都有窗近捷運萬芳醫院站,"1,488","1,588萬",含車位價180萬元
2025_10_16 23_38_41,6,中山THEONE,台北市中山區中山北路一段,住宅大樓,16.6年,建坪16.21,主7.44,7/13樓,--房(室)1廳1衛, 正對中山北路大面窗採光面樹海 ,永慶房屋房間都有窗近捷運中山站,"1,780","1,930萬",含車位價
2025_10_16 23_38_41,6,中山捷運精品宅,台北市中山區中山北路一段,住宅大樓,16.6年,建坪14.84,主+陽7.14,6/13樓,1房(室)1廳1衛(含加蓋--房(室)--廳1衛), 近中山、北車商圈機能好便利 ,永慶房屋廁所有窗房間都有窗近捷運中山站,"1,530","1,600萬",含車位價
2025_10_16 23_38_41,6,大直捷運菁典名廈,台北市中山區敬業一路,辦公商業大樓,17.2年,建坪18.60,主+陽8.68,5/7樓,--房(室)1廳1衛, 未來雙捷運、精美屋況 ,永慶房屋廁所有窗近捷運Y29站(施工中)近捷運劍南路站,"1,588","1,700萬",含車位價180萬元
2025_10_16 23_38_41,6,南京捷運稀有金店,台北市松山區南京東路五段,華廈,51.1年,建坪11.62,主11.47,1/6樓,--房(室)1廳1衛, 三民站步行約5分鐘 出租自用可 ,永慶房屋新上正面大馬路近捷運南京三民站,"1,588","1,588",無
2025_10_16 23_38_41,6,靜巷學區公寓頂加,台北市士林區葫蘆街,公寓,45.8年,建坪24.15,主+陽24.14,5/5樓,5房(室)2廳2衛(含加蓋2房(室)1廳1衛), 低總價入手 葫蘆國小學區 ,永慶房屋新上近捷運Y24站(施工中)近捷運L004站(規劃中),"1,258","1,258",無
2025_10_16 23_38_41,6,國泰格局公園靜巷,台北市中山區民權東路二段,公寓,40.1年,建坪39.90,主+陽36.10,3/4樓,3房(室)2廳2衛, 近公園近捷運 ,永慶房屋,"3,200","3,400萬",無
2025_10_16 23_38_41,6,關渡低調奢華坡車,台北市北投區中央北路四段,辦公商業大樓,11.9年,建坪41.11,主+陽21.15,12/14樓,2房(室)2廳1衛, 近捷運，高檔裝潢 ,永慶房屋有天然瓦斯房間都有窗近捷運關渡站近捷運忠義站,"2,850","2,999萬",含車位價230萬元
2025_10_16 23_38_41,6,民生介壽停車一樓,台北市松山區民生東路五段,華廈,44.5年,建坪61.46,主+平31.94,1/7樓,2房(室)2廳1衛, 停車使用，靜巷住辦 ,永慶房屋有天然瓦斯三角窗近捷運SB06站(規劃中)近捷運SB05站(規劃中),"7,280","7,280",無
2025_10_16 23_38_41,6,介壽景觀漂亮兩房,台北市松山區光復北路,住宅大樓,24.9年,建坪33.69,主+陽20.96,17/18樓,2房(室)2廳2衛, 民生 介壽學區，小巨蛋站 ,永慶房屋有天然瓦斯房間都有窗近捷運SB05站(規劃中)近捷運台北小巨蛋站,"3,850","3,980萬",無
2025_10_16 23_38_41,6,捷運景觀優質套房,台北市大同區延平北路二段,套房,42.7年,建坪8.31,主+陽5.71,11/11樓,--房(室)1廳1衛, 鄰近捷運站，生活機能方便 ,永慶房屋新上房間都有窗近捷運大橋頭站近捷運L001站(規劃中),698,698,無
2025_10_16 23_38_41,6,捷運公園邊間美寓,台北市南港區東新街,公寓,39.4年,建坪33.08,主+陽28.95,5/5樓,3房(室)1廳2衛, 近捷運機能佳 ,永慶房屋有天然瓦斯房間都有窗近捷運昆陽站,"1,800","1,988萬",無
2025_10_16 23_38_41,6,永慶獨家河景三房,台北市文山區溪洲街,華廈,30.1年,建坪35.00,主+陽28.94,6/7樓,3房(室)2廳2衛, 一層兩戶三面採光房間衛浴皆有窗 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運萬隆站,"2,500","2,500",無
2025_10_16 23_38_41,6,中正公園金典店辦,台北市中正區信義路一段,店面,29.4年,建坪35.08,主26.32,1/12樓,2房(室)1廳2衛, 臨綠地公園精緻裝潢優質店辦首選 ,永慶房屋,"4,890","4,890",無
2025_10_16 23_38_41,6,天母靜好靜巷高樓,台北市士林區中山北路六段,住宅大樓,3.5年,建坪70.84,主+陽35.41,14/14樓,2房(室)2廳2衛, 原始4房規劃-平面車位-高樓層 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運LR09站(規劃中)近捷運LR10站(規劃中),"6,980","8,052萬",含車位價350萬元
2025_10_16 23_38_41,6,台北轉運三房車位,台北市中山區中山北路一段,住宅大樓,17.6年,建坪52.61,主+陽26.53,3/15樓,3房(室)2廳2衛, 近中山站邊間坡車三房衛浴開窗 ,永慶房屋有天然瓦斯近捷運中山站,"4,480","4,800萬",含車位價
2025_10_16 23_38_41,6,北車中山捷運美筑,台北市大同區長安西路,辦公商業大樓,30.6年,建坪42.87,主+陽30.00,8/9樓,3房(室)2廳2衛, 鄰心中山線型藝術公園中山市場 ,永慶房屋新上有天然瓦斯房間都有窗近捷運中山站,"3,800","3,800",無
2025_10_16 23_38_41,6,捷運青安首購首選,台北市文山區萬安街,華廈,30.5年,建坪12.77,主+陽8.48,4/5樓,1房(室)2廳1衛(含加蓋1房(室)--廳--衛), 近捷運，邊間雙面採光 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運木柵站近捷運萬芳社區站,"1,038","1,038",無
2025_10_16 23_38_41,6,國際名紳後棟高樓,台北市信義區松德路,住宅大樓,31.0年,建坪72.42,主+陽50.94,14/24樓,4房(室)2廳3衛, 大車位超好停，24小時管理 ,永慶房屋有天然瓦斯房間都有窗近捷運永春站近捷運Y37站(施工中),"7,300","7,800萬",含車位價
2025_10_16 23_38_41,6,元利公園電梯2房,台北市文山區下崙路,華廈,8.9年,建坪19.75,主+陽11.95,2/7樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛), 屋齡新近未來環狀線  ,永慶房屋房間都有窗,"1,598","1,700萬",無
2025_10_16 23_38_41,6,福德雅居精緻左戶,台北市南港區福德街,公寓,48.4年,建坪14.53,主+平14.53,1/4樓,3房(室)1廳2衛(含加蓋--房(室)--廳2衛), 邊間，使用高，增建多，好停車 ,永慶房屋有天然瓦斯,"1,258","1,550萬",無
2025_10_16 23_38_41,6,福德雅居精緻右戶,台北市南港區福德街,公寓,48.4年,建坪13.92,主+平13.92,1/4樓,2房(室)3廳1衛(含加蓋1房(室)1廳1衛), 邊間，使用高，增建多，好停車 ,永慶房屋有天然瓦斯,"1,256","1,500萬",無
2025_10_16 23_38_41,6,廣慈低總方正鼎家,台北市南港區福德街,公寓,48.4年,建坪21.94,主+陽21.94,4/4樓,5房(室)3廳2衛(含加蓋2房(室)1廳1衛), 外梯鼎佳，好租好住，隱私區分。 ,永慶房屋廁所有窗有天然瓦斯房間都有窗,"1,750","1,980萬",無
2025_10_16 23_38_41,6,福德雅居同堂齊售,台北市南港區福德街,公寓,48.4年,建坪28.44,主+平28.45,1/4樓,5房(室)4廳3衛(含加蓋1房(室)1廳3衛), 超大空間歡迎鑑賞 ,永慶房屋房間都有窗,"2,514","3,380萬",無
2025_10_16 23_38_41,6,阿曼邊間兩房美屋,台北市中山區新生北路二段,住宅大樓,17.2年,建坪27.92,主+陽14.61,7/12樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛), 邊間，瓦斯，浴室開窗，有陽台 ,永慶房屋新上廁所有窗有天然瓦斯,"2,498","2,498",無
2025_10_16 23_38_41,6,臨大安樓中樓尊邸,台北市文山區和平東路四段,公寓,36.0年,建坪78.90,主+陽+露65.59,2~4/4樓,4房(室)3廳3衛(含加蓋1房(室)--廳--衛), 交通機能生活便利，環境幽美 ,永慶房屋廁所有窗房間都有窗近捷運萬芳社區站,"2,488","2,980萬",無
2025_10_16 23_38_41,6,低總價繁華大套房,台北市中山區農安街,華廈,49.3年,建坪11.74,主10.07,6/10樓,1房(室)1廳1衛, 熱鬧商圈方正格局可隔完整一房 ,永慶房屋新上房間都有窗近捷運中山國小站近捷運民權西路站,"1,100","1,100",無
2025_10_16 23_38_41,6,時尚高樓兩房美妝,台北市大同區五原路,住宅大樓,15.8年,建坪30.62,主+陽15.26,9/14樓,2房(室)2廳1衛(含加蓋1房(室)--廳--衛), 近雙連捷運-高樓棟距寬闊 ,永慶房屋,"2,880","2,880",含車位價180萬元
2025_10_16 23_38_46,7,龍躍千禧景觀戶,台北市士林區士商路,住宅大樓,25.6年,建坪44.01,主+陽21.41,13/13樓,2房(室)--廳2衛, 棟距寬敞採光景觀無敵 ,永慶房屋有天然瓦斯房間都有窗近捷運Y25站(施工中)近捷運士林站,"3,400","3,600萬",含車位價
2025_10_16 23_38_46,7,龍躍千禧景觀戶,台北市士林區士商路,住宅大樓,25.6年,建坪44.01,主+陽21.41,13/13樓,2房(室)--廳2衛, 棟距寬敞採光景觀無敵 ,永慶房屋有天然瓦斯房間都有窗近捷運Y25站(施工中)近捷運士林站,"3,400","3,600萬",含車位價
2025_10_16 23_38_46,7,專任中山捷運小品,台北市大同區寧夏路,辦公商業大樓,29.0年,建坪11.77,主+陽7.56,5/14樓,1房(室)1廳1衛, 近未來雙子星中山站有陽台 ,永慶房屋房間都有窗近捷運SB01站(規劃中)近捷運中山站,999,"1,050萬",無
2025_10_16 23_38_46,7,美行館可三房住家,台北市大同區華陰街,住宅大樓,12.8年,建坪48.98,主+陽25.90,3/13樓,2房(室)2廳2衛, 近北車京站雙子星住辦皆適合 ,永慶房屋有天然瓦斯房間都有窗近捷運機場台北車站近捷運台北車站,"4,699","4,699",含車位價300萬元
2025_10_16 23_38_46,7,內科捷運黃金三樓,台北市內湖區陽光街,公寓,42.2年,建坪28.54,主+陽28.53,3/5樓,3房(室)2廳1.5衛, 方正三房兩廳兩衛前陽台進出 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運文德站近捷運Y33站(施工中),"2,243","2,350萬",無
2025_10_16 23_38_46,7,中正景觀裝潢三房,台北市中正區福州街,華廈,37.1年,建坪36.52,主+陽32.36,6/7樓,3房(室)2廳2衛, 格局方正採光佳 有裝潢即可入住 ,永慶房屋有天然瓦斯房間都有窗近捷運植物園站(施工中)近捷運古亭站,"2,900","2,900",無
2025_10_16 23_38_46,7,安居樂業美妝鼎家,台北市大安區安居街,公寓,49.2年,建坪31.16,主31.16,4/4樓,6房(室)4廳3衛(含加蓋3房(室)2廳1衛), 格局方正生活機能佳 ,永慶房屋有天然瓦斯房間都有窗近捷運六張犁站近捷運麟光站,"2,680","2,888萬",無
2025_10_16 23_38_46,7,吳興北醫電梯附車,台北市信義區吳興街,華廈,35.0年,建坪57.07,主+陽40.24,2/6樓,4房(室)2廳2衛, B1進出坡道車位，電梯可直達 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運麟光站近捷運Y39站(施工中),"3,150","3,150",含車位價
2025_10_16 23_38_46,7,採光美妝陽台大套,台北市中山區新生北路三段,住宅大樓,47.7年,建坪15.65,主+陽11.71,3/11樓,1房(室)1廳1衛, 社區24小時管理、可隔一房一廳 ,永慶房屋有天然瓦斯近捷運中山國小站,"1,288","1,288",無
2025_10_16 23_38_46,7,三面採光四房華廈,台北市中山區吉林路,華廈,39.6年,建坪58.15,主+陽56.14,5/7樓,4房(室)2廳2衛, 近公園三面採光低公設 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運中山國小站,"3,780","4,860萬",無
2025_10_16 23_38_46,7,海華景觀電梯頂加,台北市信義區忠孝東路五段,華廈,40.8年,建坪35.13,主+陽31.95,7/7樓,5房(室)3廳3衛(含加蓋2房(室)1廳1衛), 博愛國小明星學區 近永春捷運站 ,永慶房屋有天然瓦斯房間都有窗近捷運永春站近捷運Y37站(施工中),"4,180","4,180",無
2025_10_16 23_38_46,7,後棟採光景觀美套,台北市中山區新生北路三段,套房,49.1年,建坪11.95,主+陽8.53,9/9樓,1房(室)--廳1衛, 社區24小時管理、垃圾代收 ,永慶房屋近捷運中山國小站,998,"1,066萬",無
2025_10_16 23_38_46,7,內湖捷運文德金店,台北市內湖區文德路,公寓,37.7年,建坪55.31,主+平50.03,1/5樓,6房(室)3廳2衛(含加蓋2房(室)--廳2衛), 文德捷運站旁，正大馬路金店 ,永慶房屋有天然瓦斯正面大馬路近捷運文德站,"6,850","6,850",無
2025_10_16 23_38_46,7,中山國小捷運美套,台北市中山區農安街,套房,46.5年,建坪11.15,主+陽8.74,5/10樓,1房(室)1廳1衛, 日班管理、垃圾代收、近晴光商圈 ,永慶房屋近捷運中山國小站近捷運民權西路站,888,988萬,無
2025_10_16 23_38_46,7,璞園松雍高樓遠景,台北市信義區松勇路,住宅大樓,1.2年,建坪107.06,主+陽58.52,10/16樓,2房(室)2廳3衛, 計畫區新成屋  全新未住過 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運象山站近捷運Y38站(施工中),"20,580","20,580",含車位價550萬元
2025_10_16 23_38_46,7,龍躍千禧景觀戶,台北市士林區士商路,住宅大樓,25.6年,建坪44.01,主+陽21.41,13/13樓,1房(室)2廳1衛(含加蓋--房(室)--廳1衛), 棟距寬敞採光景觀無敵 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運Y25站(施工中)近捷運士林站,"3,400","3,600萬",含車位價
2025_10_16 23_38_46,7,國賓裝潢質感三房,台北市文山區政大一街,華廈,10.9年,建坪50.24,主+陽27.13,2/5樓,3房(室)2廳2衛, 精緻裝潢，稀有邊間戶釋出 ,永慶房屋新上廁所有窗有天然瓦斯,"3,498","3,498",含車位價250萬元
2025_10_16 23_38_46,7,天母山莊管理社區,台北市士林區士東路,住宅大樓,34.8年,建坪68.17,主+陽46.47,6/11樓,4房(室)2廳2衛, 環秀山莊管理大樓四房子母車位 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運LR11站(規劃中)近捷運LR10站(規劃中),"5,388","5,600萬",含車位價
2025_10_16 23_38_46,7,近捷運大土地四房,台北市士林區至誠路二段,公寓,47.4年,建坪36.97,主+陽36.97,4/4樓,5房(室)4廳4衛(含加蓋1房(室)2廳2衛), 土地持分14坪多 邊間三面採光 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運LR08站(規劃中)近捷運芝山站,"2,480","2,750萬",無
2025_10_16 23_38_46,7,北醫絕美四四東村,台北市信義區吳興街,住宅大樓,24.1年,建坪40.87,主+陽26.19,6/13樓,3房(室)2廳2衛, 稀有上市、高樓靜巷 ,永慶房屋,"4,200","4,200",無
2025_10_16 23_38_46,7,忠孝新生電梯二房,台北市中正區臨沂街,華廈,21.8年,建坪46.18,主+陽23.80,5/6樓,2房(室)2廳1衛, 一層一戶 ,永慶房屋,"5,588","5,588",含車位價200萬元
2025_10_16 23_38_46,7,森之丘美妝三房,台北市南港區東新街,住宅大樓,15.6年,建坪55.93,主+陽26.80,4/15樓,3房(室)2廳2衛, 近南港公園、後山埤捷運站 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運昆陽站近捷運後山埤站,"5,188","5,188",含車位價400萬元
2025_10_16 23_38_46,7,南港溫馨低總價,台北市南港區研究院路二段,店面,42.2年,建坪13.40,主+平12.07,1/5樓,1房(室)1廳1衛(含加蓋1房(室)--廳1衛), 近中央研究院低總價一樓 ,永慶房屋新上廁所有窗房間都有窗,950,950,無
2025_10_16 23_38_46,7,花博美妝華廈三房,台北市中山區新生北路三段,華廈,42.8年,建坪38.34,主+陽+露36.19,5/6樓,3房(室)2廳2.5衛, 一層二戶電梯華廈，屋況優 ,永慶房屋新上有天然瓦斯近捷運中山國小站,"2,988","2,988",無
2025_10_16 23_38_46,7,電梯管理裝潢二房,台北市中山區新生北路三段,住宅大樓,47.7年,建坪15.65,主+陽11.71,3/11樓,2房(室)2廳1衛, 全新裝潢，大樓管理優質 ,永慶房屋近捷運中山國小站,"1,558","1,558",無
2025_10_16 23_38_46,7,晴光機能低總美屋,台北市中山區林森北路,套房,48.6年,建坪9.22,主7.48,7/11樓,1房(室)--廳1衛, 24小時管理 ,永慶房屋新上近捷運中山國小站近捷運民權西路站,876,876,無
2025_10_16 23_38_46,7,北國榮星高樓三房,台北市中山區農安街,住宅大樓,39.6年,建坪38.84,主+陽30.25,12/12樓,3房(室)2廳1衛, 高樓邊間景觀視野採光佳 ,永慶房屋新上房間都有窗近捷運行天宮站,"3,980","3,980",無
2025_10_16 23_38_46,7,福林國小方正美寓,台北市士林區中山北路五段,公寓,45.5年,建坪29.72,主+陽27.23,5/5樓,3房(室)2廳2衛(含加蓋--房(室)--廳1衛), 近福林國小優質學區，人文素質佳 ,永慶房屋新上廁所有窗有天然瓦斯近捷運Y27站(施工中)近捷運Y26站(施工中),"1,980","1,980",無
2025_10_16 23_38_46,7,世貿美妝電梯兩房,台北市信義區吳興街,華廈,33.2年,建坪14.30,主+陽11.27,2/6樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛), 全新裝潢邊間採光佳、近公車站牌 ,永慶房屋新上近捷運麟光站近捷運Y39站(施工中),"1,498","1,550萬",無
2025_10_16 23_38_46,7,內湖公寓三房三樓,台北市內湖區文德路,公寓,44.8年,建坪38.11,主+陽35.57,3/5樓,3房(室)2廳2衛, 進文德捷運黑土方正大三房 ,永慶房屋有天然瓦斯房間都有窗近捷運文德站近捷運港墘站,"2,638","2,638",無
2025_10_16 23_38_46,7,稀有邊間美妝頂加,台北市中山區農安街,公寓,41.2年,建坪31.37,主+陽28.59,5/5樓,5房(室)3廳4衛(含加蓋2房(室)1廳2衛), 通風採光好格局方正邊間三面採光 ,永慶房屋有天然瓦斯近捷運中山國小站,"2,188","2,188",無
2025_10_16 23_38_52,8,電梯低總裝潢三房,台北市中山區農安街,華廈,46.5年,建坪15.20,主+露11.78,9/10樓,3房(室)1廳1衛, 全新裝潢、低總價稀有三房 ,永慶房屋近捷運中山國小站近捷運民權西路站,"1,548","1,598萬",無
2025_10_16 23_38_52,8,電梯低總裝潢三房,台北市中山區農安街,華廈,46.5年,建坪15.20,主+露11.78,9/10樓,3房(室)1廳1衛, 全新裝潢、低總價稀有三房 ,永慶房屋近捷運中山國小站近捷運民權西路站,"1,548","1,598萬",無
2025_10_16 23_38_52,8,中山捷運電梯首選,台北市中山區南京西路,辦公商業大樓,46.7年,建坪18.93,主+陽15.56,8/12樓,2房(室)2廳1衛, 中山捷運出口旁 ,永慶房屋有天然瓦斯房間都有窗近捷運中山站,"2,366","2,366",無
2025_10_16 23_38_52,8,邊間樹景免爬一樓,台北市士林區中社路二段,公寓,49.6年,建坪31.38,主31.38,1/4樓,4房(室)1廳2衛, 免爬梯稀有一樓，綠景環繞 ,永慶房屋廁所有窗房間都有窗,"1,880","1,880",無
2025_10_16 23_38_52,8,信義市府名邸大戶,台北市信義區永吉路,華廈,24.9年,建坪88.70,主+陽60.52,5~6/6樓,6房(室)2廳5衛, 信義市府機能商圈適合三代同堂 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運市政府站,"7,500","7,500",含車位價300萬元
2025_10_16 23_38_52,8,政大綠野景觀美邸,台北市文山區萬壽路,住宅大樓,29.8年,建坪53.62,主+陽34.42,4/15樓,2房(室)2廳2衛, 三房改大二房屋況好免整理 ,永慶房屋廁所有窗有天然瓦斯房間都有窗,"2,588","2,688萬",含車位價
2025_10_16 23_38_52,8,公園靜巷明亮高樓,台北市信義區基隆路一段,住宅大樓,42.2年,建坪26.43,主+陽19.05,12/12樓,2房(室)2廳1衛, 採光好又安靜 住起來舒適宜人 ,永慶房屋近捷運台北101/世貿站近捷運信義安和站,"2,688","2,998萬",無
2025_10_16 23_38_52,8,海華景觀視野開闊,台北市松山區民生東路五段,辦公商業大樓,42.1年,建坪40.61,主+陽33.08,6/16樓,3房(室)2廳2衛, 稀有景觀房、優質商辦住宅 ,永慶房屋有天然瓦斯房間都有窗近捷運SB06站(規劃中),"3,498","3,880萬",無
2025_10_16 23_38_52,8,美校全新電梯4樓,台北市士林區天母東路,華廈,0.9年,建坪28.99,主+陽16.47,4/5樓,2房(室)1廳2衛, 全新成屋、電梯2房、2套衛浴 ,永慶房屋有天然瓦斯近捷運LR10站(規劃中)近捷運LR09站(規劃中),"3,980","3,980",無
2025_10_16 23_38_52,8,微風靜巷黃金二樓,台北市中山區復興南路一段,公寓,58.1年,建坪25.40,主25.40,2/4樓,3房(室)2廳2衛, 近忠孝復興站、微風百貨、大全聯 ,永慶房屋新上有天然瓦斯房間都有窗近捷運忠孝復興站,"2,530","2,530",無
2025_10_16 23_38_52,8,石牌黑土邊間好宅,台北市北投區承德路七段,公寓,51.9年,建坪27.04,主+陽27.04,4/4樓,4房(室)2廳1衛, 邊間採光通風好，靜巷住宅 ,永慶房屋近捷運L006站(規劃中)近捷運唭哩岸站,"1,575","1,800萬",無
2025_10_16 23_38_52,8,金華國中邊間2樓,台北市大安區建國南路一段,公寓,43.4年,建坪25.84,主+陽23.26,2/5樓,2房(室)1廳1衛, 幸安金華、森林公園、小坪數2樓 ,永慶房屋新上有天然瓦斯房間都有窗近捷運大安森林公園站近捷運東門站,"2,650","2,850萬",無
2025_10_16 23_38_52,8,士林竣A2,台北市士林區,住宅大樓,#NAME?,建坪46.49,主+陽26.71,3/11樓,3房(室)2廳2衛, 近士林捷運 ,永慶房屋有天然瓦斯房間都有窗近捷運士林站近捷運Y26站(施工中),"5,200","5,200",含車位價
2025_10_16 23_38_52,8,世界花園豪邸四房,台北市文山區和平東路四段,住宅大樓,28.4年,建坪68.99,主+陽43.26,13/16樓,4房(室)2廳3衛, 24H物業管理，萬坪腹地 ,永慶房屋新上,"3,750","3,750",含車位價200萬元
2025_10_16 23_38_52,8,景仁巷寬邊間美居,台北市文山區景仁街,公寓,45.7年,建坪32.49,主+陽32.49,2/4樓,3房(室)2廳2衛, 萬隆捷運稀有巷寬大棟距採光佳 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運萬隆站近捷運景美站,"2,488","2,488",無
2025_10_16 23_38_52,8,東騰天母景觀名邸,台北市士林區忠誠路二段,住宅大樓,14.8年,建坪138.93,主+陽54.34,6/11樓,3房(室)2廳3衛(含加蓋--房(室)1廳--衛), 南北座向通風佳屋況好可立即入住 ,永慶房屋,"12,666","13,666萬",含車位價1200萬元
2025_10_16 23_38_52,8,正南京東面寬金店,台北市松山區南京東路五段,店面,44.0年,建坪66.54,主50.89,1/12樓,1房(室)2廳2衛(含加蓋1房(室)--廳--衛), 機能佳 人潮多 近捷運 ,永慶房屋近捷運南京三民站,"9,998","12,800萬",無
2025_10_16 23_38_52,8,帛詩華大戶三房車,台北市信義區基隆路二段,住宅大樓,11.0年,建坪60.16,主+陽37.45,14/15樓,3房(室)2廳2衛, 屋況佳絕美景觀稀有打通戶 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運六張犁站近捷運信義安和站,"7,600","7,600",含車位價
2025_10_16 23_38_52,8,政大翡翠庭院大戶,台北市文山區秀明路二段,住宅大樓,28.4年,建坪98.44,主+陽66.76,1/19樓,6房(室)2廳3衛, 前後庭園鄰近政大大學.交通便利 ,永慶房屋有天然瓦斯房間都有窗近捷運Y1A站(施工中)近捷運Y2A站(施工中),"5,760","5,980萬",含車位價
2025_10_16 23_38_52,8,南京復興美透天厝,台北市中山區龍江路,透天厝,57.8年,建坪20.89,主20.89,1~2/2樓,2房(室)2廳2衛(含加蓋1房(室)--廳1衛), 綠覆率高近南京復興捷運站1號 ,永慶房屋廁所有窗房間都有窗近捷運南京復興站,"5,688","5,688",無
2025_10_16 23_38_52,8,政大翡翠一樓左,台北市文山區秀明路二段,其他,28.4年,建坪49.25,主+陽33.37,1/19樓,2房(室)2廳2衛, 社區稀有庭院一樓使用空間實在 ,永慶房屋有天然瓦斯房間都有窗近捷運Y1A站(施工中)近捷運Y2A站(施工中),"2,880","2,980萬",含車位價
2025_10_16 23_38_52,8,木柵久康四房車位,台北市文山區久康街,華廈,19.1年,建坪61.58,主+陽31.83,6/9樓,4房(室)2廳2衛, 靜巷住宅方正大四房廁所有窗 ,永慶房屋新上廁所有窗有天然瓦斯近捷運Y2A站(施工中)近捷運Y3站(施工中),"4,468","4,468",含車位價250萬元
2025_10_16 23_38_52,8,政大翡翠樓中樓,台北市文山區秀明路二段,住宅大樓,28.4年,建坪91.81,主+陽+露66.68,18~19/19樓,6房(室)2廳3衛(含加蓋1房(室)--廳1衛), 視野景觀好.政大附中學區 ,永慶房屋有天然瓦斯房間都有窗近捷運Y1A站(施工中)近捷運Y2A站(施工中),"4,988","5,568萬",含車位價
2025_10_16 23_38_52,8,仁愛雙星角窗金店,台北市大安區仁愛路四段,店面,43.8年,建坪45.09,主+平41.88,1/14樓,2房(室)1廳1衛, 氣派三角金店面 ,永慶房屋三角窗近捷運信義安和站近捷運國父紀念館站,"9,980","10,500萬",無
2025_10_16 23_38_52,8,附中採光車庫透天,台北市文山區政大二街,透天厝,26.5年,建坪69.66,主+陽48.28,1~4/4樓,6房(室)3廳3.5衛(含加蓋2房(室)--廳--衛), 政大附中學區 ,永慶房屋廁所有窗有天然瓦斯房間都有窗,"4,688","4,688",含車位價
2025_10_16 23_38_52,8,政大電梯三房車位,台北市文山區萬壽路,華廈,26.5年,建坪73.72,主+陽40.77,3/5樓,3房(室)2廳2衛, 政大附中學區 ,永慶房屋有天然瓦斯房間都有窗,"3,880","3,880",含車位價
2025_10_16 23_38_52,8,名人政大電梯美墅,台北市文山區政大一街,透天厝,17.6年,建坪102.06,主+陽91.18,B1~4/4樓,5房(室)2廳4衛(含加蓋1房(室)--廳1衛), 近平地商圈 有管理 垃圾代收 ,永慶房屋廁所有窗有天然瓦斯房間都有窗,"6,200","6,666萬",含車位價
