抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格
2025_11_24 13_22_02,10,https://www.sinyi.com.tw//buy/house/8655XS?breadcrumb=list,力．漢我一起念四房平車力漢念真情,台南市安平區育平路,大樓,26.9年,建坪 49.54,主 + 陽31.99,12樓/13樓,4房2廳2衛,有裝潢有景觀前後陽台有 299 人也在關注這間👀,"1,298萬","1,298","1,298萬",坡道平面車位
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/4693YX?breadcrumb=list,近成大屋況好採光三房書香園,台南市東區勝利路,華廈,37.9年,建坪 43.09,主 + 陽33.75,7樓/7樓,3房2廳2衛,有景觀前後陽台有陽台有 256 人也在關注這間👀,988萬,988,988萬,
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/0753GF?breadcrumb=list,觀雲唯美四房平車觀雲丙區,台南市永康區中華二路,大樓,33.1年,建坪 55.34,主 + 陽38.06,9樓/16樓,4房2廳2衛,有裝潢有景觀前後陽台有 328 人也在關注這間👀,"1,398萬","1,398","1,398萬",坡道平面車位
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/5211SM?breadcrumb=list,北區近成大面公園三房平車長榮新城B區,台南市北區長榮路五段,大樓,22.2年,建坪 51.24,主 + 陽33.22,12樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 305 人也在關注這間👀,"1,360萬","1,360","1,360萬",坡道平面車位
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/5506PY?breadcrumb=list,皇龍天席景觀兩房平車天席,台南市安南區生態二街,大樓,3.9年,建坪 35.37,主 + 陽18.71,13樓/15樓,2房2廳1衛,有裝潢有景觀前後陽台有 276 人也在關注這間👀,"1,228萬","1,228","1,228萬",坡道平面車位
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/7345AC?breadcrumb=list,博悅連號雙平車位美居博悅,台南市安平區永華路二段,大樓,7.8年,建坪 82.75,主 + 陽41.03,7樓/23樓,3房2廳3衛,有裝潢有景觀有陽台有 178 人也在關注這間👀,"2,980萬","2,980","2,980萬",兩個以上車位
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/6372JH?breadcrumb=list,北區賢北獨院電梯雙車墅,台南市北區賢北街,別墅/透天,5.7年,建坪 100.96,主 + 陽96.95,1-4樓/4樓,5房4廳6衛(含加蓋1房1衛),有裝潢前後陽台有陽台有 1346 人也在關注這間👀,"5,380萬","3,980","5,380萬3,980萬",一樓平面車位
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/5667PQ?breadcrumb=list,中華商圈大空間３房平車蓮莊大樓,台南市永康區中華路,華廈,32.7年,建坪 45.92,主 + 陽28.72,3樓/10樓,3房2廳2衛,有陽台房間皆有窗警衛管理有 289 人也在關注這間👀,938萬,858,938萬858萬,坡道平面車位
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/8174YU?breadcrumb=list,二空｜園景３房平車二空新城B區,台南市仁德區和愛街,大樓,15.6年,建坪 52.68,主 + 陽33.92,1樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 245 人也在關注這間👀,"1,298萬","1,298","1,298萬",坡道平面車位
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/0103JL?breadcrumb=list,桂花鄉採光裝潢三房桂花鄉,台南市北區開元路,大樓,25.0年,建坪 31.33,主 + 陽24.25,2樓/14樓,3房2廳2衛,有裝潢前後陽台有陽台有 364 人也在關注這間👀,958萬,958,958萬,
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/1811XM?breadcrumb=list,新案～龍舜東方三房雙平車龍舜東方,台南市永康區永華路,大樓,8.7年,建坪 74,主 + 陽36.87,4樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 167 人也在關注這間👀,"2,380萬","2,380","2,380萬",兩個以上車位
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/1051KW?breadcrumb=list,國泰上品硯雙平車豪邸上品硯,台南市東區中華東路二段,大樓,12.4年,建坪 92.65,主 + 陽55.65,15樓/18樓,4房2廳2衛,有景觀前後陽台有陽台有 654 人也在關注這間👀,"4,500萬","4,500","4,500萬",兩個以上車位
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/5837KD?breadcrumb=list,復國商圈雙陽台整新三房香榭華廈,台南市永康區復國二路,大樓,30.5年,建坪 36.25,主 + 陽26.94,4樓/11樓,3房2廳2衛,有裝潢有景觀前後陽台有 817 人也在關注這間👀,850萬,798,850萬798萬,
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/4340NJ?breadcrumb=list,大聚｜近平實景觀四房平車和宜大聚,台南市永康區小東路,大樓,4.3年,建坪 58.59,主 + 陽30.19,11樓/11樓,4房2廳2衛,有裝潢前後陽台有陽台有 353 人也在關注這間👀,"2,388萬","2,288","2,388萬2,288萬",坡道平面車位
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/4136YR?breadcrumb=list,九份子｜質感三房平車水雲川,台南市安南區永續十八街,大樓,3.7年,建坪 47.24,主 + 陽24.21,5樓/17樓,3房2廳2衛,有裝潢有景觀前後陽台有 290 人也在關注這間👀,"1,588萬","1,588","1,588萬",坡道平面車位
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/1666AV?breadcrumb=list,南台副都心邊間三房平車東都綠學,台南市仁德區崇聖路一段,大樓,1.1年,建坪 47.22,主 + 陽25.91,8樓/14樓,3房2廳2衛,有景觀有陽台廁所開窗有 192 人也在關注這間👀,"1,488萬","1,488","1,488萬",坡道平面車位
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/4633US?breadcrumb=list,大聚｜採光朝南三房平車和宜大聚,台南市永康區小東路,大樓,4.3年,建坪 50.74,主 + 陽25.23,3樓/11樓,3房2廳2衛,有裝潢前後陽台有陽台有 486 人也在關注這間👀,"1,850萬","1,788","1,850萬1,788萬",坡道平面車位
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/9711GP?breadcrumb=list,✦國平重劃✦真愛溫馨兩房潤隆真愛No2,台南市安平區國平北路,大樓,4.6年,建坪 25.55,主 + 陽15.99,8樓/18樓,2房2廳1衛,有裝潢有景觀有陽台有 623 人也在關注這間👀,838萬,799,838萬799萬,
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/0190SU?breadcrumb=list,近東區｜綠學美景三房平車東都綠學,台南市仁德區崇聖路一段,大樓,1.1年,建坪 46.4,主 + 陽25.3,10樓/14樓,3房2廳2衛,有裝潢有景觀有陽台有 293 人也在關注這間👀,"1,468萬","1,468","1,468萬",坡道平面車位
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/1255QH?breadcrumb=list,凱悅新世界三房車位凱悅新世界,台南市永康區鹽行路,大樓,29.9年,建坪 34.39,主 + 陽25.99,3樓/11樓,3房2廳2衛,有裝潢前後陽台有陽台有 238 人也在關注這間👀,826萬,798,826萬798萬,坡道機械車位
2025_11_24 13_22_14,11,https://www.sinyi.com.tw//buy/house/8321DQ?breadcrumb=list,光曜雅居兩房車位世紀之門,台南市北區北園街,大樓,17.9年,建坪 31.04,主 + 陽18.46,17樓/19樓,2房2廳1衛,有裝潢有景觀前後陽台有 247 人也在關注這間👀,910萬,910,910萬,坡道機械車位
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/1033UC?breadcrumb=list,火車站｜市景兩房有車位大傳WH2/大傳...,台南市北區公園南路,華廈,10.8年,建坪 29.58,主 + 陽17.65,7樓/9樓,2房2廳1衛,有景觀有陽台廁所開窗有 581 人也在關注這間👀,"1,288萬","1,288","1,288萬",塔式車位
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/1949NX?breadcrumb=list,輕豪奢大三房附雙平車新悅城-香榭區,台南市安平區健康路三段,大樓,9.0年,建坪 71.72,主 + 陽33.99,26樓/27樓,3房2廳2衛1室,有景觀前後陽台有陽台有 527 人也在關注這間👀,"1,998萬","1,898","1,998萬1,898萬",兩個以上車位
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/3127KB?breadcrumb=list,新悅城四房平車新悅城-凱旋區,台南市安平區健康路三段,大樓,8.8年,建坪 61.54,主 + 陽34.05,10樓/23樓,4房2廳2衛,有裝潢有景觀前後陽台有 126 人也在關注這間👀,"1,520萬","1,520","1,520萬",坡道平面車位
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/5422NQ?breadcrumb=list,京城鳳凰：雙陽台三房車位京城鳳凰,台南市永康區中華路,大樓,13.3年,建坪 42.1,主 + 陽25.96,11樓/19樓,3房2廳2衛,有裝潢有景觀前後陽台有 123 人也在關注這間👀,"1,780萬","1,780","1,780萬",坡道機械車位
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/4223NX?breadcrumb=list,近未來好市多全新兩房車位松丹達麗,台南市東區崇慶街一段,大樓,1.3年,建坪 25.43,主 + 陽13.67,13樓/15樓,2房2廳1衛,警衛管理具垃圾處理健身房有 595 人也在關注這間👀,"1,186萬","1,050","1,186萬1,050萬",坡道機械車位
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/1698CR?breadcrumb=list,新悅城高樓優質兩房平車新悅城-凱旋區,台南市安平區健康路三段,大樓,8.8年,建坪 35.61,主 + 陽16.86,22樓/23樓,2房1廳1衛,有裝潢有景觀有陽台有 143 人也在關注這間👀,"1,030萬",998,"1,030萬998萬",坡道平面車位
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/9201AH?breadcrumb=list,✦水交社✦面公園四房車位世界花園,台南市南區水交社路,華廈,11.1年,建坪 72.85,主 + 陽41.51,3樓/7樓,4房2廳3衛,有裝潢有景觀前後陽台有 310 人也在關注這間👀,"2,880萬","2,688","2,880萬2,688萬",坡道平面車位
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/8593QV?breadcrumb=list,永康面公園輕屋齡質感美宅昕願景,台南市永康區勝華街,大樓,2.7年,建坪 46.3,主 + 陽24.09,15樓/15樓,3房2廳2衛,警衛管理具垃圾處理健身房有 211 人也在關注這間👀,"1,788萬","1,658","1,788萬1,658萬",坡道平面車位
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/1589BC?breadcrumb=list,東橋水舞紀景觀２房！讚水舞紀,台南市永康區東橋五路,大樓,9.1年,建坪 28.12,主 + 陽16.2,23樓/23樓,2房2廳1衛,有裝潢有景觀有陽台有 621 人也在關注這間👀,898萬,898,898萬,
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/8723DW?breadcrumb=list,✦東區核心✦高樓三房平車和宜仁和,台南市東區文化二街,大樓,1.7年,建坪 50.3,主 + 陽25.29,13樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 1050 人也在關注這間👀,"2,068萬","1,980","2,068萬1,980萬",坡道平面車位
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/7871YY?breadcrumb=list,朝南邊間景觀四房平車新都會假期,台南市永康區永平街,大樓,25.6年,建坪 56.4,主 + 陽37.44,16樓/18樓,4房2廳2衛,有裝潢有景觀前後陽台有 207 人也在關注這間👀,"1,388萬","1,350","1,388萬1,350萬",坡道平面車位
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/9564YQ?breadcrumb=list,近南紡陽光景觀四房鄉城陽光鎮,台南市東區中華東路二段,大樓,30.1年,建坪 43.83,主 + 陽30.73,8樓/20樓,4房2廳2衛,有裝潢有景觀有陽台有 283 人也在關注這間👀,"1,350萬","1,350","1,350萬",
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/12538E?breadcrumb=list,專✦成大學廬遠眺城市美景成大學廬乙區,台南市東區東寧路,大樓,28.1年,建坪 50.94,主 + 陽36.03,12樓/12樓,4房2廳2衛,有裝潢前後陽台有陽台有 296 人也在關注這間👀,"1,800萬","1,800","1,800萬",坡道平面車位
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/49803P?breadcrumb=list,華平公園旁木質暖色調兩房大隆世界觀NO1,台南市安平區健康三街,華廈,31.4年,建坪 19.68,主 + 陽15.34,7樓/8樓,2房2廳1衛,有裝潢有景觀有陽台有 480 人也在關注這間👀,688萬,688,688萬,
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/4689ZH?breadcrumb=list,皇龍日系漂亮大兩房美居武聖大樓/皇龍新...,台南市中西區武聖路,大樓,31.1年,建坪 31.91,主 + 陽24.45,4樓/12樓,2房2廳1衛,有裝潢前後陽台有陽台有 1152 人也在關注這間👀,688萬,658,688萬658萬,
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/3762WM?breadcrumb=list,近平實．邊間市景採光三房鼎林天廈,台南市永康區小東路,大樓,34.9年,建坪 38.39,主 + 陽30.74,11樓/14樓,3房2廳2衛,有裝潢前後陽台有陽台有 668 人也在關注這間👀,888萬,888,888萬,
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/6211NH?breadcrumb=list,北府苑｜高樓景觀美宅平車遠雄北府苑,台南市北區文成一路,大樓,2.6年,建坪 44.98,主 + 陽25.95,12樓/14樓,2房2廳2衛,毛胚屋有景觀前後陽台有 348 人也在關注這間👀,"2,288萬","2,288","2,288萬",坡道平面車位
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/3562LR?breadcrumb=list,民德學區質感採光三房車位太皇園,台南市北區公園南路,大樓,30.2年,建坪 36.11,主 + 陽24.81,6樓/18樓,3房2廳2衛,有裝潢前後陽台有陽台有 662 人也在關注這間👀,"1,168萬",998,"1,168萬998萬",坡道機械車位
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/3508AK?breadcrumb=list,富立｜耘非凡景觀三房富立耘非凡,台南市東區林森路一段,大樓,10.1年,建坪 98.42,主 + 陽64.51,8樓/26樓,3房2廳3衛,有裝潢前後陽台有陽台有 1108 人也在關注這間👀,"5,460萬","5,460","5,460萬",坡道平面車位
2025_11_24 13_22_24,12,https://www.sinyi.com.tw//buy/house/4994WN?breadcrumb=list,安平府都建設紅木三房平車府都大世紀,台南市安平區永華路二段,大樓,30.5年,建坪 52.67,主 + 陽34.47,7樓/24樓,3房2廳2衛,有景觀前後陽台有陽台有 712 人也在關注這間👀,"1,380萬","1,380","1,380萬",坡道平面車位
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/7693KW?breadcrumb=list,西門路。近立人國小美寓,台南市北區西門路三段,公寓,40.5年,建坪 23.44,主 + 陽19.43,4樓/5樓,3房2廳1衛,有裝潢有景觀有陽台有 962 人也在關注這間👀,608萬,498,608萬498萬,
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/0247ZW?breadcrumb=list,佳順寓安全新三房平車,台南市安南區台江大道一段,大樓,0.8年,建坪 44.46,主 + 陽25,3樓/13樓,3房2廳2衛,有景觀前後陽台有陽台有 671 人也在關注這間👀,"1,328萬","1,198","1,328萬1,198萬",坡道平面車位
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/9159YB?breadcrumb=list,北區約１０年小資二房成大城,台南市北區開元路,大樓,10.1年,建坪 23.78,主 + 陽16.67,15樓/24樓,2房1廳1衛,有裝潢有陽台警衛管理有 2401 人也在關注這間👀,818萬,818,818萬,
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/5770VJ?breadcrumb=list,東區屋況棒棒的三房平車陽光公園,台南市東區崇德路,大樓,25.4年,建坪 48.14,主 + 陽30.3,4樓/12樓,3房2廳2衛,有裝潢前後陽台有陽台有 2680 人也在關注這間👀,"1,220萬","1,198","1,220萬1,198萬",坡道平面車位
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/7766RX?breadcrumb=list,成大雲端景・靜謐２房成大城,台南市北區開元路,大樓,10.1年,建坪 25.16,主 + 陽17.52,22樓/24樓,2房2廳1衛,有裝潢有陽台房間皆有窗有 323 人也在關注這間👀,898萬,898,898萬,
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/7306BX?breadcrumb=list,世界帝心高層面耘非凡中庭世界帝心,台南市東區崇善路,大樓,15.6年,建坪 38.9,主 + 陽21.13,11樓/14樓,2房2廳2衛,有裝潢有景觀前後陽台有 354 人也在關注這間👀,"1,800萬","1,788","1,800萬1,788萬",坡道平面車位
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/7008TB?breadcrumb=list,復國商圈日式質感四房平車白金漢宮,台南市永康區復華三街,大樓,30.2年,建坪 52.92,主 + 陽31.07,5樓/19樓,4房2廳2衛,有裝潢有景觀前後陽台有 71 人也在關注這間👀,"1,298萬","1,298","1,298萬",坡道平面車位
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/5458AU?breadcrumb=list,皇龍ＣＡＳＡ｜景觀大坪宅站前CASA,台南市北區公園南路,大樓,16.9年,建坪 96.08,主 + 陽64.46,14樓/14樓,4房2廳3衛,有裝潢有景觀前後陽台有 239 人也在關注這間👀,"2,988萬","2,988","2,988萬",坡道平面車位
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/2655UR?breadcrumb=list,成大城雙陽台平車宅成大城,台南市北區開元路,大樓,10.1年,建坪 46.94,主 + 陽26.18,10樓/24樓,2房2廳2衛,有裝潢前後陽台有陽台有 1662 人也在關注這間👀,"1,388萬","1,338","1,388萬1,338萬",坡道平面車位
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/4472DZ?breadcrumb=list,耘非凡地恆澤美富立耘非凡,台南市東區林森路一段,大樓,10.1年,建坪 204.92,主 + 陽129.39,26樓/26樓,4房2廳4衛,毛胚屋有景觀前後陽台有 387 人也在關注這間👀,"13,800萬","13,800","13,800萬",兩個以上車位
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/0744UL?breadcrumb=list,安平｜經典頂樓大空間美居,台南市安平區安平路,公寓,40.6年,建坪 56.79,主 + 陽44.16,5樓/5樓,4房2廳3衛,有裝潢有景觀廁所開窗有 72 人也在關注這間👀,850萬,850,850萬,
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/8467SN?breadcrumb=list,水舞紀｜大空間美宅附平車水舞紀,台南市永康區東橋五路,大樓,9.1年,建坪 47.65,主 + 陽24.28,6樓/23樓,2房2廳2衛,有裝潢前後陽台有陽台有 175 人也在關注這間👀,"1,788萬","1,788","1,788萬",坡道平面車位
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/1194QG?breadcrumb=list,水舞川河景兩房平車水舞川,台南市安南區樂活一街,大樓,4.5年,建坪 47.96,主 + 陽24.9,14樓/19樓,2房2廳2衛,有裝潢有景觀前後陽台有 107 人也在關注這間👀,"1,628萬","1,560","1,628萬1,560萬",坡道平面車位
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/6140WB?breadcrumb=list,永康溫馨採光三房平車永康綠第,台南市永康區二王路,大樓,31.2年,建坪 41.33,主 + 陽26.01,3樓/17樓,3房1廳2衛,有裝潢有陽台廁所開窗有 339 人也在關注這間👀,"1,050萬",988,"1,050萬988萬",坡道平面車位
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/82638C?breadcrumb=list,陽光四季｜次頂樓三房平車,台南市善化區陽光大道,華廈,0.8年,建坪 40.01,主 + 陽20.12,4樓/5樓,3房2廳2衛,警衛管理具垃圾處理健身房有 14 人也在關注這間👀,"1,538萬","1,538","1,538萬",坡道平面車位
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/99796U?breadcrumb=list,松丹達麗二房一室平車美邸松丹達麗,台南市東區崇慶街一段,大樓,1.3年,建坪 34.78,主 + 陽17.45,4樓/15樓,2房2廳2衛1室,有景觀有陽台房間皆有窗有 201 人也在關注這間👀,"1,480萬","1,480","1,480萬",坡道平面車位
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/5828UW?breadcrumb=list,眺望雲海日光城景三房平車帝凡內,台南市北區中華北路一段,大樓,5.9年,建坪 62.94,主 + 陽32.13,20樓/22樓,3房2廳2衛,前後陽台有陽台廁所開窗有 130 人也在關注這間👀,"2,480萬","2,480","2,480萬",坡道平面車位
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/7641BL?breadcrumb=list,府都大世紀三房平車府都大世紀,台南市安平區永華路二段,大樓,30.5年,建坪 41.58,主 + 陽25.58,12樓/24樓,3房2廳2衛,有景觀前後陽台有陽台有 285 人也在關注這間👀,"1,198萬","1,198","1,198萬",坡道平面車位
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/4569PV?breadcrumb=list,新市重劃區兩房兩衛平車真幸福,台南市新市區富林路,華廈,8.6年,建坪 32.9,主 + 陽18.24,6樓/7樓,2房2廳2衛,有裝潢前後陽台有陽台有 94 人也在關注這間👀,"1,228萬","1,228","1,228萬",坡道平面車位
2025_11_24 13_22_36,13,https://www.sinyi.com.tw//buy/house/2900QX?breadcrumb=list,近南紡高樓景觀三房平車位鄉城陽光鎮,台南市東區中華東路二段,大樓,30.1年,建坪 51.8,主 + 陽33.1,14樓/20樓,3房2廳2衛1室,有裝潢有景觀有陽台有 408 人也在關注這間👀,"1,458萬","1,458","1,458萬",坡道平面車位
2025_11_24 13_22_51,14,https://www.sinyi.com.tw//buy/house/8040UC?breadcrumb=list,鄉城陽光鎮三房平車鄉城陽光鎮,台南市東區中華東路二段,大樓,30.1年,建坪 44.68,主 + 陽28.21,13樓/20樓,3房2廳2衛,有裝潢有景觀前後陽台有 116 人也在關注這間👀,"1,288萬","1,288","1,288萬",坡道平面車位
2025_11_24 13_22_51,14,https://www.sinyi.com.tw//buy/house/1901XU?breadcrumb=list,南國優質３房南國,台南市安平區郡平路,大樓,29.2年,建坪 32.18,主 + 陽23.77,8樓/17樓,3房2廳2衛,有裝潢有陽台房間皆有窗有 274 人也在關注這間👀,770萬,770,770萬,
2025_11_24 13_22_51,14,https://www.sinyi.com.tw//buy/house/1867HH?breadcrumb=list,復國雙陽台溫馨３房麗晶華廈,台南市永康區復國二路,大樓,30.5年,建坪 33.97,主 + 陽25.93,7樓/11樓,3房2廳2衛,有裝潢前後陽台有陽台有 314 人也在關注這間👀,788萬,788,788萬,
2025_11_24 13_22_51,14,https://www.sinyi.com.tw//buy/house/5035LH?breadcrumb=list,東都綠學四房雙車位東都綠學,台南市仁德區崇聖路一段,大樓,1.1年,建坪 64.49,主 + 陽31.06,8樓/14樓,4房2廳2衛,有陽台廁所開窗警衛管理有 170 人也在關注這間👀,"1,980萬","1,980","1,980萬",兩個以上車位
2025_11_24 13_22_51,14,https://www.sinyi.com.tw//buy/house/6019SG?breadcrumb=list,台南三房平車雙面採光大林國宅,台南市南區大林路,大樓,26.1年,建坪 45.11,主 + 陽28.96,3樓/13樓,3房2廳2衛,有陽台廁所開窗房間皆有窗有 337 人也在關注這間👀,890萬,890,890萬,坡道平面車位
2025_11_24 13_22_51,14,https://www.sinyi.com.tw//buy/house/7783XM?breadcrumb=list,府城星鑽雙陽台３房附平車薩爾斯堡,台南市中西區府前路二段,華廈,32.6年,建坪 49.49,主 + 陽34.73,3樓/7樓,3房2廳2衛,有裝潢前後陽台有陽台有 309 人也在關注這間👀,"1,260萬","1,260","1,260萬",坡道平面車位
2025_11_24 13_22_51,14,https://www.sinyi.com.tw//buy/house/5143QJ?breadcrumb=list,新悅城朝北景觀低總價兩房新悅城-凱旋區,台南市安平區健康路三段,大樓,8.8年,建坪 26.34,主 + 陽16.86,12樓/23樓,2房1廳1衛,有裝潢有景觀前後陽台有 392 人也在關注這間👀,798萬,738,798萬738萬,
2025_11_24 13_22_51,14,https://www.sinyi.com.tw//buy/house/5132US?breadcrumb=list,永康行政中心全新２房平車,台南市永康區永榮路,大樓,1.2年,建坪 42.71,主 + 陽19.17,7樓/13樓,2房2廳1衛,有景觀有陽台廁所開窗有 275 人也在關注這間👀,"1,488萬","1,368","1,488萬1,368萬",坡道平面車位
2025_11_24 13_22_51,14,https://www.sinyi.com.tw//buy/house/7848LF?breadcrumb=list,滙世界｜東橋採光三房平車三發滙世界-A棟,台南市永康區東橋七路,大樓,7.0年,建坪 57.5,主 + 陽32.83,3樓/18樓,3房2廳2衛,有裝潢廁所開窗警衛管理有 306 人也在關注這間👀,"2,398萬","2,398","2,398萬",坡道平面車位
2025_11_24 13_22_51,14,https://www.sinyi.com.tw//buy/house/5354AW?breadcrumb=list,昕願景｜三房平車有露臺昕願景,台南市永康區勝華街,大樓,2.7年,建坪 46.3,主 + 陽24.09,2樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 168 人也在關注這間👀,"1,520萬","1,520","1,520萬",坡道平面車位
2025_11_24 13_22_51,14,https://www.sinyi.com.tw//buy/house/2903YL?breadcrumb=list,泰嘉水律川高樓採光戶,台南市安南區樂活一街,大樓,1.9年,建坪 52.81,主 + 陽28.35,25樓/27樓,1房2廳2衛,毛胚屋有景觀前後陽台有 176 人也在關注這間👀,"1,860萬","1,700","1,860萬1,700萬",坡道平面車位
2025_11_24 13_22_51,14,https://www.sinyi.com.tw//buy/house/5039SW?breadcrumb=list,暖暖城市舒適三房平車新悅城-香榭區,台南市安平區健康路三段,大樓,9.0年,建坪 49.01,主 + 陽24.49,25樓/27樓,3房2廳2衛,有景觀有陽台廁所開窗有 160 人也在關注這間👀,"1,520萬","1,520","1,520萬",坡道平面車位
2025_11_24 13_22_51,14,https://www.sinyi.com.tw//buy/house/3462YY?breadcrumb=list,南科市區車位景觀美居新市名人花園,台南市新市區信義街,大樓,30.4年,建坪 57.81,主 + 陽24.49,4樓/11樓,3房2廳2衛(含加蓋2房),有裝潢前後陽台有陽台有 93 人也在關注這間👀,"1,187萬","1,138","1,187萬1,138萬",坡道機械車位
2025_11_24 13_22_51,14,https://www.sinyi.com.tw//buy/house/90273M?breadcrumb=list,專簽澄品觀邸簡約美宅澄品觀邸,台南市東區長榮路一段,大樓,15.0年,建坪 55.22,主 + 陽30.02,10樓/14樓,3房2廳2衛,有裝潢前後陽台有陽台有 684 人也在關注這間👀,"1,780萬","1,780","1,780萬",坡道平面車位
2025_11_24 13_22_51,14,https://www.sinyi.com.tw//buy/house/11726S?breadcrumb=list,第一園｜美景三房車位超讚皇龍第一園,台南市北區公園南路,大樓,30.9年,建坪 42.32,主 + 陽30.63,21樓/25樓,3房2廳2衛,有景觀前後陽台有陽台有 265 人也在關注這間👀,966萬,966,966萬,坡道機械車位
2025_11_24 13_22_51,14,https://www.sinyi.com.tw//buy/house/1202AQ?breadcrumb=list,專｜明水森林三房景觀豪邸明水森林,台南市永康區東橋七路,大樓,8.4年,建坪 74.02,主 + 陽40.89,10樓/14樓,3房2廳2衛1室,有裝潢有景觀前後陽台有 1258 人也在關注這間👀,"3,180萬","3,180","3,180萬",坡道平面車位
2025_11_24 13_22_51,14,https://www.sinyi.com.tw//buy/house/1737UL?breadcrumb=list,永康高樓景觀大三房三車位御京鄉,台南市永康區中山南路,大樓,33.4年,建坪 52.61,主 + 陽30.68,17樓/19樓,3房2廳2衛,有景觀前後陽台有陽台有 245 人也在關注這間👀,998萬,998,998萬,兩個以上車位
2025_11_24 13_22_51,14,https://www.sinyi.com.tw//buy/house/9297VU?breadcrumb=list,聯上海棠｜與海為鄰的日子聯上海棠,台南市安平區國平北路,大樓,2.1年,建坪 29.91,主 + 陽16.1,28樓/29樓,1房1衛,毛胚屋有景觀有陽台有 192 人也在關注這間👀,988萬,988,988萬,坡道機械車位
