抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格
2025_11_22 22_44_08,10,https://www.sinyi.com.tw//buy/house/9118LP?breadcrumb=list,宜景華廈大三房,新北市汐止區宜興街,華廈,43.9年,建坪 36.26,主建物30.75,1樓/4樓,3房2廳2衛,有裝潢有景觀前後陽台有 917 人也在關注這間👀,"1,380萬","1,180","1,380萬1,180萬",
2025_11_22 22_44_08,10,https://www.sinyi.com.tw//buy/house/0757PU?breadcrumb=list,晶品小宅•雙捷靜巷風格宅府中晶品,新北市板橋區四川路一段,大樓,11.9年,建坪 17.14,主 + 陽10.03,10樓/23樓,1房1廳1衛,有景觀有陽台廁所開窗有 2697 人也在關注這間👀,"1,430萬","1,298","1,430萬1,298萬",
2025_11_22 22_44_08,10,https://www.sinyi.com.tw//buy/house/8749QF?breadcrumb=list,安和國小旁電梯屋齡新安和琉域,新北市土城區延和路,大樓,2.9年,建坪 50.54,主 + 陽25.27,15樓/15樓,3房2廳2衛,有裝潢前後陽台有陽台有 784 人也在關注這間👀,"3,180萬","2,880","3,180萬2,880萬",坡道平面車位
2025_11_22 22_44_08,10,https://www.sinyi.com.tw//buy/house/2869QC?breadcrumb=list,稀有公園景觀雙衛浴開窗,新北市林口區忠孝一路,大樓,1.2年,建坪 39.72,主 + 陽21.59,8樓/13樓,3房2廳2衛,有景觀有陽台廁所開窗有 290 人也在關注這間👀,"2,695萬","2,450","2,695萬2,450萬",坡道平面車位
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/5741FF?breadcrumb=list,台北灣四季之旅唯美四房台北灣五期-四季...,新北市淡水區新市一路一段,大樓,9.1年,建坪 66.56,主 + 陽38.21,6樓/18樓,4房2廳2衛,有裝潢前後陽台有陽台有 429 人也在關注這間👀,"2,188萬","1,988","2,188萬1,988萬",坡道平面車位
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/2402PD?breadcrumb=list,雙面採光邊間２房車位皇翔MRT,新北市土城區承和街,大樓,1.8年,建坪 34.18,主 + 陽12.93,17樓/20樓,2房2廳1衛,有裝潢有景觀有陽台有 2005 人也在關注這間👀,"2,188萬","1,986","2,188萬1,986萬",坡道平面車位
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/94165M?breadcrumb=list,大氣落成四房四衛有景觀傳家尊爵,新北市新莊區新泰路,大樓,10.6年,建坪 85.13,主 + 陽50.03,17樓/18樓,4房2廳4衛,有裝潢有景觀前後陽台有 806 人也在關注這間👀,"4,680萬","4,258","4,680萬4,258萬",坡道平面車位
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/8352FP?breadcrumb=list,近北市方正三樓美寓,新北市板橋區三民路二段,公寓,38.9年,建坪 33.88,主 + 陽33.88,3樓/5樓,3房2廳2衛,有裝潢前後陽台有陽台有 40 人也在關注這間👀,"1,780萬","1,780","1,780萬",
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/3099TD?breadcrumb=list,專任容邑ＰＡＲＫ大空間容邑PARK,新北市新莊區富貴路,辦公/大樓,8.7年,建坪 43.47,主 + 陽19.55,5樓/15樓,1廳,前後陽台有陽台警衛管理有 32 人也在關注這間👀,"2,450萬","2,450","2,450萬",坡道平面車位
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/8529SH?breadcrumb=list,專任．遠雄巴黎公園遠雄巴黎公園,新北市新莊區新北大道三段,大樓,11.2年,建坪 68.67,主 + 陽35.5,12樓/24樓,2房2廳2衛,有裝潢前後陽台有陽台有 99 人也在關注這間👀,"3,688萬","3,688","3,688萬",坡道平面車位
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/0399UL?breadcrumb=list,低總價成家立業邊間三房,新北市蘆洲區中正路,公寓,50.7年,建坪 24.9,主 + 陽24.91,4樓/4樓,3房1廳1衛,有裝潢有景觀前後陽台有 0 人也在關注這間👀,930萬,930,930萬,
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/8112KJ?breadcrumb=list,綠中海庭院獨棟景觀別墅綠中海2期,新北市新店區安祥路,別墅/透天,19.1年,建坪 106.86,主 + 陽92.39,1-3樓/3樓,4房3廳4衛,前後陽台有陽台廁所開窗有 553 人也在關注這間👀,"4,980萬","3,288","4,980萬3,288萬",一樓平面車位
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/8518XL?breadcrumb=list,稀有捷運電梯兩房坡平車位新站歐洲,新北市板橋區南雅東路,大樓,18.3年,建坪 34.04,主 + 陽17.68,5樓/15樓,2房2廳1衛,有裝潢有陽台房間皆有窗有 995 人也在關注這間👀,"2,350萬","2,188","2,350萬2,188萬",坡道平面車位
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/7333YH?breadcrumb=list,ＳＢ１２長虹大鎮美妝好屋長虹大鎮C區,新北市汐止區福德二路,大樓,15.9年,建坪 41.48,主 + 陽25.08,8樓/15樓,3房2廳2衛,有裝潢有景觀有陽台有 602 人也在關注這間👀,"2,858萬","2,688","2,858萬2,688萬",坡道平面車位
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/7365PG?breadcrumb=list,中平幸福溫馨兩房車位這一站幸福-微風...,新北市新莊區中平路,大樓,7.2年,建坪 38.8,主 + 陽21.52,7樓/11樓,2房2廳1衛1室,有裝潢有景觀有陽台有 1216 人也在關注這間👀,"2,498萬","2,258","2,498萬2,258萬",塔式車位
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/2781XW?breadcrumb=list,雙捷運站的邊間溫馨美寓,新北市蘆洲區三民路,公寓,42.9年,建坪 24.55,主 + 陽24.54,4樓/5樓,2房2廳1衛,有裝潢前後陽台有陽台有 133 人也在關注這間👀,"1,280萬","1,280","1,280萬",
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/8533CK?breadcrumb=list,敦南典雅清幽三房敦南花園,新北市新店區安興路,華廈,12.8年,建坪 61.03,主 + 陽32.63,2樓/6樓,3房2廳2衛,有裝潢前後陽台有陽台有 53 人也在關注這間👀,"3,622萬","3,622","3,622萬",坡道平面車位
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/2313JG?breadcrumb=list,３樓免爬高˙成家首選,新北市中和區員山路,公寓,47.0年,建坪 23.25,主 + 陽23.24,3樓/5樓,2廳1衛,有陽台廁所開窗近公園有 235 人也在關注這間👀,"1,150萬","1,098","1,150萬1,098萬",
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/0290LX?breadcrumb=list,摩天鎮精美小資２房,新北市汐止區大同路三段,大樓,26.8年,建坪 28.29,主 + 陽21.56,12樓/32樓,2房2廳2衛,有裝潢有景觀有陽台有 277 人也在關注這間👀,950萬,880,950萬880萬,
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/4792UL?breadcrumb=list,專任精美華盛頓三房車位超級城市SUPE...,新北市板橋區莊崑路,大樓,7.3年,建坪 44.81,主 + 陽23.76,6樓/15樓,3房2廳2衛1室,有裝潢有景觀前後陽台有 517 人也在關注這間👀,"2,288萬","2,098","2,288萬2,098萬",坡道平面車位
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/5114CN?breadcrumb=list,翠庭４房美廈翠庭華廈,新北市中和區員山路,華廈,35.4年,建坪 57.99,主 + 陽47.73,6樓/7樓,4房2廳2衛,有裝潢有景觀前後陽台有 0 人也在關注這間👀,"2,980萬","2,980","2,980萬",
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/0907WY?breadcrumb=list,Ａ９巴黎香頌精華區美三房巴黎香頌,新北市林口區文化三路一段,大樓,19.9年,建坪 40.36,主 + 陽23.48,5樓/13樓,3房2廳2衛,有裝潢有陽台房間皆有窗有 104 人也在關注這間👀,"2,210萬","2,210","2,210萬",坡道平面車位
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/9786QW?breadcrumb=list,摩納哥高樓景觀裝潢宅摩納哥,新北市淡水區淡金路,大樓,16.8年,建坪 29.54,主 + 陽14.36,21樓/22樓,2房2廳1衛,有裝潢有景觀有陽台有 73 人也在關注這間👀,"1,398萬","1,398","1,398萬",坡道平面車位
2025_11_22 22_44_22,11,https://www.sinyi.com.tw//buy/house/4169QB?breadcrumb=list,漢來喜朵金店面,新北市中和區秀朗路三段,大樓,13.1年,建坪 8.91,主建物2.64,1樓/13樓,1廳1衛,有裝潢警衛管理無障礙空間有 111 人也在關注這間👀,"1,180萬",999,"1,180萬999萬",
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/4076JV?breadcrumb=list,永安捷運雙公園美寓,新北市中和區保平路,公寓,42.9年,建坪 29.4,主 + 陽29.4,5樓/5樓,3房2廳2衛,有裝潢前後陽台有陽台有 248 人也在關注這間👀,"1,580萬","1,468","1,580萬1,468萬",
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/9384JC?breadcrumb=list,正隆●高樓明亮●四房車位正隆廣場,新北市板橋區民生路一段,大樓,31.0年,建坪 67.84,主 + 陽48.6,21樓/25樓,4房2廳2衛,有裝潢警衛管理具垃圾處理有 313 人也在關注這間👀,"3,380萬","3,200","3,380萬3,200萬",坡道機械車位
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/8959VN?breadcrumb=list,近捷運兩房車位常勝豪門,新北市三重區長樂街,華廈,28.9年,建坪 20.47,主 + 陽13.75,4樓/6樓,2房2廳1衛,有裝潢有陽台房間皆有窗有 6493 人也在關注這間👀,"1,698萬","1,398","1,698萬1,398萬",坡道機械車位
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/4313XK?breadcrumb=list,店長推薦海山學區四房車位板橋世家,新北市板橋區民族路,大樓,27.1年,建坪 54.43,主 + 陽35.5,8樓/12樓,4房2廳2衛,有裝潢有景觀有陽台有 689 人也在關注這間👀,"4,588萬","3,388","4,588萬3,388萬",坡道平面車位
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/3111TV?breadcrumb=list,近輔大醫院！質感三房車位,新北市泰山區貴子路,華廈,11.1年,建坪 47.02,主 + 陽28.29,3樓/7樓,3房2廳2衛,有裝潢前後陽台有陽台有 584 人也在關注這間👀,"2,560萬","2,398","2,560萬2,398萬",塔式車位
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/4911ZV?breadcrumb=list,四季翠嶺高樓景觀美居富陽四季,新北市淡水區中正東路二段,大樓,22.2年,建坪 15.59,主 + 陽10.99,19樓/26樓,1房1廳1衛,有景觀警衛管理具垃圾處理有 876 人也在關注這間👀,998萬,950,998萬950萬,
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/8712YR?breadcrumb=list,新潤精美裝潢３房景觀宅,新北市淡水區崁頂五路,大樓,8.9年,建坪 43.89,主 + 陽20.9,7樓/14樓,3房2廳2衛,有裝潢有景觀有陽台有 545 人也在關注這間👀,"1,288萬","1,228","1,288萬1,228萬",坡道平面車位
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/3089FT?breadcrumb=list,南方高樓美景明亮好屋南方之星,新北市中和區捷運路,大樓,14.6年,建坪 42.8,主 + 陽26.82,14樓/19樓,3房2廳2衛,有裝潢有景觀有陽台有 857 人也在關注這間👀,"3,600萬","3,300","3,600萬3,300萬",
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/1419DB?breadcrumb=list,獨家帝國精美裝潢明廳兩房帝國花園-EF棟,新北市板橋區華江一路,大樓,2.2年,建坪 34.47,主 + 陽16.43,7樓/19樓,2房2廳1衛1室,有裝潢有陽台警衛管理有 300 人也在關注這間👀,"2,398萬","2,138","2,398萬2,138萬",坡道平面車位
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/5234FB?breadcrumb=list,宏運成家美屋宏運廣場米蘭區,新北市新莊區中正路,大樓/套房,30.3年,建坪 18.6,主 + 陽14.58,6樓/14樓,1房2廳1衛,有裝潢有陽台房間皆有窗有 1294 人也在關注這間👀,"1,298萬","1,138","1,298萬1,138萬",
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/37556E?breadcrumb=list,僑星福華捷運美屋僑星福華,新北市新莊區建興街,大樓,16.2年,建坪 33.69,主 + 陽17.63,4樓/11樓,3房2廳2衛1室(含加蓋1房1室),有裝潢有景觀前後陽台有 1377 人也在關注這間👀,"2,280萬","2,088","2,280萬2,088萬",其他
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/7741HV?breadcrumb=list,藝文河岸景兩房美宅柏克萊公園,新北市板橋區藝文街,大樓,4.9年,建坪 36.65,主 + 陽16.01,13樓/17樓,2房2廳1衛,有裝潢有景觀有陽台有 227 人也在關注這間👀,"2,228萬","2,228","2,228萬",坡道平面車位
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/5885UP?breadcrumb=list,Ａ９專任高樓露臺景觀戶玄泰PTW-日光...,新北市林口區文化三路二段,大樓,2.9年,建坪 58.74,主 + 陽34.67,15樓/24樓,4房2廳3衛,有裝潢有景觀前後陽台有 99 人也在關注這間👀,"3,888萬","3,888","3,888萬",坡道平面車位
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/2816HT?breadcrumb=list,板橋公寓３房,新北市板橋區民生路三段,公寓,46.9年,建坪 33.26,主 + 陽33.26,5樓/5樓,3房2廳1衛,前後陽台有陽台廁所開窗有 0 人也在關注這間👀,"1,480萬","1,480","1,480萬",
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/2196MP?breadcrumb=list,永和國中學區☆電梯三房,新北市永和區國中路,華廈,51.4年,建坪 38.27,主 + 陽38.26,2樓/10樓,3房2廳2衛,有陽台廁所開窗房間皆有窗有 934 人也在關注這間👀,"2,380萬","1,988","2,380萬1,988萬",
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/3947ZY?breadcrumb=list,四季紐約典雅4樓四季紐約,新北市中和區中山路三段,大樓,17.2年,建坪 14.04,主 + 陽8.75,4樓/15樓,1房1廳1衛,有裝潢警衛管理具垃圾處理有 534 人也在關注這間👀,"1,088萬",988,"1,088萬988萬",
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/3473XC?breadcrumb=list,誠售～南華路四房加車位四季花鄉,新北市中和區南華路,華廈,26.1年,建坪 47.91,主 + 陽29.32,7樓/9樓,4房2廳2衛,有裝潢有景觀有陽台有 1395 人也在關注這間👀,"3,250萬","2,988","3,250萬2,988萬",坡道機械車位
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/9759XD?breadcrumb=list,專任‧美麗境‧露台‧兩房美麗境,新北市淡水區濱海路一段,大樓,11.0年,建坪 38.84,主 + 陽18.32,14樓/14樓,2房2廳1衛,有景觀前後陽台有陽台有 816 人也在關注這間👀,"1,398萬","1,298","1,398萬1,298萬",坡道平面車位
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/5887AG?breadcrumb=list,專任】天空之城兩房附車位天空之城,新北市中和區景平路,大樓,25.5年,建坪 28.18,主建物17.14,19樓/29樓,2房2廳1衛,有裝潢有景觀房間皆有窗有 160 人也在關注這間👀,"2,688萬","2,388","2,688萬2,388萬",坡道機械車位
2025_11_22 22_44_34,12,https://www.sinyi.com.tw//buy/house/5259QL?breadcrumb=list,中和國小質感２＋１房車位漾之華,新北市中和區南山路,華廈,8.9年,建坪 41.83,主 + 陽17.21,6樓/6樓,2房2廳2衛1室,有裝潢有陽台房間皆有窗有 649 人也在關注這間👀,"2,698萬","2,468","2,698萬2,468萬",升降平面車位
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/7946SU?breadcrumb=list,公園捷運邊間電梯兩房,新北市永和區永和路一段,大樓,24.0年,建坪 26.74,主 + 陽18.93,8樓/11樓,2房2廳1衛1室,有裝潢有景觀有陽台有 1014 人也在關注這間👀,"2,200萬","2,098","2,200萬2,098萬",
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/3932LH?breadcrumb=list,城堡花園溫馨三房平面車位城堡與花園,新北市淡水區新春街,大樓,28.6年,建坪 40.88,主 + 陽29.26,11樓/17樓,3房2廳2衛,有裝潢有陽台房間皆有窗有 58 人也在關注這間👀,"1,136萬","1,130","1,136萬1,130萬",坡道平面車位
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/0999NV?breadcrumb=list,捷座高樓１０１景美妝兩房台北捷座,新北市三重區重新路五段,大樓,6.7年,建坪 20.37,主 + 陽12.42,11樓/13樓,2房1廳1衛,有裝潢有景觀有陽台有 458 人也在關注這間👀,"1,730萬","1,730","1,730萬",
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/6894FX?breadcrumb=list,法國玫瑰ＬＧ０８兩房車位法國玫瑰,新北市中和區連城路,大樓,18.8年,建坪 38.86,主 + 陽21.85,8樓/13樓,2房2廳1衛,有裝潢有景觀廁所開窗有 173 人也在關注這間👀,"2,428萬","2,298","2,428萬2,298萬",坡道平面車位
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/3422CS?breadcrumb=list,東利八方高樓２房坡道車位東利八方,新北市三重區中央北路,大樓,9.0年,建坪 46.15,主 + 陽21.71,13樓/13樓,2房1廳2衛,有裝潢有景觀有陽台有 244 人也在關注這間👀,"3,288萬","2,978","3,288萬2,978萬",坡道平面車位
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/7210JG?breadcrumb=list,金城舞５好屋出售,新北市土城區莊園街,大樓,0.7年,建坪 33.93,主 + 陽18.35,3樓/24樓,2房2廳1衛,有裝潢有景觀前後陽台有 595 人也在關注這間👀,"2,388萬","2,139","2,388萬2,139萬",坡道平面車位
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/7963VN?breadcrumb=list,重陽首府觀景套房重陽首府,新北市三重區三和路三段,大樓,30.7年,建坪 10.73,主 + 陽7.83,13樓/13樓,1房1衛,有裝潢有景觀有陽台有 3155 人也在關注這間👀,825萬,720,825萬720萬,
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/87936X?breadcrumb=list,美河映日極品景觀美河市,新北市新店區中央路,辦公/大樓,13.0年,建坪 54.63,主 + 陽30.99,7樓/29樓,3房1廳2衛,有裝潢有景觀廁所開窗有 103 人也在關注這間👀,"3,440萬","3,440","3,440萬",坡道平面車位
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/80671D?breadcrumb=list,樂高一房一廳魔術空間宏普樂高,新北市淡水區新市二路一段,大樓,8.0年,建坪 31.72,主 + 陽11.25,14樓/19樓,1房1廳1衛,廁所開窗警衛管理具垃圾處理有 544 人也在關注這間👀,788萬,699,788萬699萬,坡道平面車位
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/1661NF?breadcrumb=list,精裝布拉諾二房獨立大車位布拉諾花園,新北市淡水區坪頂路,大樓,6.9年,建坪 33.92,主 + 陽16.12,6樓/11樓,2房1廳1衛,有裝潢有陽台房間皆有窗有 86 人也在關注這間👀,"1,458萬","1,458","1,458萬",坡道平面車位
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/7506AM?breadcrumb=list,四季悅高樓邊間三房含車位四季悅,新北市林口區信義路,大樓,15.9年,建坪 39.14,主 + 陽20.31,12樓/15樓,3房2廳2衛,有裝潢有陽台房間皆有窗有 175 人也在關注這間👀,"1,688萬","1,688","1,688萬",坡道平面車位
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/2079KQ?breadcrumb=list,員山公園二樓邊間大四房,新北市中和區民安街,公寓,41.9年,建坪 37.7,主 + 陽37.71,2樓/5樓,4房2廳2衛,有裝潢前後陽台有陽台有 185 人也在關注這間👀,"1,888萬","1,788","1,888萬1,788萬",
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/9226YZ?breadcrumb=list,正馬路三面採光頂加公寓,新北市三重區仁愛街,公寓,44.6年,建坪 25.11,主建物25.11,5樓/5樓,6房2廳5衛(含加蓋3房3衛),有景觀有陽台近公園有 88 人也在關注這間👀,"1,580萬","1,380","1,580萬1,380萬",
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/4155LD?breadcrumb=list,板橋全新邊間明亮電梯兩房,新北市板橋區永豐街,大樓,1.1年,建坪 25.78,主 + 陽16.25,2樓/13樓,2房2廳1衛,有裝潢有陽台廁所開窗有 2501 人也在關注這間👀,"2,180萬","2,000","2,180萬2,000萬",
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/2629SP?breadcrumb=list,近未來萬大線電梯景觀３房台北新故鄉,新北市土城區延和路,大樓,29.0年,建坪 31.09,主 + 陽23.07,21樓/22樓,3房2廳2衛,有陽台廁所開窗警衛管理有 500 人也在關注這間👀,"1,868萬","1,678","1,868萬1,678萬",
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/1738RN?breadcrumb=list,景安電梯三房平面車位,新北市中和區景新街,大樓,31.3年,建坪 57.13,主 + 陽40.4,10樓/13樓,3房2廳2衛1室,有裝潢前後陽台有陽台有 463 人也在關注這間👀,"3,390萬","3,193","3,390萬3,193萬",坡道平面車位
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/2398ZU?breadcrumb=list,海洋都心高樓三房平面車位海洋都心No1,新北市淡水區新市五路三段,大樓,7.9年,建坪 42.36,主 + 陽20.09,16樓/26樓,3房2廳1衛,有景觀有陽台警衛管理有 171 人也在關注這間👀,"1,280萬","1,198","1,280萬1,198萬",坡道平面車位
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/0355BM?breadcrumb=list,永平商圈。高樓方正美屋太陽小別墅,新北市蘆洲區永平街,公寓,38.0年,建坪 30.64,主 + 陽30.64,5樓/5樓,3房2廳2衛,有裝潢有景觀前後陽台有 373 人也在關注這間👀,"1,468萬","1,198","1,468萬1,198萬",
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/5434TP?breadcrumb=list,【尊爵】Ｓｔａｒ３房國瑋華廈,新北市林口區文化北路一段,華廈,17.4年,建坪 39.22,主 + 陽24.36,3樓/10樓,3房2廳2衛,有裝潢有景觀廁所開窗有 474 人也在關注這間👀,"2,498萬","2,180","2,498萬2,180萬",坡道機械車位
2025_11_22 22_44_48,13,https://www.sinyi.com.tw//buy/house/1817KM?breadcrumb=list,光華國小高樓明亮大三房中國海,新北市新莊區西盛街,大樓,33.1年,建坪 39.98,主 + 陽33.67,8樓/16樓,3房3廳2衛,有裝潢前後陽台有陽台有 963 人也在關注這間👀,"1,860萬","1,720","1,860萬1,720萬",
2025_11_22 22_44_59,14,https://www.sinyi.com.tw//buy/house/2607YZ?breadcrumb=list,Ａ９三井溫馨三房文化逸境文化逸境,新北市林口區忠孝路,大樓,19.2年,建坪 39.55,主 + 陽28.56,4樓/13樓,3房2廳2衛,有裝潢房間皆有窗警衛管理有 462 人也在關注這間👀,"2,488萬","2,188","2,488萬2,188萬",
2025_11_22 22_44_59,14,https://www.sinyi.com.tw//buy/house/0093CT?breadcrumb=list,文詠沐夏三房車位文詠,新北市樹林區學林路,大樓,10.0年,建坪 52.52,主 + 陽25.82,3樓/11樓,3房2廳2衛,廁所開窗警衛管理具垃圾處理有 588 人也在關注這間👀,"2,300萬","2,150","2,300萬2,150萬",坡道平面車位
2025_11_22 22_44_59,14,https://www.sinyi.com.tw//buy/house/6390XF?breadcrumb=list,稀有景觀機能好空間夏威夷,新北市淡水區沙崙路,大樓,28.2年,建坪 34.2,主 + 陽25.62,5樓/18樓,3房2廳2衛,有裝潢有景觀廁所開窗有 1827 人也在關注這間👀,968萬,898,968萬898萬,
2025_11_22 22_44_59,14,https://www.sinyi.com.tw//buy/house/0745GJ?breadcrumb=list,文化南３樓邊間公寓,新北市三重區文化南路,公寓,46.0年,建坪 23.29,主 + 陽23.3,3樓/4樓,2房2廳1衛,有裝潢前後陽台有陽台有 1332 人也在關注這間👀,"1,398萬","1,198","1,398萬1,198萬",
2025_11_22 22_44_59,14,https://www.sinyi.com.tw//buy/house/8649WZ?breadcrumb=list,海闊✪巴洛克河景戶海闊-海闊區,新北市淡水區中正東路二段,大樓,18.6年,建坪 59.78,主 + 陽37.07,7樓/14樓,2房2廳2衛,有裝潢有景觀有陽台有 108 人也在關注這間👀,"2,478萬","2,478","2,478萬",坡道平面車位
2025_11_22 22_44_59,14,https://www.sinyi.com.tw//buy/house/0896DK?breadcrumb=list,一橋之隔北市邊間三房車位成功御第,新北市三重區環河南路,華廈,26.2年,建坪 39.81,主 + 陽22.82,2樓/7樓,3房2廳2衛,有裝潢前後陽台有陽台有 106 人也在關注這間👀,"2,280萬","2,280","2,280萬",升降機械車位
2025_11_22 22_44_59,14,https://www.sinyi.com.tw//buy/house/8426GL?breadcrumb=list,頂溪捷運面河３房平面車位台鳳天璽,新北市永和區環河西路一段,大樓,22.2年,建坪 52.61,主 + 陽28.24,27樓/27樓,3房2廳2衛,有陽台廁所開窗房間皆有窗有 1658 人也在關注這間👀,"3,200萬","2,973","3,200萬2,973萬",坡道平面車位
2025_11_22 22_44_59,14,https://www.sinyi.com.tw//buy/house/7114DK?breadcrumb=list,區公所捷運置產公寓,新北市新店區北新路一段,公寓,57.2年,建坪 33.16,主建物33.16,5樓/5樓,4房3廳1衛(含加蓋1廳),有裝潢有景觀前後陽台有 554 人也在關注這間👀,"2,088萬","1,800","2,088萬1,800萬",
2025_11_22 22_44_59,14,https://www.sinyi.com.tw//buy/house/3121AD?breadcrumb=list,大坪林◇靜巷邊間明亮公寓,新北市新店區二十張路,公寓,48.0年,建坪 28.07,主 + 陽28.07,4樓/5樓,3房2廳1衛1室,前後陽台有陽台廁所開窗有 51 人也在關注這間👀,"1,598萬","1,598","1,598萬",
2025_11_22 22_44_59,14,https://www.sinyi.com.tw//buy/house/1356MD?breadcrumb=list,北大森閣２＋１附車位森閣,新北市樹林區學士路,大樓,12.4年,建坪 42.19,主 + 陽18.61,5樓/11樓,2房2廳1衛1室,有裝潢有景觀有陽台有 76 人也在關注這間👀,"1,788萬","1,788","1,788萬",坡道平面車位
2025_11_22 22_44_59,14,https://www.sinyi.com.tw//buy/house/0228ZL?breadcrumb=list,翔譽河景兩房車位翔譽雙子星,新北市三重區中正南路,大樓,12.0年,建坪 38.17,主 + 陽20.55,20樓/22樓,2房2廳1衛,有景觀有陽台廁所開窗有 136 人也在關注這間👀,"2,950萬","2,950","2,950萬",坡道機械車位
2025_11_22 22_44_59,14,https://www.sinyi.com.tw//buy/house/6219DG?breadcrumb=list,凡登精裝四房車位歐洲村-凡登,新北市新莊區立信一街,大樓,15.9年,建坪 53.17,主 + 陽29.87,8樓/13樓,4房2廳2衛,有裝潢有陽台廁所開窗有 873 人也在關注這間👀,"3,380萬","3,110","3,380萬3,110萬",坡道平面車位
2025_11_22 22_44_59,14,https://www.sinyi.com.tw//buy/house/8000ZP?breadcrumb=list,心六藝～質感山景兩房車位心六藝,新北市樹林區學成路,大樓,16.2年,建坪 34.22,主 + 陽22.29,7樓/15樓,2房2廳1衛,有裝潢有景觀前後陽台有 98 人也在關注這間👀,"1,788萬","1,788","1,788萬",坡道機械車位
2025_11_22 22_44_59,14,https://www.sinyi.com.tw//buy/house/8519JG?breadcrumb=list,台北大第三房車位台北大第,新北市板橋區金門街,大樓,30.8年,建坪 37.26,主 + 陽29.86,4樓/12樓,3房2廳2衛,有裝潢前後陽台有陽台有 81 人也在關注這間👀,"1,880萬","1,880","1,880萬",坡道機械車位
