抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,原始價格,目前價格,是否含車位價格,
2025_10_15 23_15_24,4,https://www.sinyi.com.tw//buy/house/1383PK?breadcrumb=list,廟口夜市質感裝潢獨棟透天,基隆市仁愛區仁二路,透天,59.5年,建坪 29.8,主建物29.8,1-2樓/2樓,4房4廳4衛(含加蓋2房2廳2衛),https://www.sinyi.com.tw/buy/house/1383PK?breadcrumb=list,有裝潢有陽台廁所開窗有 667 人也在關注這間👀,有 667 人也在關注這間👀,"1,250萬","1,168",
2025_10_15 23_15_24,4,https://www.sinyi.com.tw//buy/house/3346WQ?breadcrumb=list,基隆橘郡４房車位,基隆市安樂區麥金路,大樓,28.3年,建坪 52.23,主 + 陽36.34,5樓/12樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/3346WQ?breadcrumb=list,有裝潢前後陽台有陽台有 600 人也在關注這間👀,有 600 人也在關注這間👀,"1,650萬","1,558",坡道機械車位
2025_10_15 23_15_24,4,https://www.sinyi.com.tw//buy/house/4574XT?breadcrumb=list,名軒新天地裝潢明亮美三房,基隆市七堵區泰安路,華廈,17.9年,建坪 38.55,主 + 陽29.05,8樓/10樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/4574XT?breadcrumb=list,有裝潢前後陽台有陽台有 27 人也在關注這間👀,有 27 人也在關注這間👀,加入最愛,"1,398",
2025_10_15 23_15_24,4,https://www.sinyi.com.tw//buy/house/5169AY?breadcrumb=list,暖暖壹樓公寓,基隆市暖暖區源遠路,公寓,47.4年,建坪 19.57,主建物19.57,1樓/2樓,3房1廳1衛,https://www.sinyi.com.tw/buy/house/5169AY?breadcrumb=list,有裝潢前後陽台有陽台有 3033 人也在關注這間👀,有 3033 人也在關注這間👀,加入最愛,600,
2025_10_15 23_15_24,4,https://www.sinyi.com.tw//buy/house/1299HN?breadcrumb=list,❤️首購低總價４房,基隆市七堵區長安街,公寓,29.5年,建坪 30.16,主 + 陽29.2,2樓/5樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/1299HN?breadcrumb=list,有裝潢前後陽台有陽台有 381 人也在關注這間👀,有 381 人也在關注這間👀,加入最愛,688,
2025_10_15 23_15_24,4,https://www.sinyi.com.tw//buy/house/1661NQ?breadcrumb=list,有車位綠第高樓綠景２房,基隆市暖暖區碇內街,大樓,30.8年,建坪 38.53,主 + 陽22.42,12樓/14樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/1661NQ?breadcrumb=list,有裝潢有景觀前後陽台有 86 人也在關注這間👀,有 86 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_15_24,4,https://www.sinyi.com.tw//buy/house/7073QV?breadcrumb=list,暖暖優質透天,基隆市暖暖區源遠路,透天,36.3年,建坪 51.89,主 + 陽45.98,1-2樓/2樓,3房4廳4衛1室(含加蓋2廳2衛),https://www.sinyi.com.tw/buy/house/7073QV?breadcrumb=list,有裝潢前後陽台有陽台有 145 人也在關注這間👀,有 145 人也在關注這間👀,加入最愛,"1,500",
2025_10_15 23_15_24,4,https://www.sinyi.com.tw//buy/house/4793NB?breadcrumb=list,【基隆七堵】百福公寓優質,基隆市七堵區實踐路,公寓,31.3年,建坪 30.9,主 + 陽28.55,5樓/5樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/4793NB?breadcrumb=list,有景觀前後陽台有陽台有 809 人也在關注這間👀,有 809 人也在關注這間👀,加入最愛,598,
2025_10_15 23_15_24,4,https://www.sinyi.com.tw//buy/house/0312JC?breadcrumb=list,長安街一樓３房大空間,基隆市七堵區長安街,公寓,43.8年,建坪 28.73,主建物24.07,1樓/3樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/0312JC?breadcrumb=list,前後陽台有陽台房間皆有窗有 283 人也在關注這間👀,有 283 人也在關注這間👀,加入最愛,"1,000",
2025_10_15 23_15_24,4,https://www.sinyi.com.tw//buy/house/7239BF?breadcrumb=list,暖暖優質學區金店面,基隆市暖暖區東碇路,店面,30.2年,建坪 24.03,主建物11.92,1樓/7樓,1廳1衛,https://www.sinyi.com.tw/buy/house/7239BF?breadcrumb=list,有裝潢近公園近市場有 67 人也在關注這間👀,有 67 人也在關注這間👀,加入最愛,928,
2025_10_15 23_15_24,4,https://www.sinyi.com.tw//buy/house/9479VP?breadcrumb=list,基隆福民街●美寓三房,基隆市信義區福民街,公寓,43.7年,建坪 24.87,主 + 陽24.87,4樓/4樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/9479VP?breadcrumb=list,有裝潢有景觀有陽台有 820 人也在關注這間👀,有 820 人也在關注這間👀,加入最愛,438,
2025_10_15 23_15_24,4,https://www.sinyi.com.tw//buy/house/2777PN?breadcrumb=list,七堵一層一戶四房大空間,基隆市七堵區長安街,華廈,10.1年,建坪 50.41,主 + 陽38.65,2樓/5樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/2777PN?breadcrumb=list,有裝潢有景觀前後陽台有 2964 人也在關注這間👀,有 2964 人也在關注這間👀,加入最愛,"1,488",
2025_10_15 23_15_24,4,https://www.sinyi.com.tw//buy/house/1126FN?breadcrumb=list,優泉小鎮稀有邊間釋出,基隆市七堵區綠葉街,透天,17.1年,建坪 78.95,主 + 陽65.03,1-4樓/4樓,5房2廳3衛,https://www.sinyi.com.tw/buy/house/1126FN?breadcrumb=list,毛胚屋有景觀前後陽台有 182 人也在關注這間👀,有 182 人也在關注這間👀,加入最愛,"1,580",
2025_10_15 23_15_24,4,https://www.sinyi.com.tw//buy/house/1902HJ?breadcrumb=list,百福百五街低總價好公寓,基隆市七堵區百五街,公寓,43.8年,建坪 28.14,主 + 陽28.14,4樓/5樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/1902HJ?breadcrumb=list,有裝潢有景觀前後陽台有 396 人也在關注這間👀,有 396 人也在關注這間👀,加入最愛,598,
2025_10_15 23_15_24,4,https://www.sinyi.com.tw//buy/house/6046TQ?breadcrumb=list,Ⓐ廟口仁二路黃金透天店面,基隆市仁愛區仁二路,店面,67.3年,建坪 45.04,主建物40.64,1-2樓/2樓,2廳2衛(含加蓋1衛),https://www.sinyi.com.tw/buy/house/6046TQ?breadcrumb=list,有裝潢近公園近市場有 47 人也在關注這間👀,有 47 人也在關注這間👀,加入最愛,"6,800",
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/3296TV?breadcrumb=list,獨家暖暖金店辦,基隆市暖暖區暖碇路,店面/辦公,27.4年,建坪 61.37,主 + 陽44.06,1-2樓/12樓,2廳,https://www.sinyi.com.tw/buy/house/3296TV?breadcrumb=list,有裝潢警衛管理近公園有 31 人也在關注這間👀,有 31 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/YB05032GH?breadcrumb=list,水美4房+雙車位,基隆市中正區觀海街,大樓,26.8年,建坪 71.61,主 + 陽37.44,12樓/0樓,4房2廳1衛,https://www.sinyi.com.tw/buy/house/YB05032GH?breadcrumb=list,大家房屋有 31 人也在關注這間👀,有 31 人也在關注這間👀,(含車位價),加入最愛,其他
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/XS132545HB?breadcrumb=list,微笑台北山景兩房+車位,基隆市信義區孝東路,大樓,8.0年,建坪 42.71,主 + 陽21.65,13樓/15樓,2房1廳1衛,https://www.sinyi.com.tw/buy/house/XS132545HB?breadcrumb=list,住商不動產有 69 人也在關注這間👀,有 69 人也在關注這間👀,(含車位價),加入最愛,其他
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/XS133026HB?breadcrumb=list,美河夢想家三房美宅,基隆市七堵區大華一路,華廈,13.3年,建坪 52.06,主 + 陽30.74,4樓/7樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/XS133026HB?breadcrumb=list,住商不動產有 41 人也在關注這間👀,有 41 人也在關注這間👀,(含車位價),加入最愛,其他
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/XS134529HB?breadcrumb=list,中平街景觀美四房,基隆市安樂區中平街,公寓,47.1年,建坪 38.58,主 + 陽38.58,4樓/4樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/XS134529HB?breadcrumb=list,住商不動產有 46 人也在關注這間👀,有 46 人也在關注這間👀,加入最愛,598,
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/XS136791HB?breadcrumb=list,法院旁現代風3房,基隆市信義區東信路,公寓,43.4年,建坪 26.4,主建物23.87,5樓/5樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/XS136791HB?breadcrumb=list,住商不動產有 34 人也在關注這間👀,有 34 人也在關注這間👀,加入最愛,498,
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/XS138001HB?breadcrumb=list,安樂２樓臻品屋,基隆市安樂區安一路,公寓,46.0年,建坪 23.83,主 + 陽23.83,2樓/5樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/XS138001HB?breadcrumb=list,住商不動產有 11 人也在關注這間👀,有 11 人也在關注這間👀,加入最愛,558,
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/XS138881HB?breadcrumb=list,光華國宅後面平房1樓,基隆市仁愛區成功一路,公寓,63.8年,建坪 34.49,主建物34.49,1樓/0樓,4房1衛,https://www.sinyi.com.tw/buy/house/XS138881HB?breadcrumb=list,住商不動產有 20 人也在關注這間👀,有 20 人也在關注這間👀,加入最愛,250,
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/XS138910HB?breadcrumb=list,華納透天,基隆市七堵區六堵一街,別墅/透天,17.0年,建坪 65.37,主建物54.61,1樓/5樓,3房2廳3衛,https://www.sinyi.com.tw/buy/house/XS138910HB?breadcrumb=list,住商不動產有 16 人也在關注這間👀,有 16 人也在關注這間👀,加入最愛,"1,788",
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/XS138916HB?breadcrumb=list,東光超值透天,基隆市信義區東光路,別墅/透天,49.9年,建坪 23.12,主建物23.12,1-2樓/2樓,6房2廳1衛,https://www.sinyi.com.tw/buy/house/XS138916HB?breadcrumb=list,住商不動產有 3 人也在關注這間👀,有 3 人也在關注這間👀,加入最愛,768,
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/YS176958HB?breadcrumb=list,大慶波浪街裝潢屋,基隆市安樂區中和路,公寓,28.9年,建坪 31.14,主建物23.71,5樓/5樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/YS176958HB?breadcrumb=list,住商不動產有 38 人也在關注這間👀,有 38 人也在關注這間👀,加入最愛,460,
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/YS178248HB?breadcrumb=list,獅球透天宅,基隆市仁愛區獅球路,別墅/透天,63.1年,建坪 25.04,主建物25.04,1-2樓/2樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/YS178248HB?breadcrumb=list,住商不動產有 61 人也在關注這間👀,有 61 人也在關注這間👀,加入最愛,680,
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/WB01288GH?breadcrumb=list,八堵車站旁原始屋,基隆市暖暖區金華街,公寓,61.8年,建坪 19.39,主建物19.39,2樓/2樓,--,https://www.sinyi.com.tw/buy/house/WB01288GH?breadcrumb=list,大家房屋有 136 人也在關注這間👀,有 136 人也在關注這間👀,加入最愛,250,
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/WS60347HB?breadcrumb=list,御景硯港灣典雅3房,基隆市中正區中正路,大樓,1.1年,建坪 57.97,主 + 陽36.84,2樓/9樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/WS60347HB?breadcrumb=list,住商不動產有 11 人也在關注這間👀,有 11 人也在關注這間👀,加入最愛,"2,363",
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/WS61443HB?breadcrumb=list,和平島店面住家一樓,基隆市中正區平一路,公寓,31.9年,建坪 29.27,主建物25.56,1樓/5樓,3房1廳1衛,https://www.sinyi.com.tw/buy/house/WS61443HB?breadcrumb=list,住商不動產有 17 人也在關注這間👀,有 17 人也在關注這間👀,加入最愛,550,
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/XS130110HB?breadcrumb=list,台北大鎮生財屋,基隆市安樂區基金一路,公寓,31.0年,建坪 29.47,主建物23.49,5樓/5樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/XS130110HB?breadcrumb=list,住商不動產有 17 人也在關注這間👀,有 17 人也在關注這間👀,加入最愛,450,
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/XS130856HB?breadcrumb=list,東信路三樓三房,基隆市信義區東信路,公寓,46.5年,建坪 25.66,主建物25.66,3樓/5樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/XS130856HB?breadcrumb=list,住商不動產有 32 人也在關注這間👀,有 32 人也在關注這間👀,加入最愛,380,
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/XS132983HB?breadcrumb=list,市區美寓收租五房,基隆市仁愛區成功一路,公寓,45.7年,建坪 22.81,主 + 陽22.81,5-6樓/5樓,5房3衛,https://www.sinyi.com.tw/buy/house/XS132983HB?breadcrumb=list,住商不動產有 39 人也在關注這間👀,有 39 人也在關注這間👀,加入最愛,567,
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/XS133478HB?breadcrumb=list,基金一路辦公室+儲藏室,基隆市安樂區基金一路,大樓,26.8年,建坪 188.92,主建物13.58,-1-1樓/12樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/XS133478HB?breadcrumb=list,住商不動產有 9 人也在關注這間👀,有 9 人也在關注這間👀,加入最愛,"1,880",
2025_10_15 23_15_30,5,https://www.sinyi.com.tw//buy/house/XS134919HB?breadcrumb=list,七堵倉儲一樓,基隆市七堵區百二街,店面,45.4年,建坪 20.34,主建物20.34,1樓/4樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/XS134919HB?breadcrumb=list,住商不動產有 27 人也在關注這間👀,有 27 人也在關注這間👀,加入最愛,980,
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/XS135126HB?breadcrumb=list,正濱國宅景觀第一排,基隆市中正區正濱路,公寓,31.2年,建坪 28.84,主 + 陽28.09,5樓/5樓,3房1廳3衛,https://www.sinyi.com.tw/buy/house/XS135126HB?breadcrumb=list,住商不動產有 35 人也在關注這間👀,有 35 人也在關注這間👀,加入最愛,688,
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/XS135175HB?breadcrumb=list,龍邸中國庭院一樓,基隆市安樂區基金一路,大樓,28.9年,建坪 30.17,主建物24.34,1樓/12樓,3房2廳1.5衛,https://www.sinyi.com.tw/buy/house/XS135175HB?breadcrumb=list,住商不動產有 29 人也在關注這間👀,有 29 人也在關注這間👀,加入最愛,850,
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/XS137413HB?breadcrumb=list,安一路透天,基隆市安樂區安一路,公寓,50.2年,建坪 22.28,主建物22.28,1-2樓/2樓,--,https://www.sinyi.com.tw/buy/house/XS137413HB?breadcrumb=list,住商不動產有 31 人也在關注這間👀,有 31 人也在關注這間👀,加入最愛,598,
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/XS138039HB?breadcrumb=list,上堤景觀視野三房+車位,基隆市安樂區基金一路,大樓,26.8年,建坪 43.27,主 + 陽26.15,12樓/12樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/XS138039HB?breadcrumb=list,住商不動產有 9 人也在關注這間👀,有 9 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/YS156642HB?breadcrumb=list,市區劉銘傳路2樓,基隆市仁愛區劉銘傳路,公寓,54.5年,建坪 38.99,主 + 陽38.99,2樓/4樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/YS156642HB?breadcrumb=list,住商不動產有 33 人也在關注這間👀,有 33 人也在關注這間👀,加入最愛,968,
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/YS176814HB?breadcrumb=list,新豐裝潢3F美寓,基隆市中正區新豐街,公寓,28.9年,建坪 30.12,主建物20.92,3樓/0樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/YS176814HB?breadcrumb=list,住商不動產有 36 人也在關注這間👀,有 36 人也在關注這間👀,加入最愛,658,
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/YS179487HB?breadcrumb=list,復興路精美透天,基隆市中山區復興路,別墅/透天,54.7年,建坪 23.29,主建物23.29,1-2樓/2樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/YS179487HB?breadcrumb=list,住商不動產有 53 人也在關注這間👀,有 53 人也在關注這間👀,加入最愛,768,
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/YS192609HB?breadcrumb=list,信五路頂級美寓,基隆市中正區信五路,公寓,49.3年,建坪 20.34,主建物20.34,4樓/4樓,3房1廳2衛,https://www.sinyi.com.tw/buy/house/YS192609HB?breadcrumb=list,住商不動產有 0 人也在關注這間👀,有 0 人也在關注這間👀,加入最愛,688,
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/XS130858HB?breadcrumb=list,正義路低總價大戶,基隆市中正區正義路,公寓,40.1年,建坪 52.62,主建物23.78,-3樓/5樓,5房3廳2衛,https://www.sinyi.com.tw/buy/house/XS130858HB?breadcrumb=list,住商不動產有 128 人也在關注這間👀,有 128 人也在關注這間👀,加入最愛,365,
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/XS130988HB?breadcrumb=list,東信皇宮風5房+平面車位,基隆市信義區東信路,公寓,34.6年,建坪 65.71,主 + 陽53.77,1樓/5樓,5房2廳3衛,https://www.sinyi.com.tw/buy/house/XS130988HB?breadcrumb=list,住商不動產有 24 人也在關注這間👀,有 24 人也在關注這間👀,加入最愛,"1,980",
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/XS135321HB?breadcrumb=list,基隆市中心3套房,基隆市仁愛區仁二路,公寓,51.8年,建坪 17.45,主建物17.45,1樓/4樓,3房3衛,https://www.sinyi.com.tw/buy/house/XS135321HB?breadcrumb=list,住商不動產有 52 人也在關注這間👀,有 52 人也在關注這間👀,加入最愛,498,
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/XS136190HB?breadcrumb=list,七堵時尚4+5F,基隆市七堵區泰和街,公寓,31.9年,建坪 25.4,主 + 陽23.64,4樓/4樓,3房2廳1.5衛,https://www.sinyi.com.tw/buy/house/XS136190HB?breadcrumb=list,住商不動產有 47 人也在關注這間👀,有 47 人也在關注這間👀,加入最愛,699,
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/XS136442HB?breadcrumb=list,孝一路金店面,基隆市仁愛區孝一路,店面,46.9年,建坪 11.67,主建物8.29,1樓/4樓,1廳1衛,https://www.sinyi.com.tw/buy/house/XS136442HB?breadcrumb=list,住商不動產有 8 人也在關注這間👀,有 8 人也在關注這間👀,加入最愛,"1,180",
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/XS138732HB?breadcrumb=list,悠活美墅,基隆市中正區調和街,別墅/透天,8.7年,建坪 63.79,主建物58.95,1-4樓/4樓,4房2廳4衛,https://www.sinyi.com.tw/buy/house/XS138732HB?breadcrumb=list,住商不動產有 17 人也在關注這間👀,有 17 人也在關注這間👀,加入最愛,"1,680",
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/XS138891HB?breadcrumb=list,新天鵝堡稀有電梯透天,基隆市安樂區武隆街,別墅/透天,19.2年,建坪 144.36,主 + 陽82.99,1-4樓/4樓,5房3廳5衛,https://www.sinyi.com.tw/buy/house/XS138891HB?breadcrumb=list,住商不動產有 1 人也在關注這間👀,有 1 人也在關注這間👀,(含車位價),加入最愛,其他
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/XS139118HB?breadcrumb=list,台北大國美宅,基隆市安樂區武嶺街,華廈,29.8年,建坪 29.39,主 + 陽27.13,6樓/7樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/XS139118HB?breadcrumb=list,住商不動產有 0 人也在關注這間👀,有 0 人也在關注這間👀,加入最愛,750,
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/YS161450HB?breadcrumb=list,星河繪三房車位,基隆市中正區調和街,大樓,6.7年,建坪 49.03,主 + 陽28.14,10樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/YS161450HB?breadcrumb=list,住商不動產有 21 人也在關注這間👀,有 21 人也在關注這間👀,(含車位價),加入最愛,其他
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/YS171159HB?breadcrumb=list,夢悅城店面,基隆市中山區復興路,店面,1.7年,建坪 71.01,主建物46.29,1樓/13樓,--,https://www.sinyi.com.tw/buy/house/YS171159HB?breadcrumb=list,住商不動產有 4 人也在關注這間👀,有 4 人也在關注這間👀,加入最愛,"4,048",
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/YS176742HB?breadcrumb=list,獅球路小透天,基隆市仁愛區獅球路,別墅/透天,63.1年,建坪 25.04,主建物25.04,1樓/2樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/YS176742HB?breadcrumb=list,住商不動產有 34 人也在關注這間👀,有 34 人也在關注這間👀,加入最愛,650,
2025_10_15 23_15_34,6,https://www.sinyi.com.tw//buy/house/ZS192235HB?breadcrumb=list,D14東信邊間二樓美寓,基隆市信義區東信路,公寓,46.3年,建坪 26.73,主建物26.73,2樓/4樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/ZS192235HB?breadcrumb=list,住商不動產有 49 人也在關注這間👀,有 49 人也在關注這間👀,加入最愛,498,
2025_10_15 23_15_41,7,https://www.sinyi.com.tw//buy/house/ZS193154HB?breadcrumb=list,和平島電梯5F,基隆市中正區和二路,華廈,32.4年,建坪 56.45,主 + 陽53.46,5樓/5樓,14房2廳5衛,https://www.sinyi.com.tw/buy/house/ZS193154HB?breadcrumb=list,住商不動產有 10 人也在關注這間👀,有 10 人也在關注這間👀,加入最愛,"1,800",
2025_10_15 23_15_41,7,https://www.sinyi.com.tw//buy/house/WS51172HB?breadcrumb=list,微笑台北名邸,基隆市信義區孝東路,大樓,8.0年,建坪 73.26,主 + 陽45.13,4樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/WS51172HB?breadcrumb=list,住商不動產有 22 人也在關注這間👀,有 22 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_15_41,7,https://www.sinyi.com.tw//buy/house/WS57297HB?breadcrumb=list,壯觀台北真善美大四房,基隆市安樂區樂利二街,華廈,30.2年,建坪 44.79,主 + 陽38.64,6樓/7樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/WS57297HB?breadcrumb=list,住商不動產有 18 人也在關注這間👀,有 18 人也在關注這間👀,加入最愛,999,
2025_10_15 23_15_41,7,https://www.sinyi.com.tw//buy/house/XB09165GH?breadcrumb=list,愛一路金店面,基隆市仁愛區愛一路,店面,38.7年,建坪 30.09,主建物30.09,1樓/10樓,1房1衛,https://www.sinyi.com.tw/buy/house/XB09165GH?breadcrumb=list,大家房屋有 17 人也在關注這間👀,有 17 人也在關注這間👀,加入最愛,"2,600",
2025_10_15 23_15_41,7,https://www.sinyi.com.tw//buy/house/XS131875HB?breadcrumb=list,皇家翡翠溫馨電梯三房,基隆市安樂區麥金路,大樓,30.3年,建坪 41.04,主 + 陽31.51,2樓/12樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/XS131875HB?breadcrumb=list,住商不動產有 35 人也在關注這間👀,有 35 人也在關注這間👀,加入最愛,798,
2025_10_15 23_15_41,7,https://www.sinyi.com.tw//buy/house/XS133089HB?breadcrumb=list,暖暖商圈暖碇路低樓層2樓,基隆市暖暖區暖碇路,公寓,40.3年,建坪 31.66,主 + 陽31.66,2樓/5樓,4房2廳1衛,https://www.sinyi.com.tw/buy/house/XS133089HB?breadcrumb=list,住商不動產有 47 人也在關注這間👀,有 47 人也在關注這間👀,加入最愛,596,
2025_10_15 23_15_41,7,https://www.sinyi.com.tw//buy/house/XS134892HB?breadcrumb=list,羅傑摩爾精美四房+車位,基隆市暖暖區過港路,大樓,29.3年,建坪 25.13,主 + 陽17.88,6樓/11樓,4房1廳2衛,https://www.sinyi.com.tw/buy/house/XS134892HB?breadcrumb=list,住商不動產有 95 人也在關注這間👀,有 95 人也在關注這間👀,(含車位價),加入最愛,坡道機械車位
2025_10_15 23_15_41,7,https://www.sinyi.com.tw//buy/house/XS135717HB?breadcrumb=list,西定大基地透天,基隆市中山區西定路,別墅/透天,18.5年,建坪 110.85,主 + 陽110.26,1-3樓/3樓,3房4廳4衛,https://www.sinyi.com.tw/buy/house/XS135717HB?breadcrumb=list,住商不動產有 43 人也在關注這間👀,有 43 人也在關注這間👀,加入最愛,"2,500",
2025_10_15 23_15_41,7,https://www.sinyi.com.tw//buy/house/XS135935HB?breadcrumb=list,麗景天下優質高大套房,基隆市七堵區麗景一街,公寓,33.8年,建坪 18.81,主建物9.83,0樓/4樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/XS135935HB?breadcrumb=list,住商不動產有 49 人也在關注這間👀,有 49 人也在關注這間👀,加入最愛,418,
2025_10_15 23_15_41,7,https://www.sinyi.com.tw//buy/house/XS136754HB?breadcrumb=list,信二路收益收租屋,基隆市信義區信二路,公寓,32.2年,建坪 37.59,主 + 陽37.23,5樓/5樓,7房2衛,https://www.sinyi.com.tw/buy/house/XS136754HB?breadcrumb=list,住商不動產有 24 人也在關注這間👀,有 24 人也在關注這間👀,加入最愛,498,
2025_10_15 23_15_41,7,https://www.sinyi.com.tw//buy/house/XS137035HB?breadcrumb=list,新豐商圈溫馨透天,基隆市中正區新豐街,別墅/透天,41.9年,建坪 31.85,主 + 陽30.53,1-2樓/2樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/XS137035HB?breadcrumb=list,住商不動產有 25 人也在關注這間👀,有 25 人也在關注這間👀,加入最愛,"1,298",
2025_10_15 23_15_41,7,https://www.sinyi.com.tw//buy/house/XS138125HB?breadcrumb=list,風景雙房權利屋1樓,基隆市仁愛區南榮路,公寓,67.8年,建坪 28.9,主建物28.9,1樓/1樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/XS138125HB?breadcrumb=list,住商不動產有 31 人也在關注這間👀,有 31 人也在關注這間👀,加入最愛,168,
2025_10_15 23_15_41,7,https://www.sinyi.com.tw//buy/house/YS171130HB?breadcrumb=list,夢悅城店面,基隆市中山區復興路,店面,1.7年,建坪 80.05,主建物48.19,1樓/13樓,--,https://www.sinyi.com.tw/buy/house/YS171130HB?breadcrumb=list,住商不動產有 2 人也在關注這間👀,有 2 人也在關注這間👀,加入最愛,"3,603",
2025_10_15 23_15_41,7,https://www.sinyi.com.tw//buy/house/YS171587HB?breadcrumb=list,七堵包租套房,基隆市七堵區崇信街,公寓,45.5年,建坪 30.82,主建物30.82,5樓/5樓,9房9衛,https://www.sinyi.com.tw/buy/house/YS171587HB?breadcrumb=list,住商不動產有 18 人也在關注這間👀,有 18 人也在關注這間👀,加入最愛,"1,050",
2025_10_15 23_15_41,7,https://www.sinyi.com.tw//buy/house/YS174423HB?breadcrumb=list,調和街便宜屋,基隆市中正區調和街,公寓,44.2年,建坪 26.84,主 + 陽26.84,5樓/5樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/YS174423HB?breadcrumb=list,住商不動產有 66 人也在關注這間👀,有 66 人也在關注這間👀,加入最愛,298,
