抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格
2025_11_24 17_33_39,11,https://www.sinyi.com.tw//buy/house/7258YZ?breadcrumb=list,Ｒ１４公園綠景寬敞三房京城御花園,高雄市鼓山區文信路,大樓,31.1年,建坪 35.45,主 + 陽25.96,3樓/16樓,3房2廳2衛,有裝潢前後陽台有陽台有 748 人也在關注這間👀,898萬,898,898萬,
2025_11_24 17_33_39,11,https://www.sinyi.com.tw//buy/house/3376SM?breadcrumb=list,可談！高樓景觀３房平車交響苑,高雄市楠梓區旗楠路,大樓,12.5年,建坪 41.97,主 + 陽23.28,15樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 1074 人也在關注這間👀,1488萬,"1,488",1488萬,坡道平面車位
2025_11_24 17_33_39,11,https://www.sinyi.com.tw//buy/house/7100XL?breadcrumb=list,國家盛宴朝南豪邸三平車國家盛宴,高雄市三民區大昌二路,大樓,16.0年,建坪 152.99,主 + 陽94.55,12樓/22樓,4房2廳3衛3室,有裝潢有景觀前後陽台有 451 人也在關注這間👀,4590萬,"4,590",4590萬,兩個以上車位
2025_11_24 17_33_39,11,https://www.sinyi.com.tw//buy/house/0680FN?breadcrumb=list,農十六國王城堡Ａ１－９樓國王城堡,高雄市鼓山區龍德路,大樓,11.4年,建坪 149.46,主 + 陽85.49,9樓/36樓,1廳,毛胚屋有景觀前後陽台有 231 人也在關注這間👀,4600萬,"4,600",4600萬,兩個以上車位
2025_11_24 17_33_39,11,https://www.sinyi.com.tw//buy/house/4065WC?breadcrumb=list,【先看這間】河堤四房平車京城3期,高雄市三民區裕誠路,大樓,27.9年,建坪 45.29,主 + 陽31.7,7樓/14樓,4房2廳2衛,有裝潢前後陽台有陽台有 1463 人也在關注這間👀,1498萬,"1,498",1498萬,坡道平面車位
2025_11_24 17_33_39,11,https://www.sinyi.com.tw//buy/house/98716M?breadcrumb=list,日之曜次高景觀兩房平車,高雄市鳳山區北賢街,大樓,3.9年,建坪 30.21,主 + 陽13.17,14樓/15樓,2房1廳1衛,有裝潢有景觀前後陽台有 190 人也在關注這間👀,998萬,998,998萬,坡道平面車位
2025_11_24 17_33_39,11,https://www.sinyi.com.tw//buy/house/4883HY?breadcrumb=list,近未來清大預定地三房平車聖羅蘭藝術伯爵,高雄市鼓山區華泰路,大樓,35.2年,建坪 54.26,主 + 陽38.65,7樓/14樓,3房2廳2衛,廁所開窗警衛管理游泳池有 41 人也在關注這間👀,1488萬,"1,488",1488萬,坡道平面車位
2025_11_24 17_33_39,11,https://www.sinyi.com.tw//buy/house/6559XD?breadcrumb=list,中崙二標稀有美四房中崙國宅第一標,高雄市鳳山區中崙二路,華廈,31.3年,建坪 42.44,主 + 陽31.63,5樓/7樓,4房1廳2衛,有裝潢前後陽台有陽台有 22 人也在關注這間👀,968萬,968,968萬,
2025_11_24 17_33_39,11,https://www.sinyi.com.tw//buy/house/0874MU?breadcrumb=list,校園高樓景觀四房平車水方庭,高雄市鳥松區永善路,大樓,11.7年,建坪 56.43,主 + 陽29.83,12樓/15樓,4房2廳2衛,有裝潢有景觀前後陽台有 261 人也在關注這間👀,2150萬,"2,150",2150萬,坡道平面車位
2025_11_24 17_33_39,11,https://www.sinyi.com.tw//buy/house/7259BZ?breadcrumb=list,高醫商圈高樓採光質感美邸甲六園淳白-B,高雄市三民區大連街,大樓,4.3年,建坪 56.21,主 + 陽31.8,13樓/15樓,3房1廳2衛,有裝潢有景觀廁所開窗有 1232 人也在關注這間👀,2538萬,"2,538",2538萬,坡道平面車位
2025_11_24 17_33_39,11,https://www.sinyi.com.tw//buy/house/6155JZ?breadcrumb=list,近Ｒ１５愛情海大兩房車位愛情海,高雄市左營區重上街,大樓,21.4年,建坪 30.09,主 + 陽18.26,6樓/14樓,2房1廳1衛,有裝潢有陽台房間皆有窗有 441 人也在關注這間👀,938萬,938,938萬,坡道機械車位
2025_11_24 17_33_39,11,https://www.sinyi.com.tw//buy/house/1169XG?breadcrumb=list,福山學區邊間採光四房平車康庭新世紀,高雄市左營區文自路,大樓,25.4年,建坪 52.31,主 + 陽33.61,4樓/14樓,4房2廳2衛,有裝潢前後陽台有陽台有 499 人也在關注這間👀,1588萬,"1,588",1588萬,坡道平面車位
2025_11_24 17_33_39,11,https://www.sinyi.com.tw//buy/house/21953L?breadcrumb=list,先看這間！高醫美三房車位新富特區,高雄市三民區民族一路,大樓,20.2年,建坪 36.83,主 + 陽25.21,8樓/15樓,3房2廳2衛,有裝潢有景觀有陽台有 87 人也在關注這間👀,1180萬,"1,180",1180萬,坡道機械車位
2025_11_24 17_33_39,11,https://www.sinyi.com.tw//buy/house/5288NL?breadcrumb=list,近捷運邊間採光大套房,高雄市新興區七賢二路,大樓,43.2年,建坪 14.37,主 + 陽11.8,9樓/12樓,1房1廳1衛,有裝潢有景觀有陽台有 554 人也在關注這間👀,538萬,538,538萬,
2025_11_24 17_33_39,11,https://www.sinyi.com.tw//buy/house/8042ZG?breadcrumb=list,文化中心三房美公寓,高雄市苓雅區林德街,公寓,41.6年,建坪 23.85,主 + 陽23.85,4樓/5樓,3房2廳2衛,有裝潢有陽台廁所開窗有 738 人也在關注這間👀,710萬,710,710萬,
2025_11_24 17_33_39,11,https://www.sinyi.com.tw//buy/house/7148KR?breadcrumb=list,近火車站精緻雙主臥,高雄市新興區林森一路,大樓/套房,48.4年,建坪 18.6,主建物15.93,4樓/12樓,2房2衛,有裝潢有陽台廁所開窗有 416 人也在關注這間👀,389萬,389,389萬,
2025_11_24 17_33_39,11,https://www.sinyi.com.tw//buy/house/4553WN?breadcrumb=list,近火車站精緻精美裝潢屋,高雄市新興區林森一路,大樓/套房,48.4年,建坪 16.62,主建物14.28,4樓/12樓,1房1衛,有裝潢有陽台廁所開窗有 224 人也在關注這間👀,389萬,389,389萬,
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/6170JJ?breadcrumb=list,新光ＭＯＲＥ兩房精緻宅新光MORE,高雄市左營區大中二路,大樓,10.1年,建坪 24.42,主 + 陽16.36,14樓/15樓,2房2廳1衛,有景觀有陽台廁所開窗有 2243 人也在關注這間👀,898萬,898,898萬,
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/2189NP?breadcrumb=list,必看!農１６超值三房平移飛揚,高雄市鼓山區龍勝路,大樓,20.0年,建坪 37.42,主 + 陽24.03,4樓/15樓,3房2廳2衛,有裝潢前後陽台有陽台有 2156 人也在關注這間👀,1398萬,"1,398",1398萬,坡道機械車位
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/9527VU?breadcrumb=list,專亞灣捷運３房,高雄市前鎮區復興新巷,公寓,43.1年,建坪 23.56,主建物19.82,5樓/5樓,3房2廳2衛,前後陽台有陽台廁所開窗有 658 人也在關注這間👀,398萬,398,398萬,
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/78604Z?breadcrumb=list,近捷運美麗島站大坪數美宅生活大師,高雄市新興區復興一路,大樓/辦公,26.2年,建坪 193.76,主建物110.79,4樓/14樓,4房2廳4衛1室,有裝潢房間皆有窗警衛管理有 195 人也在關注這間👀,3205萬,"3,205",3205萬,兩個以上車位
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/45332U?breadcrumb=list,太普君品臨路角窗金店面太普君品,高雄市苓雅區興中一路,店面/大樓,13.8年,建坪 73.48,主 + 陽35.3,1樓/15樓,1廳3衛,有裝潢有陽台警衛管理有 188 人也在關注這間👀,4388萬,"4,388",4388萬,坡道平面車位
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/8301VB?breadcrumb=list,京城四季｜棟距遠三房車位京城四季,高雄市左營區介壽路,大樓,14.2年,建坪 39.27,主 + 陽25.19,9樓/13樓,3房2廳2衛,有裝潢前後陽台有陽台有 113 人也在關注這間👀,1268萬,"1,268",1268萬,坡道機械車位
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/3723BF?breadcrumb=list,凹子底黃金商辦！市政總裁市政總裁,高雄市鼓山區明誠三路,辦公/大樓,17.1年,建坪 67.62,主 + 陽41.2,4樓/19樓,1廳,有裝潢廁所開窗房間皆有窗有 124 人也在關注這間👀,2300萬,"2,300",2300萬,坡道平面車位
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/7947YN?breadcrumb=list,鼎中商圈高樓美景三房平車,高雄市三民區鼎強街,大樓,31.0年,建坪 41.17,主 + 陽25.52,11樓/13樓,3房2廳2衛,有裝潢有景觀有陽台有 535 人也在關注這間👀,1198萬,"1,198",1198萬,坡道平面車位
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/7667WY?breadcrumb=list,微美居－質感市景兩房車位,高雄市楠梓區大學十九街,大樓,1.2年,建坪 27.5,主 + 陽16.24,8樓/15樓,2房1廳1衛,前後陽台有陽台房間皆有窗有 669 人也在關注這間👀,938萬,938,938萬,坡道機械車位
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/0180TQ?breadcrumb=list,台積電Ｘ高鐵⭐亮三房平車,高雄市左營區緯六路,大樓,15.0年,建坪 54.17,主 + 陽33.24,2樓/14樓,3房2廳2衛,有裝潢前後陽台有陽台有 520 人也在關注這間👀,1250萬,"1,250",1250萬,坡道平面車位
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/0752WW?breadcrumb=list,水晶鑽庭園景觀三房平車,高雄市鳳山區永安街,大樓,20.2年,建坪 45.49,主 + 陽26.26,1樓/13樓,3房2廳2衛,有裝潢房間皆有窗警衛管理有 426 人也在關注這間👀,1398萬,"1,398",1398萬,坡道平面車位
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/1189VN?breadcrumb=list,五甲瑞隆優質景觀三房瑞祥龍邸,高雄市前鎮區福祥街,大樓,32.3年,建坪 36.12,主 + 陽30,13樓/15樓,3房1廳2衛,有裝潢有陽台廁所開窗有 610 人也在關注這間👀,830萬,830,830萬,
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/84193Q?breadcrumb=list,專永信藍帶綠景大三房平車永信藍帶,高雄市小港區敬業路,大樓,10.0年,建坪 54.05,主 + 陽29.29,2樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 100 人也在關注這間👀,1580萬,"1,580",1580萬,坡道平面車位
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/1370DH?breadcrumb=list,小港全新成屋大２房附平車,高雄市小港區高松路,大樓,0.6年,建坪 44.59,主 + 陽24.45,5樓/13樓,2房1廳2衛,毛胚屋有景觀前後陽台有 1120 人也在關注這間👀,1280萬,"1,280",1280萬,坡道平面車位
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/7455XT?breadcrumb=list,專約福山學區採光四房平車高雄大國民,高雄市左營區重愛路,大樓,29.2年,建坪 47.12,主 + 陽31.8,3樓/17樓,4房2廳2衛,有裝潢有陽台警衛管理有 1824 人也在關注這間👀,1198萬,"1,198",1198萬,坡道平面車位
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/4965MB?breadcrumb=list,美麗皇家陽台景觀大套房,高雄市鳥松區松埔北巷,大樓,28.8年,建坪 18.85,主 + 陽12.12,10樓/15樓,1房1廳1衛,有裝潢有景觀前後陽台有 498 人也在關注這間👀,330萬,330,330萬,
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/3208LV?breadcrumb=list,自己的家自己設計看過來！華雄交響樂,高雄市橋頭區橋都路,大樓,4.7年,建坪 60.62,主 + 陽32.34,17樓/22樓,1廳2衛,毛胚屋有景觀前後陽台有 109 人也在關注這間👀,1708萬,"1,708",1708萬,坡道平面車位
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/4017FW?breadcrumb=list,永信出品．捷運高樓景兩房中正之星,高雄市苓雅區中正一路,大樓,22.4年,建坪 24.86,主 + 陽17.43,11樓/14樓,2房2廳1衛,有裝潢有景觀前後陽台有 562 人也在關注這間👀,898萬,898,898萬,
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/60817C?breadcrumb=list,聖田首府大坪美邸聖田首府,高雄市苓雅區復興二路,大樓,27.0年,建坪 84.74,主 + 陽62.28,4樓/14樓,4房2廳3衛,有裝潢前後陽台有陽台有 413 人也在關注這間👀,2118萬,"2,118",2118萬,兩個以上車位
2025_11_24 17_33_51,12,https://www.sinyi.com.tw//buy/house/6299TC?breadcrumb=list,太普建設綠景採光三房平車太普美樹苑,高雄市三民區鼎文街,大樓,25.2年,建坪 39.46,主 + 陽23.45,9樓/14樓,3房2廳1衛,有裝潢有景觀有陽台有 279 人也在關注這間👀,1358萬,"1,358",1358萬,坡道平面車位
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/8504MT?breadcrumb=list,近衛武營邊間採光三房,高雄市鳳山區新強路,華廈,32.5年,建坪 32.08,主 + 陽27.17,7樓/10樓,3房2廳2衛,有裝潢有景觀有陽台有 265 人也在關注這間👀,946萬,946,946萬,
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/0184LH?breadcrumb=list,楠梓河岸首排兩房車位樹河院,高雄市楠梓區德富街,大樓,8.5年,建坪 29.09,主 + 陽17.09,3樓/14樓,2房1廳1衛,有裝潢有陽台房間皆有窗有 156 人也在關注這間👀,898萬,898,898萬,坡道機械車位
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/3096SK?breadcrumb=list,觀雲Ⅲ高樓層２房平車觀雲Ⅲ,高雄市楠梓區大學十七街,大樓,3.6年,建坪 35.06,主 + 陽17.38,12樓/15樓,2房2廳2衛,有裝潢有景觀有陽台有 67 人也在關注這間👀,1338萬,"1,338",1338萬,坡道平面車位
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/7931TJ?breadcrumb=list,美術館高樓三房平車看這間嵩豐悅美術,高雄市鼓山區美術北一街,大樓,19.5年,建坪 55.55,主 + 陽29.92,16樓/19樓,3房2廳2衛,有裝潢有景觀前後陽台有 206 人也在關注這間👀,2098萬,"2,098",2098萬,坡道平面車位
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/3734DL?breadcrumb=list,美術謙翠質感豪邸平車謙翠,高雄市鼓山區美術南三路,大樓,2.9年,建坪 60.23,主 + 陽34.58,11樓/29樓,2房2廳2衛,有裝潢有景觀前後陽台有 433 人也在關注這間👀,3375萬,"3,375",3375萬,坡道平面車位
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/8620WG?breadcrumb=list,【ＵＩ】高樓採光２房平車,高雄市楠梓區大學三十八街,大樓,1.2年,建坪 33.29,主 + 陽16.1,10樓/15樓,2房1廳2衛,有景觀前後陽台有陽台有 350 人也在關注這間👀,1128萬,"1,128",1128萬,坡道平面車位
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/5075VF?breadcrumb=list,近高大２房平車雙衛開窗富旺微美居鉑金特...,高雄市楠梓區大學十九街,大樓,1.2年,建坪 36.92,主 + 陽19.55,2樓/15樓,2房2廳2衛,有裝潢前後陽台有陽台有 492 人也在關注這間👀,1100萬,"1,100",1100萬,坡道平面車位
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/63670T?breadcrumb=list,前鎮閃耀高樓２房平移車位陽光情人,高雄市前鎮區鄭和南路,大樓,19.9年,建坪 31.97,主 + 陽19.42,15樓/15樓,2房2廳1衛,有裝潢有陽台警衛管理有 1712 人也在關注這間👀,998萬,998,998萬,坡道機械車位
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/86319U?breadcrumb=list,輕軌高樓．採光三房光之艷,高雄市三民區大順二路,大樓,19.4年,建坪 34.51,主 + 陽24.5,14樓/15樓,3房2廳2衛,有裝潢有景觀有陽台有 785 人也在關注這間👀,1088萬,"1,088",1088萬,
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/9207ZR?breadcrumb=list,採光通風景觀棒三房最惠國,高雄市三民區民族一路,大樓,26.9年,建坪 36.97,主 + 陽27.86,13樓/14樓,3房2廳2衛1室,有裝潢有景觀有陽台有 270 人也在關注這間👀,1088萬,"1,088",1088萬,
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/18494E?breadcrumb=list,美麗景觀．四房雙車位美麗綻,高雄市新興區自立二路,大樓,9.4年,建坪 85.67,主 + 陽41.95,14樓/15樓,4房2廳2衛,有裝潢有景觀前後陽台有 1388 人也在關注這間👀,2988萬,"2,988",2988萬,兩個以上車位
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/7745UL?breadcrumb=list,近高大渡假村兩房兩衛平車,高雄市橋頭區甲樹路,華廈,1.3年,建坪 33.88,主 + 陽18.78,8樓/10樓,2房2廳2衛,有景觀有陽台房間皆有窗有 18 人也在關注這間👀,1300萬,"1,300",1300萬,坡道平面車位
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/4412TB?breadcrumb=list,亞灣高樓邊間採光三房車位愛上悅讀,高雄市苓雅區光明街,大樓,18.6年,建坪 39.66,主 + 陽24.98,13樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 1125 人也在關注這間👀,1350萬,"1,350",1350萬,坡道機械車位
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/8270BR?breadcrumb=list,鼎山商圈．明亮雅居,高雄市三民區民族一路,華廈,35.1年,建坪 19.28,主 + 陽12.58,7樓/7樓,1房1廳1衛,有景觀廁所開窗房間皆有窗有 1310 人也在關注這間👀,428萬,428,428萬,
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/8929HK?breadcrumb=list,公園景觀首排三房車位,高雄市楠梓區大學十一街,大樓,1.7年,建坪 38.46,主 + 陽23.26,8樓/15樓,3房2廳2衛,有景觀前後陽台有陽台有 133 人也在關注這間👀,1498萬,"1,498",1498萬,坡道機械車位
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/4216QU?breadcrumb=list,銳揚ＹＥＳ質感兩房車位銳揚YES,高雄市新興區六合一路,大樓,8.5年,建坪 26.25,主 + 陽13.26,5樓/13樓,2房1廳1衛,有裝潢廁所開窗房間皆有窗有 207 人也在關注這間👀,1098萬,"1,098",1098萬,升降機械車位
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/2705SS?breadcrumb=list,楠梓成家小資二房四季CEO,高雄市楠梓區藍昌路,大樓,10.5年,建坪 25.74,主 + 陽16.71,5樓/15樓,2房2廳1衛,有裝潢有陽台廁所開窗有 771 人也在關注這間👀,788萬,788,788萬,
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/1625ZZ?breadcrumb=list,近巨蛋高樓三面採光大三房,高雄市左營區東門路,公寓,38.7年,建坪 26.84,主 + 陽26.84,3樓/5樓,3房2廳2衛,有裝潢有景觀前後陽台有 1197 人也在關注這間👀,688萬,688,688萬,
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/6550FL?breadcrumb=list,左營面新光國小大四房平車,高雄市左營區華夏路,華廈,26.6年,建坪 46.85,主 + 陽31.96,9樓/9樓,4房1廳2衛,有裝潢有景觀有陽台有 1100 人也在關注這間👀,1180萬,"1,180",1180萬,坡道平面車位
2025_11_24 17_34_02,13,https://www.sinyi.com.tw//buy/house/8264UZ?breadcrumb=list,高雄站前２房車位高雄站前,高雄市三民區建國三路,大樓,6.1年,建坪 30.81,主 + 陽15.97,4樓/15樓,2房1廳1衛,有陽台房間皆有窗警衛管理有 681 人也在關注這間👀,1150萬,"1,150",1150萬,坡道機械車位
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/24881N?breadcrumb=list,國泰Ｏ２三房雙主臥雙平車國泰O2馥建築,高雄市前金區民生二路,大樓,5.9年,建坪 108.44,主 + 陽61.47,16樓/29樓,3房2廳3衛,前後陽台有陽台廁所開窗有 84 人也在關注這間👀,5400萬,"5,400",5400萬,兩個以上車位
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/9508QQ?breadcrumb=list,皇苑大坪數三房雙車位皇苑雙星Ⅰ期,高雄市左營區文康路,大樓,27.9年,建坪 85.16,主 + 陽55.63,5樓/13樓,3房2廳2衛,有裝潢前後陽台有陽台有 89 人也在關注這間👀,2650萬,"2,650",2650萬,兩個以上車位
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/1850KB?breadcrumb=list,美術館綠景近輕軌三房平車麗晶最上石藝術園...,高雄市鼓山區美術東二路,大樓,21.3年,建坪 45.15,主 + 陽25.81,8樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 181 人也在關注這間👀,1988萬,"1,988",1988萬,坡道平面車位
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/2898YU?breadcrumb=list,農十六溫馨成家美三房最上境,高雄市鼓山區龍德路,大樓,19.8年,建坪 33.27,主 + 陽23.57,6樓/14樓,3房2廳2衛,有裝潢有陽台房間皆有窗有 952 人也在關注這間👀,1268萬,"1,268",1268萬,
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/7374AL?breadcrumb=list,益群橋旁堅山三川兩房平車堅山三川,高雄市楠梓區德豐街,大樓,9.5年,建坪 33.36,主 + 陽16.01,2樓/17樓,2房1廳1衛1室,有裝潢有景觀有陽台有 403 人也在關注這間👀,1098萬,"1,098",1098萬,坡道平面車位
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/2896RK?breadcrumb=list,巨蛋瑞豐蓮潭景觀三房車位都市麗晶,高雄市鼓山區華豐街,大樓,23.4年,建坪 38.91,主 + 陽24.95,11樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 622 人也在關注這間👀,1280萬,"1,280",1280萬,坡道機械車位
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/8265PH?breadcrumb=list,巨蛋瑞豐朝南寬敞四房平車百星爵士,高雄市鼓山區文忠路,大樓,34.4年,建坪 57.18,主 + 陽42.33,10樓/19樓,4房2廳2衛,有裝潢有景觀前後陽台有 704 人也在關注這間👀,1550萬,"1,550",1550萬,坡道平面車位
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/2967LS?breadcrumb=list,港灣河景高樓採光大兩房皇家之戀,高雄市前金區河南二路,大樓,30.0年,建坪 27.39,主 + 陽20.15,20樓/20樓,2房2廳1衛,有景觀前後陽台有陽台有 560 人也在關注這間👀,768萬,768,768萬,
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/0954NS?breadcrumb=list,愛河景觀️四房六平車愛河水悅EF棟,高雄市鼓山區河西一路,大樓,19.2年,建坪 169.72,主 + 陽70.92,9樓/14樓,4房2廳4衛2室,有景觀前後陽台有陽台有 91 人也在關注這間👀,5460萬,"5,460",5460萬,兩個以上車位
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/5473CB?breadcrumb=list,屋主誠意出售景觀三房平車,高雄市楠梓區大學三十六街,大樓,1.5年,建坪 40.62,主 + 陽19.99,8樓/15樓,3房2廳2衛,前後陽台有陽台廁所開窗有 10374 人也在關注這間👀,1288萬,"1,288",1288萬,坡道平面車位
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/6447ZF?breadcrumb=list,高大微美居全新二房車位富旺微美居鉑金特...,高雄市楠梓區大學十九街,大樓,1.2年,建坪 24.5,主 + 陽14.28,11樓/15樓,2房1廳1衛,有景觀有陽台警衛管理有 960 人也在關注這間👀,896萬,896,896萬,坡道機械車位
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/4698AR?breadcrumb=list,獨家高鐵小資景觀２房車位宇宙國,高雄市左營區民族一路,大樓,29.0年,建坪 27.01,主 + 陽18.52,8樓/24樓,2房1廳1衛1室,有裝潢有陽台警衛管理有 854 人也在關注這間👀,718萬,718,718萬,坡道機械車位
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/8015KG?breadcrumb=list,二聖民權公園美寓,高雄市前鎮區二聖一巷,公寓,49.0年,建坪 20.58,主建物20.58,4樓/4樓,3房2廳2衛,有景觀有陽台廁所開窗有 1220 人也在關注這間👀,416萬,416,416萬,
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/2013YG?breadcrumb=list,五甲公園雙衛開窗三房車位捷市旅,高雄市前鎮區瑞南街,大樓,14.9年,建坪 39.64,主 + 陽23.84,2樓/15樓,3房1廳2衛,有裝潢有景觀有陽台有 1263 人也在關注這間👀,1290萬,"1,290",1290萬,坡道機械車位
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/2669NR?breadcrumb=list,六合信義五福學區美宅,高雄市新興區六合一路,華廈,45.5年,建坪 20.38,主建物17.67,2樓/7樓,1房2廳1衛1室,有裝潢房間皆有窗警衛管理有 435 人也在關注這間👀,539萬,539,539萬,
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/6554HU?breadcrumb=list,楠梓油廠國小捷運站三房,高雄市楠梓區後昌路,公寓,39.6年,建坪 29.49,主 + 陽29.49,5樓/5樓,3房2廳2衛,有裝潢廁所開窗房間皆有窗有 1628 人也在關注這間👀,398萬,398,398萬,
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/2728FP?breadcrumb=list,太普上河堤三房平車太普上河堤,高雄市三民區民族一路,大樓,16.6年,建坪 45.04,主 + 陽24.37,3樓/15樓,3房2廳2衛,有裝潢有陽台警衛管理有 136 人也在關注這間👀,1780萬,"1,780",1780萬,坡道平面車位
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/7435NF?breadcrumb=list,近內惟車站面公園溫馨三房,高雄市鼓山區九如四路,大樓,43.3年,建坪 19.05,主建物19.05,2樓/12樓,3房2廳2衛,有裝潢有景觀前後陽台有 116 人也在關注這間👀,738萬,738,738萬,
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/3795NZ?breadcrumb=list,博愛香榭‧首席精品宅博愛香榭,高雄市左營區博愛二路,大樓,4.7年,建坪 25.21,主 + 陽14.6,5樓/28樓,2房1廳1衛,有裝潢有陽台房間皆有窗有 134 人也在關注這間👀,1280萬,"1,280",1280萬,
2025_11_24 17_34_15,14,https://www.sinyi.com.tw//buy/house/4657JF?breadcrumb=list,城逸近捷運前金站三房城逸,高雄市前金區中華三路,大樓,10.4年,建坪 38.79,主 + 陽25.35,9樓/15樓,3房2廳2衛,有裝潢前後陽台有陽台有 335 人也在關注這間👀,1800萬,"1,800",1800萬,
2025_11_24 17_34_27,15,https://www.sinyi.com.tw//buy/house/1346QT?breadcrumb=list,便宜近瑞豐採光明亮大三房聖羅蘭藝術伯爵,高雄市鼓山區華泰路,大樓,35.2年,建坪 41.53,主 + 陽33.44,6樓/14樓,3房2廳2衛,有裝潢前後陽台有陽台有 1426 人也在關注這間👀,918萬,918,918萬,
2025_11_24 17_34_27,15,https://www.sinyi.com.tw//buy/house/5365QH?breadcrumb=list,仁武仁雄電梯採光美兩房,高雄市仁武區仁山街,華廈,31.3年,建坪 18.86,主 + 陽11.37,3樓/6樓,2房2廳1衛(含加蓋1廳1衛),有裝潢有景觀前後陽台有 110 人也在關注這間👀,498萬,498,498萬,
2025_11_24 17_34_27,15,https://www.sinyi.com.tw//buy/house/6284VF?breadcrumb=list,捷運站旁陽台進出電梯三房,高雄市楠梓區青農路,華廈,31.1年,建坪 35.83,主 + 陽27.29,4樓/8樓,3房2廳2衛,有裝潢有陽台房間皆有窗有 368 人也在關注這間👀,780萬,780,780萬,
