抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,原始價格,目前價格,是否含車位價格,
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/9895KT?breadcrumb=list,國家新都溫馨三房車位國家新都,新北市淡水區崁頂三路,大樓,26.4年,建坪 56.28,主 + 陽29.08,10樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/9895KT?breadcrumb=list,有裝潢有景觀前後陽台有 364 人也在關注這間👀,有 364 人也在關注這間👀,"1,168萬","1,068",坡道平面車位
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/3650AZ?breadcrumb=list,中平商圈方正四房美寓,新北市新莊區中平路,公寓,37.4年,建坪 40.11,主 + 陽38.24,4樓/5樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/3650AZ?breadcrumb=list,有裝潢前後陽台有陽台有 386 人也在關注這間👀,有 386 人也在關注這間👀,"1,798萬","1,498",
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/6390XF?breadcrumb=list,稀有景觀機能好空間夏威夷,新北市淡水區沙崙路,大樓,28.1年,建坪 34.2,主 + 陽25.62,5樓/18樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/6390XF?breadcrumb=list,有裝潢有景觀廁所開窗有 1449 人也在關注這間👀,有 1449 人也在關注這間👀,968萬,898,
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/0142MJ?breadcrumb=list,☆泰山低總價附車位★泰山大人,新北市泰山區民生路,華廈,28.9年,建坪 43.19,主 + 陽21.9,5樓/7樓,2房2廳1.5衛1室,https://www.sinyi.com.tw/buy/house/0142MJ?breadcrumb=list,有裝潢前後陽台有陽台有 529 人也在關注這間👀,有 529 人也在關注這間👀,"1,688萬","1,498",坡道平面車位
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/3739GN?breadcrumb=list,綠意山景雲極質感三房合康雲極,新北市汐止區新興路,大樓,7.7年,建坪 50.96,主 + 陽28.18,2樓/21樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/3739GN?breadcrumb=list,有裝潢有景觀前後陽台有 520 人也在關注這間👀,有 520 人也在關注這間👀,"3,380萬","3,068",坡道平面車位
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/2629SP?breadcrumb=list,近未來萬大線電梯景觀３房台北新故鄉,新北市土城區延和路,大樓,28.9年,建坪 31.09,主 + 陽23.07,21樓/22樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/2629SP?breadcrumb=list,有陽台廁所開窗警衛管理有 608 人也在關注這間👀,有 608 人也在關注這間👀,"1,868萬","1,698",
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/0192KB?breadcrumb=list,公園旁園圃社區三房園圃綠圃,新北市五股區蓬萊路,華廈,29.3年,建坪 32.82,主 + 陽28.53,9樓/9樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/0192KB?breadcrumb=list,有景觀警衛管理具垃圾處理有 654 人也在關注這間👀,有 654 人也在關注這間👀,"1,380萬","1,298",
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/5249RK?breadcrumb=list,中山霸氣✨金店面輝煌天廈,新北市蘆洲區中山二路,店面,28.0年,建坪 46.44,主建物34.65,1樓/9樓,2廳1衛,https://www.sinyi.com.tw/buy/house/5249RK?breadcrumb=list,有裝潢警衛管理具垃圾處理有 88 人也在關注這間👀,有 88 人也在關注這間👀,"8,360萬","5,572",
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/0404SJ?breadcrumb=list,宏璽專任稀有靓景四房宏璽新世界,新北市中和區景平路,大樓,28.4年,建坪 38.33,主 + 陽32.22,8樓/17樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/0404SJ?breadcrumb=list,有裝潢有景觀前後陽台有 529 人也在關注這間👀,有 529 人也在關注這間👀,"2,680萬","2,498",
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/7646HK?breadcrumb=list,金蛇開運－景緻東村好運來東村A-ONE,新北市新莊區後港一路,辦公/大樓,12.5年,建坪 17.43,主建物9.76,10樓/15樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/7646HK?breadcrumb=list,有裝潢有景觀有陽台有 522 人也在關注這間👀,有 522 人也在關注這間👀,"1,150萬","1,080",
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/0319RJ?breadcrumb=list,百年好合大空間百年好合,新北市中和區秀朗路三段,大樓,29.8年,建坪 45.25,主 + 陽35.27,2樓/23樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/0319RJ?breadcrumb=list,有裝潢毛胚屋有景觀有 144 人也在關注這間👀,有 144 人也在關注這間👀,"3,488萬","2,850",
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/77274D?breadcrumb=list,大坪林捷運景觀三房車位台北公館,新北市新店區復興路,大樓,32.0年,建坪 53.3,主 + 陽41.41,12樓/12樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/77274D?breadcrumb=list,有裝潢有陽台房間皆有窗有 506 人也在關注這間👀,有 506 人也在關注這間👀,"3,598萬","3,068",升降平面車位
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/2934WM?breadcrumb=list,［推薦］永鼎帝京精美四房永鼎帝京,新北市新莊區中正路,大樓,8.9年,建坪 74.9,主 + 陽42.28,4樓/22樓,4房2廳2衛1室,https://www.sinyi.com.tw/buy/house/2934WM?breadcrumb=list,有裝潢前後陽台有陽台有 8 人也在關注這間👀,有 8 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/3115XQ?breadcrumb=list,華固月河高樓河景雙車位華固月河,新北市板橋區環河西路四段,大樓,2.3年,建坪 66.42,主 + 陽29.73,23樓/28樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/3115XQ?breadcrumb=list,毛胚屋有景觀前後陽台有 2 人也在關注這間👀,有 2 人也在關注這間👀,(含車位價),加入最愛,兩個以上車位
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/1853MG?breadcrumb=list,佳瑪商圈天然瓦斯黃金二樓,新北市蘆洲區中華街,公寓,37.9年,建坪 29.43,主 + 陽29.44,2樓/5樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/1853MG?breadcrumb=list,有裝潢前後陽台有陽台有 719 人也在關注這間👀,有 719 人也在關注這間👀,"1,398萬","1,298",
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/6406UK?breadcrumb=list,仁愛錄高樓層露台兩房車位仁愛錄,新北市林口區仁愛路二段,大樓,20.4年,建坪 33.21,主 + 陽18.51,8樓/12樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/6406UK?breadcrumb=list,有裝潢前後陽台有陽台有 344 人也在關注這間👀,有 344 人也在關注這間👀,"1,788萬","1,698",坡道機械車位
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/1271BJ?breadcrumb=list,❤️仁愛漂亮電梯附車位仁愛儷境,新北市蘆洲區仁愛街,華廈,4.7年,建坪 22.26,主 + 陽11.78,4樓/7樓,1房2廳1衛,https://www.sinyi.com.tw/buy/house/1271BJ?breadcrumb=list,有裝潢有陽台廁所開窗有 1131 人也在關注這間👀,有 1131 人也在關注這間👀,"1,580萬","1,388",塔式車位
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/00615V?breadcrumb=list,獨家新向三房加車位,新北市新莊區新北大道七段,大樓,0.6年,建坪 44.36,主 + 陽22.35,11樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/00615V?breadcrumb=list,毛胚屋有景觀有陽台有 3029 人也在關注這間👀,有 3029 人也在關注這間👀,"2,698萬","2,458",坡道平面車位
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/4057HZ?breadcrumb=list,ＣＯＺＹ藍天舒適宅新濠漾,新北市三重區頂文路,大樓,4.0年,建坪 52.46,主 + 陽26.08,6樓/23樓,2房2廳2衛1室,https://www.sinyi.com.tw/buy/house/4057HZ?breadcrumb=list,有裝潢有景觀有陽台有 13 人也在關注這間👀,有 13 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/8671BP?breadcrumb=list,捷運大坪林康和春秋美屋康和春秋,新北市新店區中興路三段,大樓,29.0年,建坪 16.26,主 + 陽12.21,10樓/25樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/8671BP?breadcrumb=list,有裝潢有景觀有陽台有 1121 人也在關注這間👀,有 1121 人也在關注這間👀,"1,588萬","1,450",
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/5242JH?breadcrumb=list,專任美麗境高樓兩房車位美麗境,新北市淡水區濱海路一段,大樓,10.9年,建坪 40.93,主 + 陽19.4,10樓/14樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/5242JH?breadcrumb=list,有裝潢前後陽台有陽台有 822 人也在關注這間👀,有 822 人也在關注這間👀,"1,350萬","1,280",坡道平面車位
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/8633RN?breadcrumb=list,低總價視野寬敞靜巷美麗宅,新北市新店區安康路三段,公寓,42.6年,建坪 27.81,主 + 陽27.81,4樓/5樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/8633RN?breadcrumb=list,有景觀前後陽台有陽台有 912 人也在關注這間👀,有 912 人也在關注這間👀,788萬,696,
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/9469AB?breadcrumb=list,降價～捷運站海天庭院２房海天,新北市淡水區八勢一街,華廈,16.7年,建坪 24.79,主 + 陽15.77,1樓/10樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/9469AB?breadcrumb=list,有裝潢有陽台房間皆有窗有 1005 人也在關注這間👀,有 1005 人也在關注這間👀,"1,150萬","1,125",
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/6945ZJ?breadcrumb=list,公寓二樓有四間房間,新北市土城區明德路二段,公寓,46.3年,建坪 32.73,主建物32.73,2樓/4樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/6945ZJ?breadcrumb=list,有裝潢前後陽台有陽台有 2397 人也在關注這間👀,有 2397 人也在關注這間👀,"1,798萬","1,598",
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/1987VM?breadcrumb=list,國泰金城稀有獨戶●雙露臺國泰金城,新北市土城區學士路,大樓,7.8年,建坪 61.48,主 + 陽31.4,2樓/18樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/1987VM?breadcrumb=list,有裝潢前後陽台有陽台有 889 人也在關注這間👀,有 889 人也在關注這間👀,"4,398萬","3,998",坡道平面車位
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/5482WC?breadcrumb=list,台北橋捷運三房車位雙捷匯,新北市三重區三和路一段,大樓,10.4年,建坪 51.41,主 + 陽27.55,3樓/23樓,3房2廳2衛1室,https://www.sinyi.com.tw/buy/house/5482WC?breadcrumb=list,有陽台房間皆有窗警衛管理有 9 人也在關注這間👀,有 9 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/4869NH?breadcrumb=list,【急售】揚名三房車位揚名學園,新北市新莊區中榮街,華廈,27.8年,建坪 39.21,主 + 陽24.2,8樓/9樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/4869NH?breadcrumb=list,有裝潢房間皆有窗警衛管理有 433 人也在關注這間👀,有 433 人也在關注這間👀,"1,968萬","1,788",坡道機械車位
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/8789HQ?breadcrumb=list,【凡登】亮麗美宅｜歐洲村歐洲村-凡登,新北市新莊區立信一街,大樓,15.8年,建坪 32.9,主 + 陽17.19,13樓/13樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/8789HQ?breadcrumb=list,有裝潢有景觀有陽台有 1158 人也在關注這間👀,有 1158 人也在關注這間👀,"2,258萬","2,068",坡道平面車位
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/1318KL?breadcrumb=list,置產。重劃區店面盛發,新北市蘆洲區長樂路,店面,14.6年,建坪 49.68,主 + 陽25.03,1樓/9樓,1房2廳1衛,https://www.sinyi.com.tw/buy/house/1318KL?breadcrumb=list,有裝潢有陽台廁所開窗有 280 人也在關注這間👀,有 280 人也在關注這間👀,"4,880萬","3,880",塔式車位
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/6044MP?breadcrumb=list,臻愛沐光三房臻愛我家二期,新北市蘆洲區長榮路,華廈,20.2年,建坪 38.28,主 + 陽27.74,10樓/10樓,3房2廳2衛(含加蓋1衛),https://www.sinyi.com.tw/buy/house/6044MP?breadcrumb=list,有裝潢有景觀有陽台有 630 人也在關注這間👀,有 630 人也在關注這間👀,加入最愛,"2,580",
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/8187CM?breadcrumb=list,玉上園尊爵好住家玉上園,新北市新店區寶橋路,大樓,12.1年,建坪 111.25,主 + 陽64.65,13樓/27樓,4房2廳3衛,https://www.sinyi.com.tw/buy/house/8187CM?breadcrumb=list,毛胚屋有景觀前後陽台有 48 人也在關注這間👀,有 48 人也在關注這間👀,(含車位價),加入最愛,兩個以上車位
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/3878DR?breadcrumb=list,基泰和里四房坡平大車位基泰和里,新北市中和區自立路,華廈/辦公,27.3年,建坪 52.14,主 + 陽28.79,1樓/8樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/3878DR?breadcrumb=list,有裝潢前後陽台有陽台有 813 人也在關注這間👀,有 813 人也在關注這間👀,"3,623萬","2,980",坡道平面車位
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/8830RF?breadcrumb=list,永安站＊公園景觀三房車位森林公園,新北市中和區安平路,大樓,26.2年,建坪 52.57,主 + 陽35.72,12樓/14樓,3房2廳2衛1室,https://www.sinyi.com.tw/buy/house/8830RF?breadcrumb=list,有景觀前後陽台有陽台有 582 人也在關注這間👀,有 582 人也在關注這間👀,"5,200萬","4,198",坡道機械車位
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/5114MX?breadcrumb=list,捷運囍多帝王樓層美妝戶,新北市中和區福祥路,大樓,26.9年,建坪 17.13,主 + 陽11.31,19樓/19樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/5114MX?breadcrumb=list,有裝潢有陽台房間皆有窗有 616 人也在關注這間👀,有 616 人也在關注這間👀,"1,360萬","1,288",
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/7080ZM?breadcrumb=list,景安路招財醒目金店面,新北市中和區景安路,店面/辦公,34.1年,建坪 109.11,主 + 陽82.8,1-2樓/12樓,9房1廳10衛1室,https://www.sinyi.com.tw/buy/house/7080ZM?breadcrumb=list,有裝潢有陽台廁所開窗有 258 人也在關注這間👀,有 258 人也在關注這間👀,"11,500萬","8,600",坡道平面車位
2025_10_16 01_08_56,5,https://www.sinyi.com.tw//buy/house/7096RC?breadcrumb=list,濱湖大城～精美三房濱湖大城,新北市汐止區湖前街,華廈,29.8年,建坪 29.64,主 + 陽24.18,4樓/8樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7096RC?breadcrumb=list,有裝潢房間皆有窗警衛管理有 8 人也在關注這間👀,有 8 人也在關注這間👀,加入最愛,"1,598",
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/3195FW?breadcrumb=list,璽悦双星高樓採光通風宅漢寶双星,新北市中和區民利街,大樓,4.9年,建坪 24.62,主 + 陽16.19,9樓/15樓,1房2廳1衛,https://www.sinyi.com.tw/buy/house/3195FW?breadcrumb=list,有裝潢有景觀前後陽台有 24 人也在關注這間👀,有 24 人也在關注這間👀,加入最愛,"1,558",
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/5048BY?breadcrumb=list,美河市高樓邊間河景大樓美河市,新北市新店區中央路,大樓/辦公,12.9年,建坪 62.6,主 + 陽32.98,15樓/29樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/5048BY?breadcrumb=list,有裝潢有景觀有陽台有 76 人也在關注這間👀,有 76 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/7665SP?breadcrumb=list,景安後棟電梯兩房摩登大國,新北市中和區中正路,大樓,28.9年,建坪 23.42,主 + 陽20.15,11樓/22樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/7665SP?breadcrumb=list,有裝潢前後陽台有陽台有 1253 人也在關注這間👀,有 1253 人也在關注這間👀,"1,650萬","1,550",
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/7399GT?breadcrumb=list,家麒豪邸●大氣磅礡家麒文化,新北市板橋區莊敬路,大樓,17.9年,建坪 98.24,主 + 陽65.06,6樓/15樓,4房2廳3衛1室,https://www.sinyi.com.tw/buy/house/7399GT?breadcrumb=list,有裝潢前後陽台有陽台有 502 人也在關注這間👀,有 502 人也在關注這間👀,"7,588萬","6,980",坡道平面車位
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/8361FV?breadcrumb=list,灣頂小坪數帶車位稀有釋出灣頂,新北市淡水區淡金路二段,大樓,16.2年,建坪 35.42,主 + 陽18.21,7樓/15樓,1房2廳1衛,https://www.sinyi.com.tw/buy/house/8361FV?breadcrumb=list,有裝潢有陽台房間皆有窗有 294 人也在關注這間👀,有 294 人也在關注這間👀,"1,550萬","1,350",坡道平面車位
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/5528RB?breadcrumb=list,河岸第一排三房坡平車位東隆凱悅Ⅱ,新北市三重區環河南路,大樓,29.2年,建坪 49.89,主 + 陽34.58,4樓/12樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/5528RB?breadcrumb=list,有景觀有陽台廁所開窗有 243 人也在關注這間👀,有 243 人也在關注這間👀,"2,998萬","2,850",坡道平面車位
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/5781CB?breadcrumb=list,小宅採光兩房車位小宅革命B區,新北市五股區水碓五路,華廈,7.7年,建坪 35.43,主 + 陽20.22,2樓/9樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/5781CB?breadcrumb=list,有裝潢前後陽台有陽台有 697 人也在關注這間👀,有 697 人也在關注這間👀,"1,780萬","1,650",坡道機械車位
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/3259JQ?breadcrumb=list,集美國小前後陽台三樓,新北市三重區集美街,公寓,38.1年,建坪 28.49,主 + 陽28.49,3樓/5樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/3259JQ?breadcrumb=list,前後陽台有陽台房間皆有窗有 260 人也在關注這間👀,有 260 人也在關注這間👀,加入最愛,"1,680",
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/4390MS?breadcrumb=list,淡大成家兩房平面車位大旭地,新北市淡水區北新路,大樓,28.8年,建坪 26.91,主 + 陽18.47,7樓/18樓,2房1廳1衛,https://www.sinyi.com.tw/buy/house/4390MS?breadcrumb=list,警衛管理具垃圾處理游泳池有 1620 人也在關注這間👀,有 1620 人也在關注這間👀,958萬,818,坡道平面車位
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/2404NH?breadcrumb=list,錦秀低總價小資樂成家,新北市新店區錦秀路,公寓,43.8年,建坪 30.28,主 + 陽30.28,5樓/5樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/2404NH?breadcrumb=list,有裝潢有景觀前後陽台有 1285 人也在關注這間👀,有 1285 人也在關注這間👀,768萬,598,
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/38510N?breadcrumb=list,雙捷萃,新北市中和區南山路,其它/大樓,預售,建坪 20.45,主+附 12.84,5樓/13樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/38510N?breadcrumb=list,有陽台房間皆有窗具垃圾處理有 153 人也在關注這間👀,有 153 人也在關注這間👀,加入最愛,"1,554",
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/9723VB?breadcrumb=list,主推⭐濱湖大第小資美屋⭐濱湖大第,新北市汐止區康寧街,大樓,28.9年,建坪 23.08,主 + 陽18.19,3樓/18樓,1房2廳1衛,https://www.sinyi.com.tw/buy/house/9723VB?breadcrumb=list,有裝潢有陽台警衛管理有 359 人也在關注這間👀,有 359 人也在關注這間👀,"1,160萬","1,088",
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/9703TC?breadcrumb=list,新埔捷運●邊間●二樓,新北市板橋區民生路二段,公寓,49.4年,建坪 26.01,主 + 陽26.01,2樓/4樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/9703TC?breadcrumb=list,有裝潢有陽台廁所開窗有 608 人也在關注這間👀,有 608 人也在關注這間👀,"1,788萬","1,535",
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/1065TS?breadcrumb=list,【主推】湯城優質辦公湯城園區2-8號...,新北市三重區重新路五段,辦公,33.8年,建坪 178.75,主 + 陽121.09,8樓/10樓,3廳,https://www.sinyi.com.tw/buy/house/1065TS?breadcrumb=list,有裝潢警衛管理具垃圾處理有 45 人也在關注這間👀,有 45 人也在關注這間👀,"7,375萬","6,607",兩個以上車位
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/7746NB?breadcrumb=list,【主推】湯城優質辦公２湯城園區2-8號...,新北市三重區重新路五段,辦公,33.8年,建坪 117.58,主 + 陽79.8,8樓/10樓,2廳,https://www.sinyi.com.tw/buy/house/7746NB?breadcrumb=list,有裝潢警衛管理具垃圾處理有 65 人也在關注這間👀,有 65 人也在關注這間👀,"4,845萬","4,341",兩個以上車位
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/8028RP?breadcrumb=list,永安正興＊未來宅二房車位永安華廈社區,新北市蘆洲區永安南路二段,大樓,23.3年,建坪 39.76,主 + 陽22.41,9樓/16樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/8028RP?breadcrumb=list,有裝潢有景觀前後陽台有 854 人也在關注這間👀,有 854 人也在關注這間👀,"2,288萬","1,788",坡道平面車位
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/6674MZ?breadcrumb=list,永康森活２房車位,新北市蘆洲區永康街,華廈,10.2年,建坪 38.73,主 + 陽19.44,6樓/7樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/6674MZ?breadcrumb=list,有裝潢有景觀前後陽台有 671 人也在關注這間👀,有 671 人也在關注這間👀,"2,880萬","2,250",塔式車位
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/9334QM?breadcrumb=list,近淡江大橋海景兩房兩衛果嶺大道,新北市淡水區沙崙路,大樓,30.8年,建坪 34.1,主 + 陽29.93,9樓/19樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/9334QM?breadcrumb=list,有裝潢有景觀有陽台有 613 人也在關注這間👀,有 613 人也在關注這間👀,"1,058萬",998,
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/8219RT?breadcrumb=list,稀有秀安採光邊間美寓,新北市永和區秀安街,公寓,43.9年,建坪 36.1,主 + 陽33.8,4樓/5樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/8219RT?breadcrumb=list,有裝潢有景觀前後陽台有 164 人也在關注這間👀,有 164 人也在關注這間👀,"2,488萬","2,346",
2025_10_16 01_09_01,6,https://www.sinyi.com.tw//buy/house/5729PQ?breadcrumb=list,領歐亮麗兩房車位領袖歐洲(威登區...,新北市板橋區五權街,大樓,17.7年,建坪 31.22,主 + 陽17,12樓/15樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/5729PQ?breadcrumb=list,有裝潢有景觀有陽台有 126 人也在關注這間👀,有 126 人也在關注這間👀,(含車位價),加入最愛,坡道機械車位
2025_10_16 01_09_06,7,https://www.sinyi.com.tw//buy/house/5498QK?breadcrumb=list,達麗次高樓層電梯兩房車位達麗大景滙,新北市三重區環河北路二段,大樓,4.6年,建坪 35.29,主 + 陽15.43,16樓/17樓,2房1廳1衛,https://www.sinyi.com.tw/buy/house/5498QK?breadcrumb=list,有裝潢有景觀有陽台有 453 人也在關注這間👀,有 453 人也在關注這間👀,"2,398萬","2,180",坡道平面車位
2025_10_16 01_09_06,7,https://www.sinyi.com.tw//buy/house/4947DZ?breadcrumb=list,大坪林美三房台北公館,新北市新店區復興路,大樓,32.0年,建坪 34.53,主 + 陽30.97,10樓/12樓,3房2廳2衛1室,https://www.sinyi.com.tw/buy/house/4947DZ?breadcrumb=list,有裝潢有景觀有陽台有 1698 人也在關注這間👀,有 1698 人也在關注這間👀,"2,588萬","2,412",
2025_10_16 01_09_06,7,https://www.sinyi.com.tw//buy/house/4472PK?breadcrumb=list,榮耀交響曲質感美宅榮耀交響曲,新北市板橋區萬板路,大樓,16.9年,建坪 63.44,主 + 陽39.37,8樓/15樓,3房2廳2衛1室,https://www.sinyi.com.tw/buy/house/4472PK?breadcrumb=list,有裝潢有景觀前後陽台有 907 人也在關注這間👀,有 907 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_16 01_09_06,7,https://www.sinyi.com.tw//buy/house/5287TR?breadcrumb=list,福壽街精美方正公寓,新北市新莊區福壽街,公寓,40.8年,建坪 28.05,主 + 陽25.62,4樓/5樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/5287TR?breadcrumb=list,有裝潢有景觀前後陽台有 120 人也在關注這間👀,有 120 人也在關注這間👀,"1,498萬","1,398",
2025_10_16 01_09_06,7,https://www.sinyi.com.tw//buy/house/2355FV?breadcrumb=list,海德公園三房ＯＮＥ海德公園,新北市板橋區雙十路二段,大樓,25.0年,建坪 32.18,主 + 陽25.37,15樓/22樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/2355FV?breadcrumb=list,有裝潢有景觀前後陽台有 152 人也在關注這間👀,有 152 人也在關注這間👀,加入最愛,"2,928",
2025_10_16 01_09_06,7,https://www.sinyi.com.tw//buy/house/8412QJ?breadcrumb=list,築夢之家。２房１室有車位河家歡,新北市三重區成功路,大樓,1.8年,建坪 33.1,主 + 陽16.18,10樓/15樓,2房2廳1衛1室,https://www.sinyi.com.tw/buy/house/8412QJ?breadcrumb=list,有裝潢有陽台房間皆有窗有 806 人也在關注這間👀,有 806 人也在關注這間👀,"2,298萬","2,168",坡道平面車位
2025_10_16 01_09_06,7,https://www.sinyi.com.tw//buy/house/7716SK?breadcrumb=list,亞東站震撼優值四房車位天藍凱悅,新北市板橋區貴興路,大樓,31.5年,建坪 78.25,主 + 陽41.65,16樓/16樓,4房2廳2衛(含加蓋1廳1衛),https://www.sinyi.com.tw/buy/house/7716SK?breadcrumb=list,有裝潢有景觀有陽台有 441 人也在關注這間👀,有 441 人也在關注這間👀,"4,280萬","3,680",坡道平面車位
2025_10_16 01_09_06,7,https://www.sinyi.com.tw//buy/house/4809JC?breadcrumb=list,㊣球場美景‧福臨美廈福臨華廈,新北市淡水區新民街,華廈,24.4年,建坪 54.05,主 + 陽40.04,5樓/7樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/4809JC?breadcrumb=list,有裝潢有景觀前後陽台有 16 人也在關注這間👀,有 16 人也在關注這間👀,加入最愛,"1,880",
